Gene = EQTN
index = 503
Annotated 5SS: [  160   527  2824  4739  6121  7468 10931]
Annotated 3SS: [  400  2736  4651  6075  7407 10776 12166]
SMsplice 5SS: [  280   527  2824  4917  6121  7468 10931]
SMsplice 3SS: [  400  2736  4651  6075  7407 10776 12166]
top_k =  500
Partition function (log Z): -0.9334182162139113

Sorted 5' Splice Sites (High to Low Probability):
Position 10931: 0.9304265092791967
Position 7468: 0.8756228468620579
Position 2824: 0.7366398448903638
Position 527: 0.7152524659195609
Position 6121: 0.6950093624436693
Position 280: 0.44815004047190343
Position 4917: 0.44686604050115786
Position 5360: 0.3118312858477016
Position 4739: 0.3013277247951065
Position 160: 0.18536526553877514
Position 5884: 0.17655241773405966
Position 196: 0.0996123540467639
Position 229: 0.08244839519135135
Position 6274: 0.0780177594543091
Position 7932: 0.059259131047162406
Position 8652: 0.04865164404022377
Position 6139: 0.045469180983229184
Position 11537: 0.029953023565017094
Position 10380: 0.01973486587607618
Position 1919: 0.01965084430129521
Position 3672: 0.011512548195873641
Position 5661: 0.010868882674502487
Position 6598: 0.010583637675854655
Position 8799: 0.009826546463563313
Position 192: 0.008141216479306029
Position 4891: 0.007637608894471291
Position 1099: 0.007433963651779297
Position 2377: 0.007163218563125982
Position 2681: 0.006440528673007988
Position 3269: 0.005534298055168684
Position 8855: 0.005028036291562746
Position 1568: 0.004738882463281035
Position 7628: 0.004738511348749617
Position 1999: 0.004476483190717192
Position 2026: 0.004435036676509795
Position 4905: 0.003695832914820678
Position 751: 0.003510894275537354
Position 8658: 0.003439784951762757
Position 4758: 0.0033617216791818763
Position 380: 0.003234858387235115
Position 5946: 0.0031382776471162127
Position 5373: 0.003031224356964737
Position 10003: 0.003010988873720483
Position 8371: 0.0027418749661218475
Position 12241: 0.0027333777272452705
Position 12292: 0.002311589874175564
Position 42: 0.0018404132795142982
Position 9773: 0.0017183125964672333
Position 11962: 0.0017007285907298267
Position 2068: 0.0015539957793624783
Position 1932: 0.0015129409398731667
Position 8715: 0.0008294004383225791
Position 11318: 0.000788740476249791
Position 2784: 0.000781393767777868
Position 3943: 0.0005731728168707872
Position 2852: 0.0005489681755283565
Position 4785: 0.0005205140457795666
Position 6507: 0.0005046093731683693
Position 540: 0.0004243649681730535
Position 3390: 0.0003821235736616639
Position 11797: 0.0003345310667032633
Position 814: 0.0003145067848143807
Position 3077: 0.0002625384840941877
Position 5121: 0.0002596485707213609
Position 3361: 0.00022698063054710606
Position 1645: 0.00013801390558075582
Position 332: 1.8818472471296765e-05
Position 349: 1.3938601926681578e-05
Position 133: 1.1188964572557095e-05
Position 268: 8.366209833527452e-06
Position 631: 4.223731092597033e-06
Position 1133: 2.279875243520615e-06
Position 552: 1.713251026739111e-06
Position 1633: 1.6257071932144515e-06
Position 1385: 1.5452206769122688e-06
Position 98: 1.0077123400169008e-06
Position 318: 7.73951469539768e-07
Position 757: 4.5349817742041896e-07
Position 564: 4.183917800999045e-07
Position 690: 1.5188599317202852e-07
Position 239: 1.4786970635320954e-07
Position 233: 1.4246975381032877e-07
Position 946: 1.2730417519018085e-07
Position 117: 1.0956258479278395e-07
Position 914: 1.0004890696698547e-07
Position 284: 6.886366381130141e-08
Position 412: 6.419624683179078e-08
Position 531: 4.812115004188165e-08
Position 382: 3.6150936602936816e-08
Position 620: 1.696550598250612e-08
Position 588: 1.617659694537984e-08
Position 577: 1.4809091759871101e-08
Position 384: 1.4252703391853801e-08
Position 433: 1.2570271090139516e-08
Position 650: 8.990495400229114e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10776: 0.9353725726320467
Position 7407: 0.876726088153432
Position 12166: 0.821964906859918
Position 6075: 0.8196483841813285
Position 4651: 0.7652796551570851
Position 2736: 0.6243519901792571
Position 400: 0.39526973412817185
Position 5273: 0.1846582769192256
Position 5764: 0.1732128019357211
Position 430: 0.11571604021772341
Position 2598: 0.061492323224036416
Position 2643: 0.05747512716489854
Position 5212: 0.053767760801401776
Position 8581: 0.04949449788056167
Position 11401: 0.04164652186824002
Position 7773: 0.03798237248237918
Position 5159: 0.03495892732717682
Position 11000: 0.029280190988607856
Position 11003: 0.027512307164272654
Position 1877: 0.020755195977375566
Position 5256: 0.017290421911928283
Position 5125: 0.016654269813583065
Position 11268: 0.016400485032684833
Position 10304: 0.0159805618281241
Position 12369: 0.01590236212723368
Position 444: 0.01542773747329353
Position 7861: 0.013616624561312681
Position 290: 0.013599258308211602
Position 5485: 0.011640339276517739
