Gene = KLHDC9
index = 749
Annotated 5SS: [ 669 1112 1403]
Annotated 3SS: [ 951 1203 1666]
SMsplice 5SS: [669]
SMsplice 3SS: [1666]
top_k =  500
Partition function (log Z): -10.495218936884482

Sorted 5' Splice Sites (High to Low Probability):
Position 1112: 0.36221611616378263
Position 669: 0.29898597160576224
Position 485: 0.16157640956401076
Position 1437: 0.14683392054531494
Position 34: 0.13113288750474608
Position 268: 0.08937294782159788
Position 72: 0.05072556272046869
Position 1032: 0.050478445843674495
Position 164: 0.04778064526236676
Position 1403: 0.03582153331251094
Position 1252: 0.028278589731782516
Position 424: 0.02780691739545393
Position 599: 0.0251121562276461
Position 1488: 0.019154920149541774
Position 580: 0.016134737583121624
Position 515: 0.014111157475376427
Position 11: 0.01380376981206684
Position 1568: 0.012810533941037523
Position 88: 0.012763581845844219
Position 346: 0.009856130176022559
Position 990: 0.009114135809564468
Position 316: 0.0035533314966569502
Position 1079: 0.003350092326724598
Position 1778: 0.0033204360434337
Position 441: 0.00300012678312431
Position 1807: 0.0027326634589103513
Position 1056: 0.0017509596789706623
Position 258: 0.0012754301352246227
Position 996: 0.0012095864000262512
Position 272: 0.0010663283741728256
Position 44: 0.0007071887432310032
Position 1171: 0.0003318426785632883
Position 460: 0.00021914623977285782
Position 148: 0.00010487844992777662
Position 489: 7.497102838527424e-05
Position 421: 5.4219374671570215e-05
Position 539: 4.42574825153869e-05
Position 275: 3.977050973287451e-05
Position 823: 1.9439860865844106e-05
Position 29: 4.557830650965653e-06
Position 487: 4.2598647248980735e-06
Position 1315: 1.3513985497822015e-06
Position 199: 1.0069699429430872e-06
Position 154: 1.7309424567446488e-07
Position 319: 9.945122045984947e-08
Position 380: 1.7598872404116422e-09
Position 410: 1.710287394337856e-09
Position 98: 2.2184292058741436e-10
Position 400: 2.9073269454920027e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1666: 0.5368941428574322
Position 1203: 0.36301105018573626
Position 951: 0.33506516071818604
Position 1705: 0.11004625354611425
Position 1139: 0.04178986489843939
Position 1206: 0.04043431642191537
Position 271: 0.031239202087090922
Position 914: 0.020726103758418154
Position 579: 0.018062332634279532
Position 1239: 0.013161459562172484
Position 784: 0.012942707614951891
Position 539: 0.00999376455194596
Position 1031: 0.009838689460125635
Position 1170: 0.007247758098288867
Position 1184: 0.006485816707332337
Position 460: 0.004395625116884577
Position 1890: 0.0037282132748158864
Position 989: 0.0032774052530894523
Position 770: 0.003157820443842929
Position 331: 0.0024804642860539413
Position 571: 0.002402864274771793
Position 1902: 0.002160125016216822
Position 175: 0.0012685980610711181
Position 542: 0.001189781083351643
Position 1345: 0.0010421179267583328
Position 1834: 0.0009794476961476873
Position 890: 0.0008430434103595208
Position 573: 0.0007584858685964418
Position 286: 0.0004033182348416461
Position 612: 0.00018968817300335123
Position 283: 0.00017904404864772867
Position 380: 0.00017579319403145937
Position 1946: 0.00016476121131134318
Position 977: 0.0001446648607025273
Position 804: 0.00012919452806854523
Position 224: 0.00012534276348126675
Position 505: 0.00011598086503525294
Position 478: 9.875933676222585e-05
Position 927: 8.344060773861879e-05
Position 335: 6.315663408178572e-05
Position 91: 5.8203942310664575e-05
Position 1259: 4.948712078058227e-05
Position 808: 4.5326673996143875e-05
Position 1055: 3.6029664769156494e-05
Position 368: 2.1107350008567413e-05
Position 641: 1.0459911510652824e-05
Position 594: 8.11583075571385e-06
Position 626: 4.827142809705918e-06
Position 111: 2.539478397900646e-06
Position 342: 2.170390166926266e-06
Position 226: 1.8773640261123212e-06
Position 105: 9.176908449571944e-07
Position 181: 1.1518649946605765e-07
Position 358: 9.392710399001119e-08
Position 653: 5.135498784323386e-08
Position 199: 4.175286219478793e-08
Position 194: 3.0360478697344705e-08
Position 480: 2.4732969745551684e-08
Position 289: 6.930112039812993e-09
Position 292: 4.396542684413018e-09
Position 296: 8.901444660981692e-10
Position 305: 5.213898899739384e-10
Position 308: 1.2132845002525936e-12
Position 300: 2.507386312990211e-13
