Gene = UQCRQ
index = 1534
Annotated 5SS: [128 476]
Annotated 3SS: [308 927]
SMsplice 5SS: [132 476]
SMsplice 3SS: [308 927]
top_k =  500
Partition function (log Z): -6.400461446042583

Sorted 5' Splice Sites (High to Low Probability):
Position 132: 0.8396780613411889
Position 476: 0.5221286107163642
Position 128: 0.14118715679677457
Position 1042: 0.013469187669634286
Position 101: 0.007417295664967056
Position 1149: 0.004427337962422403
Position 156: 0.003721946837601879
Position 834: 0.0031468956562692423
Position 1296: 0.0018066712903114562
Position 141: 0.0012363116060116952
Position 1088: 0.0011685239854872583
Position 695: 0.0006935965287545896
Position 1121: 0.0006723694601343665
Position 704: 0.0003108297814477973
Position 146: 0.00020208634426534039
Position 575: 0.0002009511354139537
Position 136: 0.00012957666118964308
Position 469: 0.00012195216757712918
Position 466: 7.333243635947104e-05
Position 433: 7.029949262528471e-05
Position 1079: 5.639777393066985e-05
Position 728: 3.124945307760372e-05
Position 1093: 2.8785005938358498e-05
Position 384: 2.559389020844155e-05
Position 361: 1.4161728045557411e-05
Position 1130: 1.0097510696010236e-05
Position 1242: 8.139215880067457e-06
Position 21: 4.87250802261364e-06
Position 107: 3.977695575859269e-06
Position 10: 3.232243554115425e-06
Position 232: 9.478250968657357e-07
Position 88: 8.777712665149437e-07
Position 149: 5.221592392511372e-07
Position 300: 2.821236172877456e-07
Position 755: 2.430109527905585e-07
Position 832: 1.527472634763456e-07
Position 629: 1.1777545067842733e-07
Position 154: 9.988181978323523e-08
Position 160: 9.01218222712352e-08
Position 453: 7.615429729927227e-08
Position 225: 4.677114157271991e-08
Position 34: 4.223348641275554e-08
Position 211: 3.950546770288925e-08
Position 333: 2.635154891664328e-08
Position 894: 2.613550468898307e-08
Position 776: 2.0958535262010283e-08
Position 529: 6.978495157703997e-10
Position 480: 5.009829661300815e-10
Position 289: 6.026875802368969e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 308: 0.6993198834273159
Position 927: 0.5379807515153026
Position 1441: 0.12073268956445427
Position 1465: 0.052353795303252314
Position 781: 0.03632823800553001
Position 969: 0.020783758272711186
Position 393: 0.013100209214131344
Position 784: 0.00797598451776593
Position 929: 0.006788665439327364
Position 274: 0.0065424236810766945
Position 1156: 0.005030729392027745
Position 625: 0.004990773560920757
Position 742: 0.0034410499106617533
Position 421: 0.002790523297034715
Position 1205: 0.002187422932104764
Position 936: 0.0021804303004373396
Position 752: 0.0021449228760353455
Position 278: 0.001951423751977597
Position 1183: 0.0018252243548917892
Position 368: 0.0016624952182382128
Position 1059: 0.0013466851978768738
Position 1370: 0.0011948930495920419
Position 1447: 0.0011118156541286746
Position 713: 0.0009189533912993715
Position 971: 0.0009107557965909847
Position 1282: 0.00089450935194963
Position 374: 0.0008043576101677577
Position 849: 0.0005798931740548684
Position 821: 0.0005634582761443801
Position 694: 0.0005392337757867579
Position 567: 0.00046274552433581514
Position 202: 0.0003554007536693696
Position 390: 0.0002779984734673989
Position 999: 0.000200497194731063
Position 1091: 0.00018919844486507068
Position 1248: 0.0001613964169500088
Position 1414: 0.00015027843943887927
Position 846: 0.0001441393488557387
Position 1023: 0.0001259509191254748
Position 727: 0.00010899541388895766
Position 673: 0.00010774569482891345
Position 550: 0.00010585148490176785
Position 1079: 8.21591659465447e-05
Position 1253: 7.628144759065108e-05
Position 1404: 7.609138698814036e-05
Position 333: 6.419319929463929e-05
Position 992: 4.287536034531463e-05
Position 222: 4.242482710327085e-05
Position 986: 4.1982226440292426e-05
Position 208: 3.673289203800463e-05
Position 1295: 2.7682777142001535e-05
Position 225: 2.617804070086982e-05
Position 216: 2.369075198782515e-05
Position 1219: 2.2600906419600073e-05
Position 1074: 1.7605091309798943e-05
Position 1153: 1.7440022734800827e-05
Position 832: 1.5513307968295446e-05
Position 1286: 1.3509235415565523e-05
Position 505: 1.231266220723737e-05
Position 520: 1.140961691847549e-05
Position 526: 1.0137701753129593e-05
Position 523: 8.997643704667352e-06
Position 1289: 8.953594499644868e-06
Position 453: 3.36390416616888e-06
Position 283: 2.839961491831928e-06
Position 211: 1.101634837373041e-06
Position 517: 4.1992180435228455e-07
Position 480: 3.132443008473042e-07
Position 499: 7.320517694094165e-08
Position 529: 6.981408375786805e-08
Position 1192: 8.202674307129851e-09
Position 178: 2.29368689291452e-09
Position 173: 1.3222410199893147e-09
Position 154: 1.4881409016913933e-13
Position 88: 1.05975333192484e-13
