Gene = RP11-385J1.3
index = 1170
Annotated 5SS: [   253 388343 406636 409251]
Annotated 3SS: [388219 406464 409054 423529]
SMsplice 5SS: [   253  18357  23288  32639  41673  45780  46093  54525  76058  81223
  93167  93862 110180 125368 130906 135150 197502 204725 256408 263050
 268855 376131 384725 388343 406636 409251 423079]
SMsplice 3SS: [ 18271  23123  32499  41525  45649  45901  54380  75994  81073  92962
  93749 110088 125240 130820 134997 197376 204583 256323 262954 268743
 376018 384558 388240 406464 409054 422958 423529]
top_k =  500
Partition function (log Z): -179.2519329251046

Sorted 5' Splice Sites (High to Low Probability):
Position 253: 0.9997549923964515
Position 9404: 0.4852418312915593
Position 8142: 0.42374296338123363
Position 12405: 0.4170699790243945
Position 18357: 0.4157958894162015
Position 23288: 0.4117883158719309
Position 8206: 0.4078673962124312
Position 7877: 0.3081664298382254
Position 18398: 0.3039080776375588
Position 551: 0.23122157154594225
Position 3408: 0.14563818688328653
Position 23266: 0.12281844062672116
Position 4679: 0.10430672382011878
Position 18324: 0.10268029807231302
Position 8210: 0.07497259581143186
Position 8851: 0.06853226880662076
Position 8842: 0.060499200841396504
Position 15629: 0.05886452805101015
Position 3905: 0.037744495100439174
Position 12093: 0.032961419166261115
Position 6433: 0.029076860754561538
Position 5892: 0.027770736748044367
Position 20810: 0.026934862210912798
Position 7804: 0.022471678531725905
Position 9649: 0.022431212518043402
Position 20971: 0.020734764471975385
Position 4195: 0.013833282274210667
Position 2141: 0.013448518741472251
Position 14263: 0.013295685118134552
Position 414: 0.010275406829425272
Position 23341: 0.009782204305560583
Position 12409: 0.006373358800849583
Position 12159: 0.005253627510155012
Position 13004: 0.004637197282341313
Position 7275: 0.004601235830844863
Position 8179: 0.003711267535125877
Position 1030: 0.0032539702198915864
Position 5673: 0.0022994369259607605
Position 9390: 0.001232472982140769
Position 11641: 0.0010669077327799875
Position 1213: 0.0010591250456932692
Position 3489: 0.0006229910136069715
Position 3845: 0.0005126087450782726
Position 2804: 0.00026876488027142444
Position 2120: 0.0002532256648161627
Position 1967: 0.00023665191594050174
Position 2795: 0.00022292828371310038
Position 515: 0.00020415175986977815
Position 3779: 0.00016864462153438382
Position 1094: 0.00010234034747026518
Position 3112: 9.926765157272437e-05
Position 2650: 8.240051883279381e-05
Position 2588: 8.177807479869929e-05
Position 3748: 6.242301632807355e-05
Position 5174: 4.050989660254623e-05
Position 5841: 3.669389208084471e-05
Position 4576: 2.8891342038008483e-05
Position 78: 2.5303333787875515e-05
Position 4: 1.616475426770068e-05
Position 32: 5.572977133554626e-06
Position 257: 3.107630538104678e-06
Position 729: 2.445692020039464e-06
Position 544: 9.569494044846044e-07
Position 1360: 8.089835449926322e-07
Position 275: 5.34286672052443e-07
Position 178: 1.584646213137635e-07
Position 1783: 1.4331319617969278e-07
Position 105: 9.908161126961053e-08
Position 113: 9.634561028843589e-08
Position 1739: 6.032621658028633e-08
Position 1606: 4.7677933963201286e-08
Position 488: 1.6181310375767738e-08
Position 823: 9.419531972791812e-09
Position 519: 5.345943397112373e-09
Position 838: 4.470389990659973e-09
Position 677: 3.166054507539981e-09
Position 424: 2.900150999135499e-09
Position 376: 2.3039246589162657e-09
Position 662: 1.643204144261867e-09
Position 869: 1.6017182751917187e-09
Position 698: 1.382417655716621e-09
Position 295: 4.670764601409076e-10
Position 373: 4.115217134468763e-11
Position 117: 2.0207107658570005e-11
Position 91: 1.1070832134644553e-11
Position 136: 4.978800292409885e-12
Position 426: 4.471821332973255e-12
Position 393: 3.5419579887910872e-12
Position 300: 6.522057262779384e-13
Position 62: 7.16662209074953e-15
Position 298: 4.0328484581164356e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 18271: 0.9537003830548341
Position 23123: 0.6663046656146331
Position 27018: 0.6119271974533279
Position 7961: 0.5961697747567994
Position 9275: 0.48354278230113357
Position 12327: 0.4235777855182681
Position 7689: 0.33065988079160896
Position 7989: 0.3056211791565773
Position 355: 0.2413767654186551
Position 3252: 0.1254659153126295
Position 4507: 0.09247528300275923
Position 8698: 0.06330458118774696
Position 20678: 0.061065360626758006
Position 28185: 0.051073610408080436
Position 8587: 0.03840513207359371
Position 11976: 0.03821504667641647
Position 15481: 0.03695466084523006
Position 25720: 0.028635358171122456
Position 15460: 0.023531254446152686
Position 9519: 0.023390361182529393
Position 20898: 0.020873571604991994
Position 3718: 0.016489835237877476
Position 8714: 0.014014194713766675
Position 4001: 0.013821863361566124
Position 8591: 0.013341451945003802
Position 14129: 0.013295685118134216
Position 6310: 0.013061074754176462
Position 3316: 0.011707179073408219
Position 3818: 0.009788704576490791
Position 5756: 0.009154589290404034
Position 6116: 0.009119130574646367
Position 5712: 0.008913866201109117
Position 2055: 0.00855465592616853
Position 4437: 0.006225239232956771
Position 3730: 0.005781355624954483
Position 8106: 0.005026031207846898
Position 6279: 0.004785756134399018
Position 12864: 0.004637197282341313
Position 3102: 0.004285306332420996
Position 23374: 0.004257921138514689
Position 5733: 0.004188026970581378
Position 24944: 0.004047363253837255
Position 5817: 0.0037858242036351293
Position 4510: 0.0037314514097954725
Position 8015: 0.003645828066070714
Position 9168: 0.0030269002016104756
Position 7058: 0.0029667225523186875
Position 3216: 0.0029379171488411616
Position 958: 0.0026025161402083857
Position 1982: 0.002415351604201862
Position 3832: 0.0023876449904559824
Position 3648: 0.002139694218070944
Position 6219: 0.0021393285236148856
Position 19348: 0.001857304958114479
Position 19037: 0.0018053580739802713
Position 5877: 0.001765123974395498
Position 20321: 0.0016619356141335567
Position 5499: 0.0015457537699063953
Position 18457: 0.0014779991994285032
Position 1871: 0.0014536568264454605
Position 2103: 0.0014303755707359685
Position 4602: 0.0014064256865127008
Position 18121: 0.0014054125856777858
Position 11486: 0.0011070487991681195
Position 6958: 0.0010576814985575448
Position 3374: 0.0009785040801509205
Position 3759: 0.0008791248993320428
Position 3222: 0.0008293142906425263
