Gene = CYSTM1
index = 424
Annotated 5SS: [  644 20011]
Annotated 3SS: [19803 68662]
SMsplice 5SS: [  644 20011 22084 43887 62119]
SMsplice 3SS: [19803 21946 43743 62033 68662]
top_k =  500
Partition function (log Z): -32.37025106187627

Sorted 5' Splice Sites (High to Low Probability):
Position 20011: 0.820754224260564
Position 644: 0.6033531961533624
Position 22084: 0.3468993568683924
Position 5301: 0.3447762102136083
Position 87: 0.3423383802319999
Position 2965: 0.2775021286340513
Position 5482: 0.17972143822455722
Position 562: 0.11885319126124336
Position 7834: 0.10208805176273314
Position 101: 0.08368805085307648
Position 19967: 0.04553356801575491
Position 2020: 0.028420675320718146
Position 10292: 0.021373121462947477
Position 245: 0.020687943795425337
Position 2213: 0.018478406518741778
Position 22128: 0.014284986849078878
Position 2911: 0.014052312863259508
Position 487: 0.013918515088769208
Position 627: 0.011113811860701386
Position 2245: 0.010774620845438839
Position 649: 0.008363978814751247
Position 2915: 0.007536844285544383
Position 2898: 0.005952203122919539
Position 2877: 0.003376638935696652
Position 7614: 0.003255695351075684
Position 2919: 0.0028616688980823268
Position 1669: 0.002750774573447558
Position 3900: 0.0024982461257527476
Position 1290: 0.002373040331542205
Position 25: 0.0017802406745952167
Position 3640: 0.0017721495802242835
Position 306: 0.001712176528357323
Position 2493: 0.0016495017591257805
Position 3033: 0.0014919445913653844
Position 601: 0.0014217684528352152
Position 3620: 0.0008527869147789362
Position 2799: 0.000805985178395936
Position 497: 0.000752855004247304
Position 1603: 0.0007203502718090271
Position 208: 0.00069596860985831
Position 1689: 0.0006670096580630961
Position 1308: 0.0006462029216754734
Position 1089: 0.0006455520762166276
Position 2935: 0.0006121559319244245
Position 3719: 0.0005937626005501999
Position 2369: 0.000538221219557505
Position 1984: 0.0004894342486198984
Position 3064: 0.0004823306721899211
Position 1913: 0.00040524465800498386
Position 257: 0.00030046009103706244
Position 123: 0.00022336251471231702
Position 479: 0.0002089218736458309
Position 39: 0.00020663988318381937
Position 191: 0.0002005343930989911
Position 3050: 0.00015551682552132393
Position 1443: 0.00015319292893802206
Position 414: 0.0001443900757235223
Position 779: 0.00014164019678705424
Position 252: 0.00013180058021858496
Position 2483: 0.00011233051374378302
Position 2152: 0.00010396497953697872
Position 6122: 8.21071417520677e-05
Position 239: 4.608445733398501e-05
Position 293: 1.632616145189162e-05
Position 524: 1.5287235463062122e-05
Position 435: 1.0387434712787627e-05
Position 118: 9.6737759347717e-06
Position 586: 8.106845991334402e-06
Position 1958: 5.829773325900188e-06
Position 1122: 4.216681819643907e-06
Position 1995: 2.573640013758143e-06
Position 430: 1.2922214883231997e-06
Position 340: 1.2182250875924874e-06
Position 519: 8.108591873102634e-07
Position 1105: 1.334926248783899e-08
Position 299: 9.810082704986661e-09
Position 58: 9.661561144006804e-09
Position 17: 4.881945392663199e-11
Position 332: 8.292911124546704e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 19803: 0.9772756138928044
Position 21946: 0.5471245619242319
Position 5043: 0.4285843899779057
Position 2832: 0.29668547095641934
Position 22686: 0.24934057719475797
Position 561: 0.16125994656626927
Position 23311: 0.10502171626554359
Position 7730: 0.10233513023949567
Position 20083: 0.07403774421318297
Position 5443: 0.06722019015919017
Position 20132: 0.052826822996967296
Position 20510: 0.04855704178722246
Position 25423: 0.04776969632794594
Position 23363: 0.042860708792379645
Position 600: 0.039999170514484365
Position 2126: 0.03031528633058243
Position 24385: 0.02871750048527055
Position 10060: 0.023711270613323652
Position 5063: 0.018895883844389998
Position 21774: 0.018774539594250572
Position 20674: 0.012441226412036635
Position 5039: 0.012254522935997443
Position 1955: 0.00911776730187262
Position 1833: 0.009110234518691876
Position 16427: 0.008948094372483527
Position 2839: 0.007801747285933477
Position 2853: 0.006945369727620925
Position 1993: 0.005822813423932013
Position 477: 0.005125303152198319
Position 557: 0.003600022343407133
Position 7459: 0.003583392251324947
Position 221: 0.0033935547287866274
Position 2694: 0.003224446326357411
Position 5113: 0.0031878487516000145
Position 623: 0.002682146321034254
Position 3827: 0.0026136306262002237
Position 3562: 0.002182385602347906
Position 1850: 0.001998373610734677
Position 6872: 0.0019104509485706332
Position 1845: 0.001736559818204075
Position 606: 0.0011068654522995037
Position 1525: 0.0010249069973649095
Position 3488: 0.0008246347195909889
Position 2670: 0.0007167847188084577
Position 1920: 0.0006395728814065898
Position 318: 0.0004752850596879253
Position 1913: 0.00044949249513532945
Position 10032: 0.0004437900761495511
Position 1602: 0.00039664335317786474
Position 2179: 0.0003132896581133666
Position 1756: 0.00029051644298858456
Position 6689: 0.0002570986640117177
Position 10497: 0.00022772643726541358
Position 5584: 0.00022730746835903268
Position 9609: 0.00022063042777010363
Position 3637: 0.00021167877361451864
Position 6024: 0.00020801031276764973
Position 3983: 0.00018996718585672764
Position 380: 0.00017329334688322146
Position 6640: 0.00015685113962841282
Position 9508: 0.00014855696433494696
Position 1806: 0.00014090551408682688
Position 2802: 8.122664429727547e-05
Position 2313: 6.17803880963437e-05
Position 7421: 5.996621751940608e-05
Position 5640: 5.155676827171944e-05
Position 7921: 4.8832044593747555e-05
Position 306: 4.473667818884478e-05
Position 1964: 4.2104799375406575e-05
Position 5985: 3.979673856669885e-05
Position 1803: 3.4893983599757327e-05
Position 1314: 3.483728777941555e-05
Position 444: 3.3846397990856045e-05
Position 1957: 2.815934904820108e-05
Position 340: 2.8158157540742527e-05
Position 189: 2.815725572541537e-05
Position 313: 2.756948565008478e-05
Position 1442: 2.5714352354720428e-05
Position 1722: 2.2621367089821284e-05
Position 528: 1.7308812126320025e-05
Position 513: 1.4348958753288294e-05
Position 909: 1.3890812652215902e-05
Position 4189: 4.9220533030372885e-06
Position 3180: 3.7412925653632277e-06
Position 2595: 3.0621885130422507e-06
Position 118: 2.4666334583621954e-06
Position 1701: 1.6310024669521669e-06
Position 346: 1.4453472511972864e-06
Position 1311: 1.3816822949578454e-06
Position 1062: 1.3125524608734393e-06
Position 1363: 1.2479898786161827e-06
Position 186: 9.587168560370447e-07
Position 486: 6.056381072801648e-07
Position 1170: 5.609144547309486e-07
Position 384: 4.612959055863333e-07
Position 1205: 3.399680328806035e-07
Position 1184: 3.0378050304645394e-07
Position 1157: 2.8505470710742607e-07
Position 1189: 2.738248905314637e-07
Position 641: 2.602556780169223e-07
Position 1146: 2.421065245999385e-07
Position 1088: 2.313310533946504e-07
Position 831: 2.0830519854099808e-07
Position 1578: 1.7316850220234516e-07
Position 92: 1.6979975097938321e-07
Position 325: 1.5006252470007843e-07
Position 234: 1.3116599234206282e-07
Position 405: 1.2843500506931418e-07
Position 382: 9.328573232812766e-08
Position 282: 8.854297166110984e-08
Position 154: 8.517487085433896e-08
Position 137: 6.890238322804638e-08
Position 161: 5.12941587014885e-08
Position 151: 2.4949612437597116e-08
Position 257: 2.1312093486382947e-08
Position 411: 1.4340719704198647e-08
Position 414: 1.1256392831244709e-08
Position 265: 1.175983517780325e-09
Position 299: 1.0150957027678834e-09
Position 144: 8.726722266734918e-10
Position 105: 3.852138192844883e-10
Position 147: 3.696091569219051e-10
Position 571: 6.854233982001189e-11
Position 636: 2.2462926834517066e-11
Position 638: 4.498065028797135e-12
