Gene = PIK3R4
index = 1030
Annotated 5SS: [  512  2344 10961 13282 16522 18367 23416 28441 30434 38539 39882 41269
 43107 56340 60619 62580 65339 65853 66217]
Annotated 3SS: [ 1564 10826 12698 16386 18144 23241 28294 30229 38336 39693 41057 42940
 56174 60406 62447 65237 65763 66107 67343]
SMsplice 5SS: [  212 10142 13282 16522 23136 23416 28441 43107 56340 60619 62580 64038
 65339 66217]
SMsplice 3SS: [10001 13108 16386 22997 23241 28294 42940 56174 60406 62447 63928 65237
 66107 66771]
top_k =  500
Partition function (log Z): -15.07063927610131

Sorted 5' Splice Sites (High to Low Probability):
Position 13282: 0.9797188376411347
Position 23416: 0.9481710923608768
Position 212: 0.9467548768993603
Position 28441: 0.8986997464967993
Position 10142: 0.837618222493148
Position 16522: 0.745283560027312
Position 43107: 0.7131917723502357
Position 2344: 0.6490936327503193
Position 3083: 0.6228872759077891
Position 23136: 0.5999340957238309
Position 512: 0.5846403564427631
Position 15222: 0.49914990816145144
Position 5697: 0.41868064422705825
Position 38539: 0.40858124286586467
Position 10961: 0.40710308739434353
Position 6353: 0.32939996140655015
Position 10386: 0.31966944017515886
Position 18046: 0.2967494737371576
Position 23110: 0.2682388076942375
Position 18516: 0.25723512180761915
Position 17642: 0.2543868990739383
Position 18367: 0.22165028702437473
Position 10521: 0.21742325095393206
Position 13560: 0.209693972130549
Position 41408: 0.16929910811196047
Position 3323: 0.16122793041187297
Position 4588: 0.11272868883930365
Position 9097: 0.07882086230186958
Position 4617: 0.07690944580936136
Position 6396: 0.06880345299970445
Position 30434: 0.06856748845714568
Position 471: 0.06626514569171801
Position 24629: 0.06471256892499282
Position 15210: 0.06439232298676753
Position 14650: 0.0543733266018909
Position 15369: 0.05402482254817391
Position 4045: 0.05097037179956056
Position 30272: 0.041484811879023524
Position 15482: 0.039218104181048166
Position 596: 0.03368829431569736
Position 23019: 0.03344076333896212
Position 24926: 0.030833396647309184
Position 23660: 0.025045088496369897
Position 23356: 0.02218549921277931
Position 1770: 0.021447624174643125
Position 28226: 0.020732503596024084
Position 23474: 0.020608881427932015
Position 4840: 0.015647482123079932
Position 535: 0.013977246630024703
Position 695: 0.012664942382967555
Position 15522: 0.011820614818892865
Position 126: 0.010615213185456576
Position 25459: 0.00949801846750604
Position 1163: 0.009404212658589869
Position 2070: 0.008532549313834323
Position 2579: 0.00793176441459807
Position 27567: 0.007568100581329178
Position 27631: 0.0070961765007642895
Position 242: 0.00537850876841004
Position 18071: 0.004985527714193151
Position 1922: 0.003820938849729977
Position 3: 0.0033071975137870455
Position 3285: 0.003197059109464553
Position 24087: 0.0020014697073293163
Position 2040: 0.0018719306072687287
Position 450: 0.0018168226800731797
Position 2094: 0.0016389839831690107
Position 1347: 0.0009173407943809139
Position 28611: 0.0005703805298157131
Position 540: 0.000300691045332283
Position 61: 0.00028230878372253044
Position 84: 0.0002743831823350949
Position 2224: 0.0002659777417558457
Position 2352: 0.0001612958505623171
Position 1068: 0.0001381287254485873
Position 1758: 0.0001348088585986085
Position 16491: 0.00011716551001860017
Position 16613: 0.00010690132158414364
Position 1599: 0.00010415723943078347
Position 156: 9.844931609359325e-05
Position 1209: 7.069107407155457e-05
Position 1337: 6.765376898327515e-05
Position 123: 4.997762416478932e-05
Position 103: 3.6963313707308874e-05
