Gene = KNG1
index = 752
Annotated 5SS: [  462  2940  5246  7985 10069 14354 15399 21931 22139 24324]
Annotated 3SS: [ 2828  5160  7811  9960 14268 15225 21822 22051 24245 26428]
SMsplice 5SS: [  200   462  2940  5246  7985 10069 14354 15399 21931 24324 24980]
SMsplice 3SS: [  301  2828  5160  7811  9960 14268 15225 21822 24245 24812 25123]
top_k =  500
Partition function (log Z): 12.943345894912788

Sorted 5' Splice Sites (High to Low Probability):
Position 14354: 0.9982279158203479
Position 462: 0.9896317885003086
Position 21931: 0.9856936823553223
Position 2940: 0.9087862366141967
Position 7985: 0.8640274410447183
Position 200: 0.7987508447621846
Position 5246: 0.7729206086138714
Position 15399: 0.7577078701641953
Position 24324: 0.6986761215106865
Position 10069: 0.6598094936478385
Position 5643: 0.6499587783841516
Position 24980: 0.40386735764117904
Position 14641: 0.38221893558197984
Position 23281: 0.25963096937963515
Position 24984: 0.2533642601071367
Position 22139: 0.24092488742423823
Position 25188: 0.1647697762190458
Position 5276: 0.15364272709926532
Position 15618: 0.14436273943418232
Position 7037: 0.13571294773225145
Position 22167: 0.1338127733233622
Position 23292: 0.13032404554272364
Position 14666: 0.11029534249409395
Position 4023: 0.09480787698196542
Position 23379: 0.08549414378576789
Position 20801: 0.08439691455651724
Position 1910: 0.07169364846373605
Position 5705: 0.0681415991158714
Position 3260: 0.06383228827962546
Position 5296: 0.06097196074472391
Position 10910: 0.05849269813018842
Position 7095: 0.05784012218864731
Position 6225: 0.04931530602250346
Position 2914: 0.041638143358488734
Position 14787: 0.04070004972869396
Position 8122: 0.03512921340144791
Position 3026: 0.03326134106987159
Position 16551: 0.030318872136130142
Position 23296: 0.029028069321195185
Position 7342: 0.02786338036761057
Position 14124: 0.025939570379878776
Position 226: 0.022177649423052823
Position 10898: 0.021609850690161782
Position 23996: 0.020744206074873588
Position 3396: 0.019379994073109218
Position 20845: 0.01875729241485794
Position 4018: 0.017790166623441097
Position 1652: 0.016591402675689298
Position 18869: 0.015665180629286745
Position 14771: 0.012992679270069581
Position 21: 0.01281006411669221
Position 14613: 0.012761048983360116
Position 10073: 0.012353532952967268
Position 23205: 0.012309806189556535
Position 6656: 0.010188331782912485
Position 9793: 0.00886727580198911
Position 23210: 0.008227465332396612
Position 7099: 0.00822212912192406
Position 10862: 0.008068973205658525
Position 23543: 0.008030027402324483
Position 4411: 0.006323308994292381
Position 14583: 0.006087122704917546
Position 4087: 0.005907617838728647
Position 21911: 0.005541044518393236
Position 22933: 0.004358456010975973
Position 5253: 0.00423759707873316
Position 4320: 0.0041377082434394885
Position 23375: 0.0034097022814850923
Position 1959: 0.0028811576481015066
Position 23095: 0.002545219833466681
Position 7174: 0.0021418558880704204
Position 5895: 0.0020800714724730726
Position 10124: 0.0020555735693547515
Position 1179: 0.0018413999789618524
Position 1906: 0.0017750117804221186
Position 24026: 0.001727335709406808
Position 23332: 0.001639974504549143
Position 415: 0.0015944970532458665
Position 26152: 0.0015595321782223162
Position 8205: 0.0014998902727940404
Position 144: 0.0012264633023508409
Position 53: 0.0011963202328785524
Position 3964: 0.0008569125419688496
Position 2643: 0.0008388970359730347
Position 5201: 0.000800974143443159
Position 1944: 0.0006829100868183924
Position 1892: 0.0006337812418307875
Position 22563: 0.0005820096491134189
Position 3264: 0.0005545124458038756
Position 1918: 0.0005533573727776993
Position 1343: 0.0004882656680110519
Position 4627: 0.00044760471587477883
Position 208: 0.00044263380781646704
Position 14727: 0.000430067715725671
Position 4564: 0.00031183827561500786
Position 4239: 0.00029816542211401565
Position 2630: 0.00029407897054888066
Position 2270: 0.0002884520134380426
Position 4297: 0.00027424903613717806
Position 2788: 0.00024629785818410064
Position 22085: 0.00023323347911135108
Position 2946: 0.00022326742264947713
Position 434: 0.0002049178994620757
Position 4177: 0.00016971836846439367
