Gene = DISC1
index = 447
Annotated 5SS: [   120  67991  75210 123262 140455 144256 168482 173396 191703]
Annotated 3SS: [ 67010  75139 123110 140324 144019 168426 173292 191513 227923]
SMsplice 5SS: [   120  34488  44646  50888  61103  75210  94258  94609 105092 112689
 123262 125217 130241 140197 140455 144256 148003 155040 173396 179772
 198714 198879 214344]
SMsplice 3SS: [ 34326  44556  50795  61006  75139  94131  94475 105011 112617 123110
 125161 130120 140033 140324 144019 147823 154946 173292 179615 198579
 198808 214201 224798]
top_k =  500
Partition function (log Z): -101.55127318413717

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.8953590183449228
Position 4115: 0.6973010721054633
Position 2759: 0.6148771302212406
Position 4358: 0.4903625082355059
Position 5677: 0.48668576075896497
Position 4745: 0.2895054444023664
Position 4702: 0.20697789281847362
Position 6980: 0.1477608394869722
Position 3670: 0.12174465338818136
Position 5781: 0.11884566744794765
Position 5735: 0.09792989927234187
Position 9646: 0.07782953026508914
Position 2625: 0.053028058592548624
Position 5297: 0.049822665735767734
Position 423: 0.041548126835141724
Position 509: 0.041276342100819347
Position 2796: 0.03834521668567556
Position 3466: 0.03701534526432899
Position 6957: 0.029501562098031484
Position 240: 0.018385328240005258
Position 843: 0.01630832706668508
Position 13606: 0.01605434156909188
Position 201: 0.014170716316017596
Position 6025: 0.010343850210553633
Position 104: 0.009864428664480273
Position 862: 0.007676256882517722
Position 5337: 0.0072147214332920016
Position 387: 0.0063834687543174685
Position 761: 0.006240918678171444
Position 905: 0.0054663007671327795
Position 2251: 0.004791957450309603
Position 334: 0.004430576812987757
Position 6916: 0.004296926391390328
Position 2862: 0.003849067984172344
Position 848: 0.003439579589374425
Position 1003: 0.003384703132815106
Position 3859: 0.0022112652678873525
Position 4710: 0.001810337300163042
Position 2432: 0.001601024296083097
Position 921: 0.00139964730133832
Position 4478: 0.0011791620464048013
Position 3790: 0.0011592877706228172
Position 205: 0.0011570789522606902
Position 706: 0.0011107156053028306
Position 796: 0.0010588212319021769
Position 1632: 0.000959099876001178
Position 4761: 0.0008980767633619376
Position 2642: 0.0008428468155298376
Position 1926: 0.0008355559802675504
Position 5368: 0.0008098601119666538
Position 6949: 0.000760564827193371
Position 1288: 0.0007439678551027018
Position 436: 0.0007058276890790515
Position 640: 0.00038126642858381715
Position 1505: 0.0003796264434101492
Position 1090: 0.0003787171447967172
Position 276: 1.714392087648734e-05
Position 585: 1.4773101614514763e-05
Position 456: 1.0347857167843607e-05
Position 739: 7.72086279371197e-06
Position 160: 6.761248052490213e-06
Position 351: 1.7828558537768202e-06
Position 196: 1.5169519878022989e-06
Position 269: 1.397804315240356e-06
Position 66: 8.758100668926386e-07
Position 415: 5.926738583940226e-07
Position 375: 5.837832532513992e-07
Position 545: 5.66668785125535e-07
Position 417: 5.042508689053505e-07
Position 139: 2.6988170987479407e-07
Position 221: 2.1125972783318736e-08
Position 292: 1.6829207064224723e-08
Position 393: 1.4806172409799272e-08
Position 213: 1.151863580402719e-09
Position 149: 2.3881925400456852e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3945: 0.574476746686801
Position 5622: 0.5560983072662211
Position 9461: 0.40298472854284145
Position 2566: 0.334897658195133
Position 2540: 0.3102686429754868
Position 4604: 0.27469509872237785
Position 5780: 0.22750008833030058
Position 6744: 0.21053436819418442
Position 5503: 0.2024170191153879
Position 4255: 0.18572632696595742
Position 3987: 0.1514975377190788
Position 4648: 0.14244670443044175
Position 4277: 0.13956069314366681
Position 13455: 0.12115872481563603
Position 4221: 0.11199127597862896
Position 3562: 0.09952046781370077
Position 8275: 0.060097610798482214
Position 8677: 0.0599944891279691
Position 5220: 0.04310304357042021
Position 658: 0.035772142590477354
Position 2716: 0.035618231942609935
Position 4608: 0.03417065396563431
