Gene = ISCA1
index = 718
Annotated 5SS: [  152  8341 10523]
Annotated 3SS: [ 8286 10416 16337]
SMsplice 5SS: [  152  8790 10523 11366 16419]
SMsplice 3SS: [ 8696 10416 11306 16337 17293]
top_k =  500
Partition function (log Z): -2.5970252740539523

Sorted 5' Splice Sites (High to Low Probability):
Position 10523: 0.9950655456656617
Position 152: 0.9018094834972742
Position 16419: 0.8713915883538574
Position 11366: 0.7992481039157744
Position 8790: 0.6291801749752622
Position 4795: 0.4944312143152583
Position 1224: 0.4393992083715881
Position 8341: 0.31961247095370154
Position 2829: 0.2806859349253748
Position 16878: 0.2459253431876418
Position 12518: 0.18831786253361754
Position 11092: 0.16299852479391902
Position 6610: 0.12351303087216514
Position 13915: 0.07950311483345689
Position 10154: 0.05505249348260928
Position 107: 0.03840140276801011
Position 561: 0.034441367337919554
Position 3333: 0.030240087716940336
Position 16703: 0.027866431919346835
Position 17049: 0.021266742190872934
Position 8766: 0.020926763400083932
Position 15430: 0.020571077017630224
Position 1462: 0.019105388320758566
Position 2474: 0.01654267460659003
Position 16839: 0.012645442325354339
Position 4723: 0.011132806500913708
Position 16889: 0.010783772535327427
Position 8785: 0.006409243526596433
Position 1727: 0.00629156912119028
Position 13923: 0.006214317760672371
Position 16696: 0.006200301113539333
Position 787: 0.0054282631310759635
Position 9156: 0.005093013412239226
Position 2631: 0.004304793439333569
Position 493: 0.0037237404794199258
Position 9590: 0.003477688638594963
Position 16508: 0.003376936869151267
Position 10926: 0.0033597940061670054
Position 1491: 0.0018774734776081461
Position 1434: 0.0017032794402838467
Position 16892: 0.001474094705946559
Position 712: 0.001204243593083126
Position 669: 0.0008429949283566251
Position 11546: 0.0008301328912717991
Position 16610: 0.0006839631118196973
Position 429: 0.0005804386769132918
Position 16881: 0.00043949889428627885
Position 1839: 0.0003378763436717906
Position 98: 0.00032843820641902685
Position 11838: 0.00032397358669158466
Position 3324: 0.0002706770952990794
Position 951: 0.00018602538014653668
Position 14402: 0.00018586222424014874
Position 73: 0.00017443733269606972
Position 404: 0.0001676169441137324
Position 1468: 0.0001587974963775666
Position 2387: 8.442401254489935e-05
Position 216: 7.034407729362922e-05
Position 518: 6.382136292054053e-05
Position 338: 6.276487429759757e-05
Position 534: 5.5671647635538835e-05
Position 703: 5.229299643747783e-05
Position 816: 1.6320594316763273e-05
Position 479: 1.5189425486478337e-05
Position 1203: 5.822099181647549e-06
Position 1383: 5.789182357549348e-06
Position 1191: 4.8700731515733285e-06
Position 1286: 3.198105536015759e-06
Position 894: 3.157427806928412e-06
Position 195: 1.0796161495497617e-06
Position 1216: 9.15786300137926e-07
Position 256: 4.918556832972637e-07
Position 156: 3.5461901505893603e-07
Position 86: 2.6828147821790487e-07
Position 527: 2.284969407380184e-07
Position 383: 8.535300821351488e-08
Position 537: 6.934007842887097e-08
Position 511: 6.856316086147407e-08
Position 193: 5.088697829267925e-08
Position 570: 2.1548768260980743e-08
Position 547: 9.890402709367571e-09
Position 232: 5.1926192833257304e-09
Position 181: 3.5382663866518383e-09
Position 204: 6.788933771765741e-10
Position 3: 6.392664282635364e-10
Position 269: 2.206603469097657e-10
Position 5: 8.431250745006862e-11
Position 376: 1.655424829435966e-11
Position 435: 9.153485240682734e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 10416: 0.9792645634737437
Position 17293: 0.6799708942603522
Position 8696: 0.6446921675036839
Position 11306: 0.5995860876820347
Position 16337: 0.5460847290872257
Position 4622: 0.3203907149415713
Position 8286: 0.3196124709537015
Position 16284: 0.313457129068428
Position 1075: 0.2718937269947124
