Gene = ANKRD45
index = 82
Annotated 5SS: [   46 10772 23017 42798 45076]
Annotated 3SS: [10428 22848 42702 44936 59646]
SMsplice 5SS: [   46 14783 23017 42798 45076]
SMsplice 3SS: [14702 22875 42702 44936 59646]
top_k =  500
Partition function (log Z): -32.033370016718706

Sorted 5' Splice Sites (High to Low Probability):
Position 46: 0.9274882023513195
Position 351: 0.4448003206086657
Position 792: 0.07361232760176653
Position 1739: 0.0585189247284151
Position 9564: 0.054184106352654665
Position 4114: 0.04361477133536035
Position 9343: 0.036448897651954755
Position 5072: 0.03473618593517221
Position 10772: 0.029274392501228062
Position 7286: 0.01955928951466112
Position 17: 0.019443056736885796
Position 1064: 0.019229142046002012
Position 249: 0.016811663358815784
Position 7309: 0.014755550039629237
Position 9929: 0.008894884762213253
Position 41: 0.004390387970841358
Position 79: 0.0043765345072269805
Position 9362: 0.0027854307306820324
Position 296: 0.001083662968725272
Position 777: 0.0010255629633989986
Position 1339: 0.0005526951473820618
Position 3034: 0.0005437964136508121
Position 1455: 0.0005310866535555982
Position 3620: 0.0004973651412897752
Position 284: 0.0004881629508019386
Position 107: 0.0004853994468898744
Position 6770: 0.00047079623928682576
Position 3684: 0.00015432640666714396
Position 294: 9.267894615568434e-05
Position 796: 5.527945013462867e-05
Position 58: 5.2927580930363354e-05
Position 97: 4.801598403713928e-05
Position 1050: 2.6209523990700086e-05
Position 69: 2.5393286673450175e-05
Position 1095: 2.2248268120065176e-05
Position 1386: 1.8443984975871908e-05
Position 388: 1.7492831826712492e-05
Position 823: 1.242777484994685e-05
Position 50: 1.1692250971679151e-05
Position 674: 8.313666463595555e-06
Position 624: 6.130175466539627e-06
Position 687: 4.807909411337578e-06
Position 908: 4.516470706503904e-06
Position 155: 4.179883118535855e-06
Position 411: 3.6996586985948215e-06
Position 390: 3.3023812982570974e-06
Position 43: 2.778234213359503e-06
Position 399: 1.6488846618296552e-06
Position 210: 1.237717745864e-06
Position 358: 6.348049107559625e-07
Position 8: 6.188608279295076e-11
Position 190: 2.6579274593288003e-11
Position 478: 6.851997698873609e-13
Position 173: 3.9431029401701535e-16
Position 300: 3.566623562382784e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 10428: 0.43036227406246597
