Gene = P3H2
index = 993
Annotated 5SS: [   678 125640 126836 132023 133403 134142 136380 137884 146372 147021
 148056 149040 150114 156972]
Annotated 3SS: [125486 126645 131890 133259 134051 136338 137788 146243 146924 147904
 148921 150037 156830 162924]
SMsplice 5SS: [   120    678  12249  16616  24223  27387  61312  72966 125640 126836
 129365 132023 133403 134142 136380 137884 146372 149040 150114 156972]
SMsplice 3SS: [   562  12203  16526  24102  27254  61200  72855 125486 126645 129284
 131890 133259 134051 136338 137788 146243 148921 150037 156830 162924]
top_k =  500
Partition function (log Z): -66.36674950254191

Sorted 5' Splice Sites (High to Low Probability):
Position 16616: 0.9952632426712649
Position 12249: 0.970951143148109
Position 678: 0.9644810853038233
Position 24223: 0.8189957270796281
Position 120: 0.6301482298382198
Position 27387: 0.5984756378027718
Position 1239: 0.470737904385942
Position 14241: 0.46723404661895085
Position 4350: 0.4145762587953528
Position 927: 0.3249107472039022
Position 2677: 0.19565920369146242
Position 387: 0.1681626844864433
Position 18669: 0.16224624254181735
Position 14356: 0.0733922429741095
Position 21757: 0.07009120556142785
Position 8419: 0.0596421196249552
Position 3973: 0.03724484569239556
Position 13657: 0.033533225693445426
Position 145: 0.02858747232174577
Position 2594: 0.022526583877858514
Position 2707: 0.021011627453341293
Position 18584: 0.013219672705500082
Position 14473: 0.012307202461973359
Position 14505: 0.012204035870077989
Position 14145: 0.010113907143281607
Position 23732: 0.004779053386411864
Position 1284: 0.004510284584527569
Position 939: 0.003975837487839659
Position 167: 0.0015331866611503074
Position 1642: 0.00136548694497702
Position 7517: 0.0010965816420630933
Position 1227: 0.000949761480936765
Position 1214: 0.0009162010949928744
Position 448: 0.0008146701929257496
Position 986: 0.0007747736967945134
Position 40: 0.0007622692400210482
Position 2589: 0.0007546077887153783
Position 263: 0.0006141798458281911
Position 2211: 0.0006024288102249681
Position 3323: 0.0004512431864228968
Position 1342: 0.00039077901939677873
Position 2887: 0.0002915691455109569
Position 1950: 0.00028459658991583376
Position 1431: 0.00023080723233939756
Position 3739: 0.00019951812582187563
Position 618: 0.00010571580153432181
Position 839: 6.694740475921614e-05
Position 96: 6.00792781943676e-05
Position 763: 3.52053658887561e-05
Position 782: 1.528382006763938e-05
Position 804: 1.345345370808031e-05
Position 58: 1.0258033778830176e-05
Position 565: 9.991827680820906e-06
Position 808: 2.6450976491214088e-06
Position 825: 2.5235383947359914e-06
Position 642: 1.3842145231028631e-06
Position 796: 8.657765721494376e-07
Position 606: 7.97319987708792e-07
Position 536: 7.772624289181166e-07
Position 173: 6.643511015013224e-07
Position 798: 4.897379424139107e-07
Position 2819: 1.4039616859332602e-07
Position 768: 8.156499087926081e-08
Position 2512: 9.845055334846929e-12
Position 2407: 7.354366924290402e-12
Position 553: 6.151953129688636e-21

Sorted 3' Splice Sites (High to Low Probability):
Position 12203: 0.9709743702380643
Position 16526: 0.9691185901569166
Position 24102: 0.8324278234824933
Position 562: 0.6623021197991866
Position 27254: 0.605542509641648
Position 14094: 0.5508069949283654
Position 887: 0.43422405926231916
Position 4222: 0.39163339165223726
