Gene = ZMAT3
index = 1602
Annotated 5SS: [  685  4797 41400 44634 44857]
Annotated 3SS: [ 4469 41279 44466 44755 47050]
SMsplice 5SS: [  685 41400 44857]
SMsplice 3SS: [41279 44755 50233]
top_k =  500
Partition function (log Z): -30.93881688134397

Sorted 5' Splice Sites (High to Low Probability):
Position 685: 0.82329902447534
Position 953: 0.4694870628708285
Position 4797: 0.35560252817894195
Position 6065: 0.18452434325834788
Position 4433: 0.06245793113195676
Position 1938: 0.057938910709601506
Position 4604: 0.04163199044752033
Position 1393: 0.03922322033859637
Position 1433: 0.02047214855668552
Position 965: 0.014611107461796308
Position 10571: 0.01429115405513409
Position 463: 0.012131958712100531
Position 2630: 0.008847197680971372
Position 495: 0.008610446746093577
Position 4105: 0.008369060053203538
Position 996: 0.008015894027017993
Position 4726: 0.007069725969150776
Position 861: 0.006486520356183192
Position 1466: 0.006188970000355761
Position 2791: 0.006144749720569005
Position 3148: 0.00506523198916484
Position 4382: 0.004776331015997665
Position 2059: 0.004745672075473747
Position 1899: 0.00449657596417786
Position 4589: 0.004384807827071817
Position 41: 0.0032503102606789686
Position 1954: 0.002376777328881606
Position 1404: 0.002029713939737595
Position 2653: 0.0019588207848501515
Position 1175: 0.001380069114501542
Position 1671: 0.000991363239179513
Position 504: 0.000620360513589154
Position 1570: 0.00048461717727647097
Position 499: 0.0004671492878213869
Position 5542: 0.0003057043890994567
Position 850: 0.0002990030488975431
Position 440: 0.0002917176236967655
Position 123: 0.0002702896994840772
Position 751: 0.0002614765708331038
Position 1312: 0.00018368427308951255
Position 1001: 0.00017357353584187331
Position 689: 0.0001607101572411466
Position 961: 0.00015511436258520294
Position 973: 0.0001413750918027605
Position 947: 8.481596453405292e-05
Position 957: 6.78562441394123e-05
Position 591: 5.61088910920258e-05
Position 487: 5.5367259020059206e-05
Position 18: 3.530396102506475e-05
Position 928: 2.44964871314151e-05
Position 151: 2.313830985381825e-05
Position 1247: 1.3332281790817392e-05
Position 969: 1.0386351960641569e-05
Position 679: 8.710921741480124e-06
Position 786: 7.815783023272197e-06
Position 2248: 7.119844801766841e-06
Position 523: 7.006746799665646e-06
Position 225: 6.056688404798299e-06
Position 902: 2.2692923927555085e-06
Position 471: 2.243973513672208e-06
Position 55: 1.1527166709355222e-06
Position 570: 9.616783025839717e-07
Position 959: 7.931164924702287e-07
Position 33: 5.618360941072991e-07
Position 414: 4.533862933030733e-07
Position 817: 3.739762234168855e-07
Position 841: 2.814681612231773e-07
Position 1007: 2.7904552600850085e-07
Position 1352: 8.702236340150399e-09
Position 1397: 7.763500882058246e-09
Position 274: 6.95031348930029e-10
Position 266: 6.793599341633495e-10
Position 46: 2.3202805305472092e-10
Position 865: 2.318237154134781e-10
Position 670: 1.0591260275118115e-10
Position 635: 7.849932847695988e-11
Position 626: 6.927205161661461e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5959: 0.40577505294124466
Position 4671: 0.2798978304785946
Position 4469: 0.2099898914405617
Position 831: 0.2073373843539389
Position 11014: 0.15498089660393607
Position 11940: 0.1172686244070085
Position 4160: 0.06607284984720402
Position 1792: 0.04891008483242795
Position 10530: 0.046061697192741904
Position 1355: 0.04381958612195279
Position 6380: 0.043565440776240735
Position 10407: 0.04333823967630727
