Gene = VEPH1
index = 1546
Annotated 5SS: [   151   8216  33114  43247  75106  89547 122272 139125 140064 186366
 189807 216871 237902]
Annotated 3SS: [  7920  32897  43071  74938  89336 122050 138914 139665 186225 189671
 216752 237764 242056]
SMsplice 5SS: [   151   2209   5507   5841   9443  10241  33114  34537  43247  75106
  85776  89547 122272 139125 140064 162278 162629 185842 186366 189807
 196920 202215 214015 216871 237902]
SMsplice 3SS: [  2125   5408   5595   9337  10133  32897  34435  43071  74938  85668
  89336 122179 138914 139665 162155 162525 185680 186225 189701 196758
 202145 213935 216752 237764 242056]
top_k =  500
Partition function (log Z): -104.26701593618705

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.9595642284254876
Position 2209: 0.8662541782989444
Position 10241: 0.6782304585221617
Position 5507: 0.6686213391205895
Position 9443: 0.5214938042998177
Position 8216: 0.5069919563396996
Position 5841: 0.4829273564943232
Position 5846: 0.4075349903963354
Position 4033: 0.31588181605544946
Position 4490: 0.27559263049096866
Position 4190: 0.268159682974653
Position 4521: 0.18743201214819008
Position 9338: 0.1174042249909949
Position 4257: 0.09334120815955853
Position 9215: 0.07842274232923535
Position 988: 0.0492266325189296
Position 3794: 0.04371591988919563
Position 7461: 0.03896460046159195
Position 8041: 0.03816609823016248
Position 2570: 0.03645058706872371
Position 7978: 0.0348656207450841
Position 4594: 0.03387088850295214
Position 2343: 0.03263525024075094
Position 1853: 0.029731728475989445
Position 7382: 0.029532425384514574
Position 4466: 0.02341677289959564
Position 11416: 0.02153863422068757
Position 206: 0.02132472658869901
Position 5679: 0.016721187300355767
Position 9424: 0.008879702427586575
Position 1560: 0.008462862514023742
Position 3807: 0.007494535026184078
Position 5635: 0.005860635583404676
Position 3370: 0.005219714420523251
Position 6507: 0.005184626763787869
Position 5308: 0.005146287045783505
Position 1888: 0.0050257492489688
Position 326: 0.00469889834879294
Position 1126: 0.004258884554537998
Position 5686: 0.004169507145003774
Position 4510: 0.003920212374555055
Position 4618: 0.0038149250997032
Position 580: 0.003629678906976736
Position 7367: 0.003558614529426372
Position 584: 0.0031954896082522838
Position 3374: 0.0031194211412651483
Position 4481: 0.002913803968643647
Position 3914: 0.00276477037612407
Position 1996: 0.0023646233767721896
Position 816: 0.0021682156450746645
Position 1226: 0.0021174186631941197
Position 7168: 0.0017636346104842676
Position 3034: 0.0016305647028106104
Position 833: 0.0015591721417611162
Position 1775: 0.0013168789788025321
Position 4771: 0.001297058050095249
Position 3476: 0.0009852662435231075
Position 4330: 0.000850159049289706
Position 4400: 0.0008001730690119096
Position 5114: 0.0007421971689093041
Position 885: 0.0005420838666054582
Position 1388: 0.0005383295053073981
Position 370: 0.000535582963790318
Position 1732: 0.0005085908291660906
Position 3812: 0.0004450358166471028
Position 3089: 0.0004204433489307772
Position 2960: 0.0003993267608304737
Position 1646: 0.00034980486286696874
Position 312: 0.00032192360110809266
Position 342: 0.0003172664056090084
Position 212: 0.00031409795377264945
Position 1660: 0.0003131515033589166
Position 796: 0.00023786395030921164
Position 1813: 0.000132619549261265
Position 351: 0.0001153467883734537
Position 69: 0.00011202755184588387
Position 76: 9.786126688003389e-05
Position 3588: 9.751273249306222e-05
Position 1612: 9.340716880731328e-05
