Gene = PPOX
index = 1058
Annotated 5SS: [ 202  525  825 1077 1718 2167 2774 3311 3615 4110 4360 4540]
Annotated 3SS: [ 429  689  960 1584 2021 2582 3249 3495 3998 4209 4496 4623]
SMsplice 5SS: [ 202  525  825 1077 2167 2774 4360]
SMsplice 3SS: [ 429  689  944 2002 2582 4209 4496]
top_k =  500
Partition function (log Z): 5.036365678388816

Sorted 5' Splice Sites (High to Low Probability):
Position 525: 0.9990416828869735
Position 4360: 0.898636137700097
Position 825: 0.8980178303565317
Position 2167: 0.8178307755145283
Position 1077: 0.7777822649932593
Position 202: 0.5079336150425062
Position 2774: 0.3809879637086873
Position 4110: 0.3278686489816365
Position 263: 0.31579946846565216
Position 2711: 0.25656562546858597
Position 1542: 0.24980954050094506
Position 338: 0.14967224759992767
Position 3615: 0.11294276855058294
Position 3311: 0.07938918705387933
Position 4052: 0.07694274909019116
Position 4540: 0.057399334437795234
Position 2661: 0.05258984581709427
Position 1718: 0.03936117500896699
Position 2703: 0.02046723329523038
Position 2532: 0.019052764595916493
Position 1298: 0.016887545134672874
Position 3128: 0.012001197854252316
Position 2735: 0.009860487461019425
Position 90: 0.008965237503188832
Position 854: 0.006776117554792621
Position 164: 0.0059972743731306075
Position 25: 0.004487808538050564
Position 3175: 0.0026121245568335337
Position 2093: 0.0025119155651479683
Position 259: 0.0015782905873985994
Position 3774: 0.0015598648282310738
Position 3351: 0.001524547660334112
Position 899: 0.001421146389688865
Position 1029: 0.0013942890398313326
Position 50: 0.0010073400133716113
Position 3379: 0.0009634022037685062
Position 1433: 0.0009227652045756598
Position 4431: 0.0009005563096701491
Position 754: 0.0008752189873692603
Position 2490: 0.0008528271446181673
Position 3452: 0.000645831586794737
Position 2793: 0.0006045960975900814
Position 3250: 0.0005979969212235039
Position 207: 0.0005716572692489323
Position 2380: 0.0005693980598407962
Position 709: 0.0005153375668826329
Position 1250: 0.00048420078736058987
Position 1046: 0.00047093999247417134
