Gene = MUC13
index = 897
Annotated 5SS: [   91  7217 11222 12552 14515 18432 21187 21638 22645 24334 26602]
Annotated 3SS: [ 6757 11098 12444 14458 18267 21066 21507 22606 24248 26399 28005]
SMsplice 5SS: [   91  7217 12552 21187 24334 26602]
SMsplice 3SS: [ 7147 12444 21066 24248 26399 28005]
top_k =  500
Partition function (log Z): -0.32968517455209234

Sorted 5' Splice Sites (High to Low Probability):
Position 91: 0.9962144245303078
Position 12552: 0.994517914595884
Position 24334: 0.9310193047761808
Position 21187: 0.8636119747359366
Position 7217: 0.789037144902188
Position 26602: 0.6034666380507071
Position 14515: 0.5796635304123119
Position 17930: 0.5520207713599886
Position 26521: 0.3447390469689699
Position 21638: 0.3247180595807207
Position 7019: 0.25662408426195843
Position 18432: 0.1984383128288493
Position 22645: 0.16878126666697876
Position 26846: 0.148972806498488
Position 5216: 0.13552966593473154
Position 14040: 0.09768070305381407
Position 13767: 0.09392419437497432
Position 1618: 0.09385700613749462
Position 1722: 0.0880719481254425
Position 25857: 0.07425571157441821
Position 11222: 0.06559191810670684
Position 7278: 0.05851491124168556
Position 27798: 0.043124036130447324
Position 28089: 0.034983364640705415
Position 17664: 0.03474465411639882
Position 27850: 0.03302617329282134
Position 18168: 0.028062873021028816
Position 7282: 0.025429590932050664
Position 7642: 0.018498421850855935
Position 22457: 0.016045722454125656
Position 1102: 0.014851446424066711
Position 7627: 0.013869254323931263
Position 11804: 0.011644394178653601
Position 14635: 0.011408464548826481
Position 9798: 0.007820017495599787
Position 1045: 0.007719908712668571
Position 24873: 0.007518287055702408
Position 24699: 0.007163175213087421
Position 16397: 0.005331825020205703
Position 14581: 0.005041323577129634
Position 4077: 0.004762518155987206
Position 5044: 0.0043807748484761865
Position 5301: 0.0037939649239420365
Position 22527: 0.002865245368248938
Position 1522: 0.0026711923785401747
Position 16303: 0.0025182437384857004
Position 12694: 0.0021036298950571695
Position 5800: 0.002014407823180863
Position 2832: 0.0019377504505507723
Position 2658: 0.0019006538752320429
Position 14002: 0.0018679952331788164
Position 4800: 0.0015839668613175978
Position 895: 0.00156799501500421
Position 28099: 0.0014576814452999074
Position 28161: 0.0013402804284693589
Position 5364: 0.001208428289055175
Position 14510: 0.001095159757755531
Position 26606: 0.001056633428126279
Position 3867: 0.0008504537930268092
Position 27744: 0.0008161502382634506
Position 128: 0.0007490333564997647
Position 1692: 0.000730734810048532
Position 4024: 0.0006668888664273351
Position 1731: 0.0004966982481818837
Position 24695: 0.0004061960479022566
Position 361: 0.0003665011532308321
Position 435: 0.00032654940664114256
Position 1260: 0.0002497167179624687
Position 664: 0.0001850259862772578
Position 144: 0.00018217166973489733
Position 17951: 0.00015956038536282363
Position 4675: 0.00014982330187051745
Position 1111: 0.00014067542621479278
Position 2784: 0.0001296872555523323
Position 519: 0.00011061937444445203
Position 2969: 9.807815296479253e-05
Position 871: 7.230762519818479e-05
Position 393: 6.72171414225958e-05
Position 876: 6.578827906800486e-05
Position 13367: 5.304336626923188e-05
Position 12690: 5.28119316790742e-05
Position 568: 4.918134661116862e-05
Position 443: 4.8945653661133135e-05
Position 285: 4.888175414688388e-05
Position 562: 4.7332230856195603e-05
Position 1072: 4.188842443532223e-05
Position 81: 2.9953945109110953e-05
Position 883: 2.8561470620061994e-05
Position 14962: 2.492799113119198e-05
Position 14969: 2.294344334897774e-05
Position 761: 2.1499472253900165e-05
Position 794: 1.2316256378903122e-05
Position 593: 1.2253296608880268e-05
Position 26770: 1.0182216382027529e-05
Position 1140: 8.307287794595958e-06
Position 622: 8.223720748773482e-06
Position 998: 6.185902554130969e-06
Position 192: 5.984192048159525e-06
Position 867: 4.970117928151536e-06
Position 513: 3.4218487741947216e-06
Position 210: 3.2053176637962405e-06
Position 955: 2.0825123860052997e-06
Position 1352: 8.11397831389353e-07
Position 3651: 4.1552428070533177e-07
Position 1504: 3.734838398922827e-07
Position 1360: 1.9122161525948285e-07
Position 1932: 1.6343276808897698e-07
Position 1459: 1.3595825528201039e-07
Position 805: 1.1986617459439533e-07
Position 1299: 1.0630616426464298e-07
Position 841: 8.281460644921875e-08
Position 1272: 7.306003367273041e-08
Position 2529: 7.205170891707189e-08
Position 1794: 6.173731870635455e-08
Position 1002: 5.2298324945059574e-08
Position 825: 5.112961042222214e-08
Position 2263: 5.038140736670588e-08
Position 253: 1.473177294176319e-08
Position 282: 1.4430195934349028e-08
Position 584: 1.1098765586430973e-08
Position 289: 2.058422460907591e-11
Position 581: 1.9640014420897055e-11
Position 132: 3.672785093011506e-13
Position 135: 2.8931511668524893e-13
Position 316: 2.2279408807028756e-13
Position 303: 1.5222080933712445e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12444: 0.9731386552744715
Position 26399: 0.9629355138218378
Position 24248: 0.9314339134503916
Position 21066: 0.8636119747359368
Position 28005: 0.803816717896237
Position 7147: 0.7418223696307303
Position 14458: 0.4750214730034231
Position 6757: 0.30693152031205956
Position 17710: 0.3034592221602086
Position 21507: 0.24053075395000306
Position 1458: 0.18456028394448956
Position 17836: 0.16374580536672761
Position 26699: 0.15753242056392291
Position 18267: 0.12507884576543737
Position 22606: 0.11265904809852993
Position 5043: 0.10934711112080625
Position 13723: 0.10575789814995872
Position 14403: 0.09847130147821866
Position 28851: 0.09661502096657557
Position 27638: 0.06633999915494372
Position 11098: 0.06350480345538449
Position 13906: 0.05355682193604254
Position 25601: 0.04868968241181602
Position 18058: 0.04860251543485004
Position 22565: 0.03844904304869524
Position 18230: 0.0380408904655193
Position 17689: 0.03772680817730655
Position 27137: 0.036760288243035365
Position 17516: 0.03474465411639882
Position 7150: 0.03473401782516855
Position 17871: 0.030859116903028044
Position 7522: 0.030550720698139095
Position 5152: 0.030293600166431303
Position 21488: 0.026521122350742356
Position 22419: 0.026119279714811372
Position 26728: 0.025934040599964295
Position 21545: 0.024881326446526877
Position 21285: 0.024758108730956206
Position 25758: 0.024557209766699426
Position 7015: 0.022649896312617244
Position 12417: 0.01814641727898424
Position 14268: 0.0175773935046548
Position 17736: 0.016391101806709284
Position 24653: 0.016110896599809382
Position 27695: 0.015195528184554507
Position 18120: 0.013659756959957815
Position 13921: 0.013427778068175442
Position 1009: 0.013163054110913265
Position 6898: 0.012225694016392072
Position 11680: 0.011644394178653601
Position 13857: 0.009571248618265818
