Gene = CDCP1
index = 339
Annotated 5SS: [  217 28011 34340 35950 51076 53146 55250 57369]
Annotated 3SS: [27800 33976 35580 50853 52764 54883 57280 60354]
SMsplice 5SS: [   33 12518 19365]
SMsplice 3SS: [12404 19315 50853]
top_k =  500
Partition function (log Z): -30.161143480046167

Sorted 5' Splice Sites (High to Low Probability):
Position 12518: 0.9825594515530981
Position 19365: 0.37505197586866884
Position 33: 0.37464442482968807
Position 217: 0.3433160485127959
Position 16719: 0.26892084632145974
Position 18903: 0.24714276400435164
Position 18573: 0.2391120393331883
Position 9068: 0.2228564208130713
Position 16969: 0.1829342576114859
Position 13550: 0.16194926149297742
Position 1347: 0.1465467488196811
Position 307: 0.1320602339424407
Position 9322: 0.11916656294316015
Position 16660: 0.08642827620713028
Position 9632: 0.06764985982341096
Position 316: 0.05628925656606713
Position 21014: 0.04918143433540957
Position 2484: 0.04864916768438449
Position 4712: 0.044824084018882465
Position 9223: 0.04473592069733313
Position 571: 0.04083547671460405
Position 14051: 0.032508486291100404
Position 14577: 0.032077293912240845
Position 18785: 0.031766098342059165
Position 6135: 0.028716596378047757
Position 15904: 0.02636549589827944
Position 6110: 0.022518432298460823
Position 6604: 0.020251464059905883
Position 190: 0.019345779782514737
Position 254: 0.01892619159253491
Position 6558: 0.014592061006278724
Position 19816: 0.009434347579752884
Position 325: 0.005032242557170926
Position 14148: 0.00278904623655519
Position 543: 0.0027125389806318435
Position 459: 0.0023927577059097123
Position 1064: 0.0015537597611889698
Position 692: 0.0004722372688479204
Position 1092: 0.0004041882127682899
Position 490: 0.0002905792397049774
Position 37: 0.00022611006281494987
Position 1077: 0.00019495816402735752
Position 1039: 0.00013149243756893086
Position 581: 0.00011397938209292979
Position 17: 0.00010946324296597376
Position 419: 0.00010133456823631782
Position 1112: 8.645510658012522e-05
Position 509: 7.588816668697023e-05
Position 961: 6.707629194215473e-05
Position 628: 6.151910483557772e-05
Position 4012: 5.145593745781269e-05
Position 156: 4.1400944451983956e-05
Position 1042: 3.728746498608628e-05
Position 3133: 7.438853582232887e-06
Position 3122: 5.10194468991034e-06
Position 941: 2.498400350651002e-08
Position 1029: 1.6364813870464884e-08
Position 388: 1.5224709745277455e-08
Position 593: 1.2017535180898927e-08
Position 177: 1.1429508308715179e-08
Position 713: 5.93692534782834e-10
Position 410: 3.385901676081311e-10
Position 703: 2.676713169561531e-10
Position 366: 9.596366367710267e-11
Position 349: 8.688319211879904e-11
Position 132: 2.1011613617147533e-11
Position 393: 8.405372288587857e-12
Position 124: 5.5663604630900395e-12
Position 564: 7.625577469922614e-13
Position 101: 1.3950963190891167e-14
Position 98: 4.709848578982646e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12404: 0.9887239296386707
Position 19315: 0.8744524194578621
Position 18645: 0.3201919669000267
Position 18490: 0.2391120393331883
Position 8944: 0.2189387213069206
Position 16809: 0.19339235451515724
Position 16604: 0.192654410329076
Position 16478: 0.16508139772975305
Position 9103: 0.16072633286923776
Position 20957: 0.1500831234935037
Position 13392: 0.13064338768088032
Position 1198: 0.12460749058073518
