Gene = EIF2B3
index = 490
Annotated 5SS: [   118   5590   8296  45105  59983  89256 104999 106793 110993 111933
 128907]
Annotated 3SS: [  5432   8149  44944  59870  89165 104870 106601 110914 111783 128802
 135606]
SMsplice 5SS: [   118   5590   8296  45105  59983  89256 104763 104999 106709 110993
 111933 117860 128907]
SMsplice 3SS: [  5432   8149  44944  59870  89165 104650 104870 106601 110914 111783
 117775 128802 135606]
top_k =  500
Partition function (log Z): -58.769673969869196

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.9647238748963861
Position 8296: 0.9318983022235023
Position 5590: 0.8589099614479508
Position 16633: 0.38660546451120054
Position 5898: 0.13463992266995975
Position 10197: 0.11016189524539392
Position 5605: 0.07574147373721107
Position 10767: 0.07131260970683734
Position 9715: 0.06675146704421818
Position 191: 0.018528359348613677
Position 5552: 0.011995567536683106
Position 5865: 0.011708389676666328
Position 10193: 0.010290084311804282
Position 130: 0.005900711736988493
Position 11721: 0.004916006309345269
Position 1282: 0.003017403817867443
Position 273: 0.0029838382066650774
Position 5954: 0.002917791360824891
Position 547: 0.00281277139226963
Position 12868: 0.00276783203258028
Position 395: 0.0016836143247538923
Position 9238: 0.0016259443153766923
Position 7638: 0.0013780688609257678
Position 177: 0.001365825754725739
Position 6907: 0.0013434764654863935
Position 438: 0.0011116837676976004
Position 4937: 0.001091852736162082
Position 1047: 0.0010633969983124838
Position 10048: 0.0010104150741306352
Position 5869: 0.001000861908053744
Position 882: 0.0009240837946226224
Position 1604: 0.0009235274958048855
Position 5722: 0.000840868700929265
Position 5469: 0.0007190301330743068
Position 5002: 0.0006858635528987964
Position 125: 0.000646541208856017
Position 2672: 0.0006439145356101276
Position 5679: 0.0005706820100844658
Position 383: 0.0005309064571985472
Position 528: 0.0005188323884540818
Position 10201: 0.0004894041890859614
Position 5752: 0.00044147872161780683
Position 6436: 0.0004357663197469688
Position 2745: 0.0004274750607539276
Position 255: 0.0003330749846954148
Position 10719: 0.0003258928816005203
Position 3201: 0.00027930354509392996
Position 5985: 0.00027841035609349506
Position 7498: 0.0002567781953547459
Position 4560: 0.00023480368926423188
Position 6071: 0.00020142769082889887
Position 10165: 0.0001885592912390346
Position 1273: 0.00017476408877949411
Position 10519: 0.00015809359433410956
Position 253: 0.00015272641690501542
Position 5093: 0.0001479386857516346
Position 6224: 0.00013342235572154403
Position 201: 0.00013285010764625617
Position 8108: 0.00012157911294159725
Position 4695: 0.00012136075724017146
Position 4388: 0.00011830115208035936
Position 6230: 0.00011279369722445703
Position 2557: 0.00010097432354151502
Position 1572: 8.982612484886023e-05
Position 5104: 8.950359940693933e-05
Position 1433: 8.822050588992817e-05
Position 3592: 7.024426363254517e-05
Position 10020: 6.638250243313916e-05
Position 781: 6.370629190566235e-05
Position 2704: 5.997061380612891e-05
Position 4605: 5.311692463556236e-05
Position 2658: 5.217507254382768e-05
Position 2598: 6.212741210334551e-07
Position 3001: 6.099208646440627e-07
Position 247: 5.664328339049963e-07
Position 10248: 3.51299649039607e-07
Position 74: 3.16529056164458e-07
Position 245: 2.5190051904590914e-07
Position 219: 1.9140332532498936e-07
Position 8: 1.7153770199935804e-07
Position 835: 1.67417851674484e-07
Position 43: 1.549031658287944e-07
Position 661: 1.2278303364583606e-07
Position 389: 8.262343517809094e-08
Position 216: 8.137335820860265e-08
Position 65: 6.149388848787741e-08
Position 262: 5.882767458502578e-08
Position 494: 4.8355896178381095e-08
Position 666: 3.044729084850807e-08
Position 6063: 9.964605856245873e-09
Position 161: 4.8535479588172315e-09
Position 12: 8.322062668849577e-10
Position 51: 2.1876824474922171e-10
Position 24: 1.242860272651009e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5432: 0.9143465559879415
Position 8149: 0.8950782036050567
Position 27702: 0.5323100930636673
Position 16565: 0.4125027019423316
Position 10621: 0.09280991929676634
Position 17458: 0.08588886767312649
Position 5751: 0.07477610693985438
Position 10117: 0.05003812303714886
Position 14035: 0.04342008446744715
Position 5717: 0.036641919093409664
Position 21423: 0.0365642231039572
Position 24346: 0.03497632477309621
Position 11403: 0.034377937302767426
Position 9671: 0.032132280937074556
Position 9602: 0.030214725078022038
Position 5529: 0.027672500165930754
Position 10044: 0.027268820214436745
Position 13576: 0.02462322645523544
Position 10073: 0.024294118544527087
Position 12913: 0.02292130019227066
Position 8171: 0.022878593511995577
Position 18249: 0.021847563119626313
Position 10369: 0.021602390262728245
Position 8197: 0.01827278473213941
Position 9848: 0.013509854058883719
Position 5658: 0.01271357666759349
Position 10019: 0.011511189329958293
Position 5787: 0.009710463737895674
Position 17716: 0.00825468715320241
Position 5725: 0.007579307884184941
Position 17741: 0.007502079681499713
Position 10641: 0.00674233326663461
Position 5454: 0.0063335598959498645
Position 19957: 0.00571434135944225
Position 9955: 0.005631858225771992
Position 8152: 0.005240254432672602
Position 11844: 0.00469843352252904
Position 9650: 0.0044231986326900286
Position 13488: 0.004420748400963272
Position 13572: 0.0035773412548424544
Position 12805: 0.003533789957048332
Position 5506: 0.003494508427070704
Position 5457: 0.003229239852853122
Position 14389: 0.003057493599959133
Position 10617: 0.002735060429026207
Position 16204: 0.002673118077757272
Position 10434: 0.002596858042072983
Position 7370: 0.002382365792560519
Position 13596: 0.002045333763644523
Position 11421: 0.002028674197996235
Position 15735: 0.001891960981572665
Position 11960: 0.0018584720307253798
Position 6140: 0.001653066484671441
Position 312: 0.0015619031153518265
Position 9619: 0.0014105330263970838
Position 13245: 0.001394610169312525
Position 8386: 0.0012985251767282662
Position 15996: 0.0012903338891737143
Position 11377: 0.001098455391554135
Position 945: 0.0010832727035055808
Position 5809: 0.0010303546384347105
Position 6813: 0.0009650121385023202
Position 9715: 0.0009624036899337853
Position 10468: 0.0009405737711013353
Position 12138: 0.000849529036224003
Position 8406: 0.0008407642480858889
Position 1173: 0.0008162605891564338
Position 250: 0.0008068547701446097
Position 4674: 0.0007319873800158817
Position 2433: 0.0007060152706562328
Position 5632: 0.0007015210375703533
Position 11588: 0.00068631386432261
Position 9217: 0.0006739637096782109
Position 9167: 0.0006272011360566395
Position 5493: 0.0006194285622303381
Position 4464: 0.0006163357011941566
Position 1031: 0.0005510418570130182
Position 1538: 0.000521715381892853
Position 5702: 0.0004962352300641305
Position 14415: 0.0004915607481126607
Position 13333: 0.000490950081363802
Position 5589: 0.000489556835175938
Position 926: 0.0004775006186692905
Position 12909: 0.0004485703630814746
Position 12649: 0.0004261590220416033
Position 1139: 0.0004250549860380439
Position 12625: 0.0004141671572041163
Position 9899: 0.00036970991456089546
Position 6721: 0.0003525737375467554
Position 4841: 0.0003516896769392771
Position 8184: 0.00032375379562496525
Position 4694: 0.0003166102175709375
Position 11978: 0.00031140440573928434
Position 2601: 0.0002994547427617787
Position 11631: 0.00026653000411843255
Position 679: 0.00026544281491131
Position 9184: 0.00025524111088509
Position 1209: 0.0002480287634855483
Position 7516: 0.0002463952077744583
Position 5021: 0.00023744228515857322
Position 11399: 0.00023210201217894712
Position 5958: 0.00022477691894147558
Position 5824: 0.0002186350510356127
Position 11788: 0.00021348553861212598
Position 5865: 0.00021051273651665492
Position 1492: 0.00019741437376153965
Position 2457: 0.00019709951101124268
Position 8359: 0.00019289527149637223
Position 11956: 0.00018340280527080852
Position 6952: 0.00017828709727568342
Position 4670: 0.00016953664451062415
Position 9014: 0.00016662640074238235
Position 799: 0.0001518040359567175
Position 10574: 0.00015106327879075264
Position 7140: 0.00014735717731134712
Position 4867: 0.00014497327271252095
Position 9314: 0.0001354255278738331
Position 2956: 0.00013386293365949092
Position 716: 0.00011690840411011566
Position 11073: 0.0001124641536647803
Position 5964: 0.00011198130795039909
Position 8009: 0.00010722525360772184
Position 6839: 9.05643207992093e-05
Position 223: 9.004548249517246e-05
Position 5831: 8.772167372746143e-05
Position 1170: 8.547611761809139e-05
Position 3038: 7.43387093577584e-05
Position 3173: 7.154407101568222e-05
Position 339: 7.085366394581065e-05
Position 3430: 7.024426363254528e-05
Position 8382: 6.42154969337611e-05
Position 764: 6.354849317909311e-05
Position 1329: 6.211805686993718e-05
Position 1337: 6.0764864735336176e-05
Position 8588: 6.0204475598964374e-05
Position 424: 5.18068298915073e-05
Position 4750: 4.737724272542791e-05
Position 4229: 4.713245564225701e-05
Position 2532: 4.501311418900403e-05
Position 4353: 4.4098323050847124e-05
Position 8542: 4.1817007797873e-05
Position 7366: 3.707453597793116e-05
Position 6979: 3.6365891888326e-05
Position 2636: 3.2491177470973014e-05
Position 4180: 2.707037338725484e-05
Position 1046: 2.088720790969584e-05
Position 1233: 1.877219522289498e-05
Position 8061: 1.822616225380531e-05
Position 683: 1.646822507165312e-05
Position 2484: 1.4981216527846992e-05
Position 2644: 1.4102346094421547e-05
Position 4496: 1.1667774019178545e-05
Position 744: 1.0903432308070739e-05
Position 636: 1.0637149965434634e-05
Position 265: 1.0380657496219098e-05
Position 9694: 1.0258930845504578e-05
Position 1090: 9.844848145599679e-06
Position 1448: 9.413192537147885e-06
Position 8896: 8.71628703913904e-06
Position 379: 8.260913713164985e-06
Position 5279: 6.260468913515697e-06
Position 1842: 4.856318281064379e-06
Position 5360: 4.454517868184322e-06
Position 5233: 4.0687390604856806e-06
Position 5306: 2.7149594349477247e-06
Position 2905: 1.677519256433289e-07
Position 8263: 9.511929486097919e-08
Position 6671: 7.827536854207344e-09
