Gene = PCP4L1
index = 1004
Annotated 5SS: [  257 24996]
Annotated 3SS: [24940 25611]
SMsplice 5SS: [  257 24996 25317]
SMsplice 3SS: [24746 25212 25611]
top_k =  500
Partition function (log Z): -16.889430378093348

Sorted 5' Splice Sites (High to Low Probability):
Position 257: 0.8410472762260026
Position 2436: 0.4109640130708445
Position 533: 0.3269597097732779
Position 782: 0.2652081401675944
Position 1066: 0.16761509211121906
Position 264: 0.054834230870145016
Position 642: 0.026626529726901462
Position 728: 0.026114322461119648
Position 1158: 0.023249072071302446
Position 10374: 0.02265223252143534
Position 530: 0.022312997907965242
Position 1864: 0.02133797436100732
Position 6518: 0.02108041591793245
Position 480: 0.014171555165519852
Position 9743: 0.009396766997357898
Position 130: 0.008610930818376506
Position 1057: 0.008194735599747859
Position 209: 0.00730109529078538
Position 2301: 0.003042102432509353
Position 83: 0.0019211684459496722
Position 137: 0.001010605825298381
Position 1704: 0.0007853869618109623
Position 537: 0.0005533318225088774
Position 2679: 0.0003216712543695594
Position 864: 0.0003074118738276817
Position 305: 0.0002437488932956907
Position 1052: 0.00023203414946769844
Position 754: 0.00010349770184197533
Position 38: 5.458126555541215e-05
Position 774: 5.1036274930341714e-05
Position 501: 3.488705980829978e-05
Position 441: 2.9662567737005776e-05
Position 941: 2.2950479427066347e-05
Position 884: 2.1487968872229657e-05
Position 711: 1.4960130542194346e-05
Position 48: 1.3582327055428307e-05
Position 776: 9.915025407185096e-06
Position 234: 9.322981677620864e-06
Position 1186: 8.476604260563446e-06
Position 1162: 7.741020900542943e-06
Position 846: 7.293363500515922e-06
Position 886: 6.952768236033227e-06
Position 496: 6.509741276559566e-06
Position 1201: 6.105122048601183e-06
Position 950: 5.159982490222595e-06
Position 213: 4.349593460562167e-06
Position 1108: 4.030752920902919e-06
Position 281: 3.974190319008629e-06
Position 1149: 2.1471146645934008e-06
Position 2390: 1.841785596299237e-06
Position 450: 1.2428099455404286e-06
Position 881: 1.338473340762737e-07
Position 1181: 9.218156908981459e-08
Position 172: 4.2627515247253606e-08
Position 664: 1.1541488730250454e-08
Position 461: 4.043180203356995e-09
Position 802: 3.1028981074320676e-09
Position 569: 2.3965960740715077e-10

Sorted 3' Splice Sites (High to Low Probability):
