Gene = NHP2
index = 940
Annotated 5SS: [ 310  477 3080]
Annotated 3SS: [ 406 2973 4128]
SMsplice 5SS: [ 310  477 3080]
SMsplice 3SS: [ 406 2973 4128]
top_k =  500
Partition function (log Z): 0.8640183243315869

Sorted 5' Splice Sites (High to Low Probability):
Position 310: 0.9877190809199189
Position 477: 0.9769102339674544
Position 3080: 0.9313047803469751
Position 3678: 0.18391194280746415
Position 2839: 0.10924637469608078
Position 693: 0.09615544263103697
Position 2824: 0.05149295493536313
Position 3730: 0.037968866121700716
Position 4051: 0.021745606158968273
Position 3784: 0.01984780243642845
Position 1397: 0.01890690104456646
Position 629: 0.018650402610911738
Position 643: 0.013783730667728483
Position 3386: 0.012542388508303711
Position 2051: 0.01233223087408808
Position 340: 0.011595043725678064
Position 667: 0.008671799412641108
Position 1933: 0.007811448244086877
Position 3779: 0.007346438376910033
Position 3011: 0.007298850285274912
Position 1647: 0.007181728469054351
Position 3747: 0.006727695715544566
Position 1448: 0.00646849472195464
Position 2576: 0.006072541601866082
Position 4228: 0.004106671906377231
Position 2567: 0.003704738105030161
Position 604: 0.003041126099214762
Position 445: 0.0027785550028596156
Position 1562: 0.00271231810383421
Position 3556: 0.0026165159336293807
Position 679: 0.002606282560424334
Position 712: 0.00250613160599324
Position 1590: 0.0020685451584281666
Position 2282: 0.001325897494245748
Position 2232: 0.0011372320061673298
Position 907: 0.001136375976493977
Position 1814: 0.000792650302211799
Position 652: 0.0007885615041490917
Position 3692: 0.0007143106610962781
Position 1452: 0.0006668345191823517
Position 4264: 0.0006302206356116428
Position 3770: 0.0005106878777638635
Position 436: 0.0004979924562782666
Position 1179: 0.0004913763460020341
Position 2248: 0.00046171107666860426
Position 3511: 0.00038520478285058524
Position 1532: 0.0003405851027383895
Position 49: 0.00033489716372813957
Position 558: 0.000286001861522811
Position 3925: 0.0002472194859444225
Position 1690: 0.0002359347203256245
Position 539: 0.0001997516089842764
Position 84: 0.00014208088732953916
Position 108: 0.00011443732492758855
Position 3036: 0.00010868490174266119
Position 3348: 7.54603470867194e-05
Position 132: 5.2714926413144105e-05
Position 234: 3.504664261484935e-05
Position 516: 7.483636819157978e-06
Position 409: 5.434115988916904e-06
Position 1055: 2.6112579990466297e-06
Position 861: 1.5235991789577877e-06
Position 46: 1.1434145966570104e-06
Position 618: 8.87141979708346e-07
Position 921: 8.183413094295294e-07
Position 357: 6.288171299002587e-07
Position 3429: 3.609165888215319e-07
Position 348: 2.8818862837803307e-07
Position 457: 2.7091585329584414e-07
Position 17: 2.1608238372796825e-07
Position 702: 1.7037703044395585e-07
Position 202: 1.4665761108491816e-07
Position 550: 1.429427155158137e-07
Position 327: 7.627277052948021e-08
Position 99: 3.716128072151405e-08
Position 200: 1.0834107270220258e-08
Position 44: 7.79476946838044e-09
Position 815: 5.950982112554632e-10
Position 365: 3.949889336161407e-11
Position 397: 1.3758058335262682e-14
Position 600: 4.257193399779783e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 406: 0.9980659942452607
Position 2973: 0.9354953546904284
Position 4128: 0.8918669957431742
Position 3638: 0.1090627198412632
Position 2658: 0.09115822473711745
Position 3615: 0.07866498843682107
Position 573: 0.06423427543748991
Position 585: 0.057638525644559985
Position 3257: 0.053971885031766
Position 3635: 0.0518058913483847
Position 2748: 0.048306784704297084
Position 3833: 0.021859378521793687
Position 1388: 0.02027193570159333
Position 2444: 0.019004297591796664
Position 2896: 0.011496674931210791
Position 2685: 0.01084586256067161
Position 3655: 0.010289288788295145
Position 3318: 0.009767127753988747
Position 1949: 0.008742056699005194
Position 1044: 0.006771186843346534
Position 3928: 0.006507163758651517
Position 1780: 0.0062253914308443336
Position 4084: 0.005547539807833041
Position 4108: 0.004851076796303048
Position 4357: 0.004689920708694792
Position 1437: 0.004422392624687116
Position 3958: 0.004049437072260195
Position 1270: 0.003948373153752419
Position 588: 0.0037527246051952245
Position 3220: 0.0033316023069677363
Position 3909: 0.0033284627120476755
Position 1192: 0.0031535709130586986
Position 885: 0.003066102771314461
Position 1232: 0.0029443461672585196
Position 4383: 0.002799619420924882
Position 4255: 0.0025180376644146616
Position 2104: 0.0023563818613347586
Position 1915: 0.002135775972322957
Position 542: 0.0018545344723823087
Position 2598: 0.0017575737560613814
Position 2990: 0.001729199762122937
Position 4007: 0.0016734083785224642
Position 1799: 0.001613793350242704
Position 3424: 0.001511544330065957
Position 2546: 0.0013730578103595915
Position 4449: 0.0012404241132681765
Position 3542: 0.0012313892553779137
Position 539: 0.0011914902287095226
Position 3495: 0.0011577134750828954
Position 2468: 0.0009948085111732127
Position 4387: 0.0009141537564908124
Position 770: 0.0008891911599357808
Position 3993: 0.0007677775760191536
Position 3504: 0.0007608232509684425
Position 3273: 0.0007037694457485907
Position 2194: 0.0005732294555720077
Position 3204: 0.0005459469156255583
Position 1965: 0.0005449201647352977
Position 3585: 0.0004988084943838456
Position 2709: 0.00040970175234677727
Position 4434: 0.0003707926696766746
Position 3234: 0.00032778247413171966
Position 3029: 0.00032394406626172695
Position 1671: 0.00029818455695961
Position 4147: 0.00029403140838883516
Position 1508: 0.00027826089073524995
Position 735: 0.0002581440033512456
Position 2223: 0.0002532960995407719
Position 1803: 0.0002481172482946592
Position 597: 0.00023468226559971708
Position 1344: 0.00023363304142822995
Position 1683: 0.00022687845735288857
Position 851: 0.00021466428355938023
Position 3682: 0.0002096259976950682
Position 1712: 0.00020877231237954917
Position 131: 0.00020729493674925215
Position 3010: 0.00020164801126508827
Position 3474: 0.00015192884521371
Position 1882: 0.0001513481506340177
Position 1839: 0.00014412466145633334
Position 1440: 0.0001391605701347095
Position 4409: 0.00013360320813973834
Position 802: 0.00013044440691222723
Position 3450: 0.00013000802043338524
Position 3641: 0.00012969896353200676
Position 4141: 0.00012859989815953784
Position 609: 0.00011502522605331098
Position 4041: 9.966406275904125e-05
Position 4291: 9.623815042220886e-05
Position 1215: 9.116077005656508e-05
Position 557: 8.734255939755596e-05
Position 600: 7.218236784281871e-05
Position 3076: 7.01351165772135e-05
Position 191: 4.151814485076359e-05
Position 224: 4.0699857306656205e-05
Position 3112: 4.049747463487576e-05
Position 3145: 3.9998241111466187e-05
Position 185: 3.962791005782578e-05
Position 168: 3.530201425053027e-05
Position 257: 3.4124246412386264e-05
Position 164: 3.3940960582626574e-05
Position 932: 1.8902631837519936e-05
Position 906: 1.8795850432449897e-05
Position 1415: 1.765982755029697e-05
Position 1993: 1.4389576405548282e-05
Position 242: 1.3762381903157002e-05
Position 138: 7.813640966032518e-06
Position 1274: 7.428396390002729e-06
Position 1393: 5.863626931651258e-06
Position 417: 3.4064878556978323e-06
Position 212: 1.531557072464386e-06
Position 660: 1.4448756748403954e-06
Position 1163: 8.342438627723612e-07
Position 1140: 7.728976687536939e-07
Position 550: 7.595185140618558e-07
Position 197: 6.697249342414392e-07
Position 287: 5.648587681781655e-07
Position 377: 4.3721489861714933e-07
Position 466: 2.7968907293055575e-07
Position 1542: 2.693518728968244e-07
Position 1293: 2.530137700979729e-07
Position 227: 2.2582854976837626e-07
Position 420: 2.1954270602689095e-07
Position 815: 2.1674147945600126e-07
Position 414: 2.1433021110212405e-07
Position 423: 9.372560064613126e-08
Position 469: 6.139807270550288e-08
Position 442: 4.216092055685964e-08
Position 475: 4.164741711010318e-08
Position 444: 2.091940461885495e-08
Position 821: 2.042412585318736e-08
Position 373: 1.867193504773446e-08
Position 450: 1.1164304700668024e-08
Position 305: 7.231209071908871e-09
Position 525: 2.7909014306857632e-09
Position 679: 1.3051981820520287e-09
Position 309: 4.229653858795143e-10
Position 667: 3.7424836025014196e-10
Position 96: 2.183148345900836e-10
Position 684: 1.679956033414139e-10
Position 84: 7.314580781620385e-11
Position 314: 5.074290022371573e-13
