Gene = SMKR1
index = 1286
Annotated 5SS: [349]
Annotated 3SS: [9767]
SMsplice 5SS: [349]
SMsplice 3SS: [8952]
top_k =  500
Partition function (log Z): -13.690781266795714

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.548216726822864
Position 109: 0.2619687353950446
Position 5534: 0.07861647157704883
Position 2218: 0.07148881592202759
Position 1335: 0.06623521738002304
Position 1993: 0.06232000552697048
Position 5609: 0.05937397155512623
Position 2401: 0.04256151704882808
Position 557: 0.03813708095915773
Position 89: 0.03012923655948265
Position 190: 0.022700963194634
Position 756: 0.017274383799362865
Position 193: 0.014684370175015471
Position 502: 0.011262489094330771
Position 2350: 0.010429502593278694
Position 1627: 0.010407621633459138
Position 4483: 0.00791168177677825
Position 676: 0.005019222587628496
Position 1488: 0.0025966687658917015
Position 765: 0.0016178610268448618
Position 21: 0.0014317108331689623
Position 1184: 0.001110736020192516
Position 600: 0.000899431944332839
Position 564: 0.0006336855662945172
Position 369: 0.0005221069542062486
Position 281: 0.00042093698157800313
Position 2727: 0.0002715427249155249
Position 2458: 0.00018524600083073535
Position 920: 0.000151341627972513
Position 213: 0.00013375434044161425
Position 886: 0.00010052781221218533
Position 492: 8.93458331933171e-05
Position 535: 8.537777778682227e-05
Position 245: 5.7206186696590446e-05
Position 1476: 3.840220383347849e-05
Position 862: 3.368264160351853e-05
Position 575: 3.076311322086399e-05
Position 1629: 2.50755164555387e-05
Position 433: 1.7528043595778662e-05
Position 96: 1.6226824325879017e-05
Position 644: 1.5367446808914093e-05
Position 27: 1.5043528609085542e-05
Position 1278: 3.2775054250964026e-06
Position 118: 3.0760208756458875e-06
Position 1291: 2.6034613869676513e-06
Position 635: 2.56915634740267e-06
Position 708: 2.501750754450172e-06
Position 669: 1.3853385326568085e-06
Position 358: 1.2061123821039185e-06
Position 685: 1.1416484903767183e-06
Position 1235: 1.0861915608316518e-06
Position 452: 1.042194906081269e-06
Position 570: 8.477137031809599e-07
Position 311: 1.5584640219981159e-07
Position 624: 1.2543311980001605e-08
Position 567: 7.56480710785998e-09
Position 606: 1.1894605607809585e-09
Position 632: 8.453607616667579e-10
Position 177: 7.968398487747104e-11
Position 207: 7.883825275695165e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8952: 0.41737156998124625
Position 9356: 0.2533244870538896
Position 5428: 0.1342284300378067
Position 2118: 0.08347170686548562
Position 1373: 0.04355943676007473
Position 4405: 0.04318165132607434
Position 5987: 0.03410827313426565
Position 3023: 0.0339927198712754
Position 1952: 0.029123079312166775
Position 2092: 0.022748945358505218
Position 1902: 0.02073009466949196
Position 2259: 0.02019140203576487
Position 2285: 0.020114845514223413
Position 1809: 0.0198358769619897
Position 1267: 0.019820272892822954
Position 8374: 0.016054150486745526
Position 9767: 0.011814206799483314
Position 7474: 0.011199042713631096
Position 6926: 0.010103167704900395
Position 6460: 0.010015360685631766
Position 5983: 0.008703132735923637
Position 5510: 0.008209792945709343
Position 9382: 0.008025426749003417
Position 1154: 0.007166809588439068
Position 9991: 0.00656425941997892
Position 739: 0.006319301900351769
Position 5151: 0.004899920781458348
Position 1106: 0.00443065014882093
Position 854: 0.004419110024455016
Position 5061: 0.004407976669647501
Position 5640: 0.003998068316120796
Position 1393: 0.003982629922372158
Position 1666: 0.0037177376600932657
Position 7799: 0.0031975272638173472
Position 4299: 0.002829337762251096
Position 788: 0.002668687701888342
Position 3019: 0.002421732268339563
Position 3684: 0.0023303647247662537
Position 6007: 0.002073342454792489
Position 4158: 0.002060963086294748
Position 4425: 0.002031185896767338
Position 3044: 0.0018881544929629523
Position 2498: 0.001488359062880462
Position 4557: 0.0014328832601836333
Position 5866: 0.001193201141074134
Position 2333: 0.0011033709107469273
Position 2666: 0.0010952179002397728
Position 3381: 0.0009084934174276313
Position 7404: 0.0007970844981074698
Position 6387: 0.0007686867065244205
Position 7028: 0.000756645673457465
Position 803: 0.0005619331410532227
Position 6479: 0.0005349710012386045
Position 5759: 0.0005043339787167881
Position 2868: 0.00046445099920901516
Position 1226: 0.0004555538396458261
Position 3384: 0.00042819535786106774
Position 3625: 0.00041662407390944485
Position 1163: 0.0003830505285348988
Position 5815: 0.0003442163242483104
Position 4131: 0.0002897595640717143
Position 3998: 0.0002515886381449898
Position 2392: 0.0002507366571345889
Position 3712: 0.00023765025115943022
Position 4366: 0.00021652770522277283
Position 2094: 0.00019200956055505497
Position 556: 0.00019120868384809428
Position 3238: 0.0001832186922573339
Position 4282: 0.00018074616300019848
Position 3213: 0.0001675188854624652
Position 857: 0.00016467435593308378
Position 2620: 0.0001641393591399194
Position 583: 0.000156826794580819
Position 3184: 0.00014759377782596838
Position 2910: 0.00014746459088742247
Position 2646: 0.00013798259463969456
Position 2773: 0.00011094186498741112
Position 1067: 0.00010134649584013245
Position 1210: 9.799617346255228e-05
Position 292: 9.229237278114863e-05
Position 1559: 9.143135023644363e-05
Position 669: 9.112472203394933e-05
Position 2424: 8.501532171568737e-05
Position 369: 6.611228629233976e-05
Position 1904: 5.999901973149172e-05
Position 563: 5.886971522726874e-05
Position 893: 5.629902239941027e-05
Position 648: 5.452454753644011e-05
Position 596: 5.085895247482351e-05
Position 272: 4.9309411407421705e-05
Position 2098: 4.303844553921597e-05
Position 1284: 2.1978413758342247e-05
Position 2643: 1.869854707601174e-05
Position 1530: 1.4356693063210152e-05
Position 2547: 1.290436012955701e-05
Position 2566: 1.2155438024961615e-05
Position 1533: 7.602305011390993e-06
Position 2145: 5.704451729546378e-06
Position 251: 1.4200978577681237e-06
Position 2261: 1.1365780257474067e-06
Position 1117: 1.1102528609452404e-06
Position 618: 5.208794879023753e-07
