Gene = RP5-877J2.1
index = 1189
Annotated 5SS: [    7  1187  7052 20033 23383 30088 30720 60020 69957 70371]
Annotated 3SS: [ 1120  6983 19968 23220 29906 30646 59718 69791 70289 71175]
SMsplice 5SS: [  956  1187  7052 14791 23383 30720 33682 69565 69957 70417]
SMsplice 3SS: [ 1120  6983 14606 23220 30646 33560 69406 69791 70289 71175]
top_k =  500
Partition function (log Z): -10.840846462987075

Sorted 5' Splice Sites (High to Low Probability):
Position 23383: 0.9920909213748996
Position 30720: 0.9905653549943965
Position 956: 0.8550479363656855
Position 14791: 0.8349251359998278
Position 1187: 0.8277121422521905
Position 7052: 0.7709601636720569
Position 18203: 0.7337522961859061
Position 25958: 0.6753691556846103
Position 13604: 0.6553734822925428
Position 33916: 0.6408193982974005
Position 8112: 0.6040876146351782
Position 17957: 0.5168563150292803
Position 20033: 0.507868246827036
Position 27878: 0.4877545738055352
Position 33682: 0.4563807041931118
Position 26630: 0.39227238696747074
Position 27620: 0.38652683130504684
Position 26276: 0.37965824536156206
Position 29468: 0.3670739242067314
Position 33417: 0.3451498769552374
Position 31533: 0.32915446703666934
Position 20553: 0.32708359229123446
Position 4370: 0.3143182645787125
Position 24128: 0.30824374417953676
Position 13379: 0.29746316649163423
Position 10252: 0.29405839574440856
Position 4687: 0.26037950482779326
Position 364: 0.25568550625585396
Position 33641: 0.24525287636442863
Position 27765: 0.2290491794627775
Position 33689: 0.22774768540719517
Position 17278: 0.22725283692419523
Position 2565: 0.2149946102853252
Position 4472: 0.2105329139719016
Position 28434: 0.20010666271483935
Position 17319: 0.17587608138160793
Position 17211: 0.1627783409375981
Position 30286: 0.14397565277892554
Position 1216: 0.14368455801174693
Position 6204: 0.14240865257741056
Position 16638: 0.13813065113522827
Position 19038: 0.1309345373238982
Position 17999: 0.13057548296705795
Position 3247: 0.12528905766304171
Position 4387: 0.1237517999886333
Position 18199: 0.11809489371516113
Position 17231: 0.10638591552639101
Position 29373: 0.10444966593540154
Position 24874: 0.10203967323612316
Position 17241: 0.10073479314910566
Position 26934: 0.09544810020820235
Position 16682: 0.09219109229314101
Position 7858: 0.07992796321044376
Position 31237: 0.07014507833855407
Position 9175: 0.05834208140046066
