Gene = CCL21
index = 314
Annotated 5SS: [125 348 625]
Annotated 3SS: [226 441 696]
SMsplice 5SS: [125 348 625]
SMsplice 3SS: [226 441 696]
top_k =  500
Partition function (log Z): -2.5857559854199934

Sorted 5' Splice Sites (High to Low Probability):
Position 348: 0.9527033210751832
Position 125: 0.8881950275469958
Position 625: 0.8311438574012239
Position 366: 0.024450308647876427
Position 370: 0.013600135653438778
Position 647: 0.000551555996163629
Position 735: 0.00038806601798047286
Position 289: 0.00020889188772601442
Position 643: 0.00019857036764439932
Position 500: 0.00019395952526254237
Position 380: 0.0001838927549678232
Position 94: 6.569742441002898e-05
Position 937: 2.348679559853523e-05
Position 402: 2.125200081961655e-05
Position 261: 1.5341658932443055e-05
Position 388: 1.0489461143643047e-05
Position 352: 8.812915947743377e-06
Position 66: 4.9586334244574625e-06
Position 477: 4.092643704176869e-06
Position 442: 1.3645058488526438e-06
Position 292: 8.318662197546672e-07
Position 209: 4.361224895778781e-07
Position 230: 7.29269776710354e-08
Position 251: 5.447286840992886e-09
Position 663: 8.33724281236754e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 696: 0.9160427676660142
Position 226: 0.8687299506070146
Position 441: 0.8360272418529997
Position 466: 0.036368491725211345
Position 898: 0.014082434380301097
Position 457: 0.008324160911792873
Position 544: 0.006825933556206012
Position 230: 0.00556480044335669
Position 266: 0.004189251128867523
Position 470: 0.003784279070616704
Position 505: 0.0026383908245803337
Position 508: 0.0018916325455212474
Position 261: 0.0013643986282070178
Position 730: 0.000948935107535313
Position 299: 0.0008919167826996869
Position 490: 0.0005458087792396762
Position 1007: 0.0005143102332909408
Position 776: 0.0003114800614506319
Position 722: 0.00030080278068239007
Position 564: 0.0002911813714478225
Position 712: 0.0002862621810634914
Position 928: 0.00024783125040389706
Position 482: 0.00021802845953025144
Position 551: 0.00020459817307531488
Position 246: 0.00019116894754038177
Position 931: 0.00017930182076445446
Position 472: 0.0001536552785042637
Position 767: 0.00014057950752270816
Position 195: 0.00012644651700327063
Position 288: 0.0001052371572602628
Position 517: 8.174679155085459e-05
Position 1046: 5.769662834016051e-05
Position 493: 4.449241922977457e-05
Position 703: 3.9508927768409436e-05
Position 529: 3.241153835554895e-05
Position 785: 2.5800902877359493e-05
Position 797: 2.517766303978128e-05
Position 835: 2.08401464654703e-05
Position 1019: 1.732644875895352e-05
Position 556: 1.6804811386562536e-05
Position 192: 1.3959511792102567e-05
Position 735: 1.3232810090816044e-05
Position 312: 1.045414589128447e-05
Position 428: 9.697988079668155e-06
Position 757: 9.320610632286084e-06
Position 272: 7.081015521823485e-06
Position 309: 6.661048454512803e-06
Position 742: 5.3960652975673635e-06
Position 1010: 4.459653954804704e-06
Position 918: 4.407291896222859e-06
Position 340: 4.25427003771849e-06
Position 936: 3.954822887949459e-06
Position 1098: 3.910097052036486e-06
Position 586: 3.850104557814578e-06
Position 276: 3.5567127078484685e-06
Position 652: 2.0306660218455415e-06
Position 419: 1.929895991631134e-06
Position 821: 1.7609221916814906e-06
Position 238: 1.4638642750806521e-06
Position 969: 1.2830476585335627e-06
Position 942: 1.2756417432586163e-06
Position 961: 1.1186262458398708e-06
Position 568: 9.60718813807673e-07
Position 832: 8.10999703505429e-07
Position 973: 6.680383521508718e-07
Position 749: 5.295906167195952e-07
Position 991: 5.164888775975764e-07
Position 952: 4.872313121242059e-07
Position 410: 4.50245052474385e-07
Position 614: 4.0199427781402166e-07
Position 959: 3.429333641289572e-07
Position 979: 3.3597479158308845e-07
Position 416: 2.631284406208418e-07
Position 599: 1.2825677760795352e-07
Position 320: 1.2429225386820446e-07
Position 573: 1.0929948269100791e-07
Position 363: 5.134867038200713e-08
Position 595: 4.634022227377986e-08
Position 325: 3.177649201937898e-08
Position 604: 2.059168893572462e-08
Position 160: 4.100711689402726e-09
Position 181: 1.8130366256473651e-09
Position 352: 6.371862556754675e-10
Position 169: 4.833655205076422e-10
Position 171: 7.215417806105302e-11
Position 184: 4.581511696992551e-11
Position 136: 4.152855050047072e-11
Position 132: 1.86523113753496e-12
Position 395: 2.50425286972062e-13
Position 140: 3.8707038917492997e-14
