Gene = NSMF
index = 965
Annotated 5SS: [ 303  847 1928 2924 4096 4944 5604 6279 6599 6782 6970 9159 9412 9736]
Annotated 3SS: [ 784 1432 2847 4026 4890 5513 6153 6514 6747 6898 9078 9308 9659 9842]
SMsplice 5SS: [ 303  847 2924 3889 4944 5604 6279 6599 6782 6970 9412 9736]
SMsplice 3SS: [ 784 2847 3777 4890 5513 6153 6514 6747 6898 9308 9659 9842]
top_k =  500
Partition function (log Z): 22.087290775177753

Sorted 5' Splice Sites (High to Low Probability):
Position 2924: 0.9864691196914616
Position 9412: 0.9835564023985992
Position 9736: 0.9643614834381119
Position 303: 0.9491545406363778
Position 6279: 0.9386276390206988
Position 5604: 0.9334877403748822
Position 6782: 0.9048864195109579
Position 847: 0.9001636564325207
Position 3889: 0.8931293518933349
Position 6599: 0.8594981939902795
Position 6970: 0.8324529044218159
Position 4944: 0.6313340177256812
Position 9937: 0.2590021665594445
Position 1928: 0.20172616748684646
Position 3706: 0.17293628134256073
Position 9159: 0.08742491561636026
Position 4096: 0.07920854591779454
Position 2660: 0.07452254827672464
Position 153: 0.05706438756530743
Position 4613: 0.05528127580333755
Position 4589: 0.05490178523477375
Position 5608: 0.05242907507944961
Position 7070: 0.05061689891386843
Position 6273: 0.036452901399061585
Position 6840: 0.025337706333193315
Position 5370: 0.025057448216702787
Position 3590: 0.024146485641391546
Position 582: 0.023201738986042435
Position 6674: 0.021534666460623356
Position 9171: 0.0188543213943358
Position 2459: 0.01822453938461539
Position 4136: 0.01771097928001604
Position 4931: 0.017236193760490466
Position 638: 0.015818131095047115
Position 4965: 0.014540256734608945
Position 6026: 0.014280817738389795
Position 7012: 0.012614041978404784
Position 1217: 0.010444548283274567
Position 6437: 0.009867086896145537
Position 1935: 0.009243305014890268
Position 7155: 0.009138549640161713
Position 4954: 0.00793062249735002
Position 7076: 0.004744908540971555
Position 9115: 0.004529217535514214
Position 9555: 0.0042840395130900105
Position 2949: 0.004180765501330671
Position 3611: 0.0038541202388788095
Position 3574: 0.003637151838392675
Position 7046: 0.003552513326579452
Position 6530: 0.0033448288101297838
Position 6031: 0.0032113976523858367
Position 4992: 0.002924948024356916
Position 48: 0.002863680709397425
Position 3622: 0.0026459089360490696
Position 1957: 0.002634996266219198
