Gene = IL20RB
index = 691
Annotated 5SS: [  337 22728 24486 31701 34224 37692]
Annotated 3SS: [22600 24294 31575 34072 37548 52247]
SMsplice 5SS: [  337 18063 22728 24486 28920 29153 31056 31701 37692]
SMsplice 3SS: [17954 22629 24294 28828 29013 30965 31575 37548 52247]
top_k =  500
Partition function (log Z): -24.599919086792816

Sorted 5' Splice Sites (High to Low Probability):
Position 337: 0.9943359712502385
Position 10871: 0.7755638425493694
Position 18063: 0.5005591163767948
Position 24486: 0.2637476692578048
Position 20203: 0.1738221560927055
Position 6923: 0.13380462830058334
Position 1816: 0.08538341053592155
Position 3031: 0.07318263234209992
Position 9022: 0.07183598533011082
Position 1502: 0.07034791050242155
Position 10463: 0.06096656283011173
Position 810: 0.02923461831087056
Position 3707: 0.017993249862048095
Position 1923: 0.013869501141597986
Position 3146: 0.011758865098709164
Position 11699: 0.005815275897822265
Position 11514: 0.0053899870635369
Position 11599: 0.004626613422842266
Position 341: 0.000841060061799204
Position 2944: 0.0006823110003737382
Position 1517: 0.00039467081298236477
Position 687: 0.00030843135081638795
Position 7553: 0.0002928150862737409
Position 11071: 0.0002202478919504003
Position 1620: 0.00010547372467682876
Position 1147: 4.853402115116541e-05
Position 230: 4.3917448278116585e-05
Position 861: 3.554697007102337e-05
Position 1777: 2.147247877077615e-05
Position 1971: 1.6680151335225804e-05
Position 2847: 1.359897652160805e-05
Position 384: 1.1836670711113545e-05
Position 2087: 7.818289150269733e-06
Position 745: 2.7566477193699573e-06
Position 3127: 2.1250336853844828e-06
Position 1385: 1.990700519682978e-06
Position 57: 1.7391921835967224e-06
Position 299: 1.4503078205682383e-06
Position 1520: 1.21042112470809e-06
Position 75: 1.0514626005327548e-06
Position 3037: 7.359709469757499e-07
Position 839: 7.039533159231523e-07
Position 795: 4.3342719559371713e-07
Position 325: 3.6701267676737884e-07
Position 267: 3.6165642357271044e-07
Position 223: 2.683572242126962e-07
Position 1624: 2.6647498286609844e-07
Position 289: 2.5387302943342884e-07
Position 365: 1.8545069136252664e-07
Position 643: 1.6909630859599004e-07
Position 1041: 9.735287207161753e-08
Position 240: 4.847506997414747e-08
Position 302: 4.7350957995594606e-08
Position 432: 4.1965576031205e-08
Position 420: 2.7865324496885673e-08
Position 665: 2.3361306046958992e-08
Position 663: 2.2856036121601206e-08
Position 1179: 1.1723299179709004e-08
Position 519: 6.369896730737037e-09
Position 1262: 4.676923816436131e-09
Position 1132: 1.1872756845407137e-09
Position 1094: 1.1310871827985153e-09
Position 1092: 1.0920242127048604e-09
Position 3: 1.026322320787024e-09
Position 1096: 9.562316192906226e-10
Position 1090: 9.132565213515629e-10
Position 542: 5.407764826797935e-12
Position 430: 4.321837124503908e-12
Position 444: 2.1663180659229066e-12
Position 597: 9.13154246065848e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 24294: 0.7123019838515939
Position 10790: 0.7024974021729834
Position 17954: 0.5157437445097263
Position 24716: 0.263747669257805
Position 20101: 0.2096640140045808
Position 6776: 0.1345828644038921
Position 16585: 0.12349425514714339
Position 2919: 0.07649924653326816
Position 10181: 0.055064857319444216
Position 10829: 0.054760829817659236
Position 8904: 0.04456583560001124
Position 1624: 0.03409825807886905
Position 10613: 0.027536580606151415
Position 16876: 0.022201792627199502
Position 1223: 0.021728103488271363
Position 11307: 0.01887723795409617
Position 1643: 0.018270802730392194
Position 1444: 0.016434144727654244
Position 11661: 0.016367987314504416
Position 8970: 0.015572870956333876
Position 15109: 0.0140432308933308
Position 1293: 0.01380373687461712
Position 1807: 0.012649347911772092
Position 677: 0.011213566367693398
Position 1655: 0.011116747843200825
Position 10388: 0.01072856676232794
Position 8925: 0.010242289623179803
Position 1687: 0.008502045211159668
Position 13286: 0.007806138146880679
Position 636: 0.007748364145738717
Position 16423: 0.0069802567895097
Position 3392: 0.00683721434261799
Position 2891: 0.00659722598887132
Position 1593: 0.00630898301707794
Position 1385: 0.004845962801730273
Position 1447: 0.00474203207114575
Position 1501: 0.004589818391786104
Position 3470: 0.004562271368587765
Position 8736: 0.004133284735654303
Position 14998: 0.0031845984397036436
