Gene = UTP11L
index = 1541
Annotated 5SS: [  124  3679  5029  5836  6411  6642 10068]
Annotated 3SS: [ 3616  4925  5721  6316  6510  9956 10802]
SMsplice 5SS: [  124  3679  5029  5836  6411 10068]
SMsplice 3SS: [ 3616  4925  5721  6316  9956 10802]
top_k =  500
Partition function (log Z): 8.606063349174754

Sorted 5' Splice Sites (High to Low Probability):
Position 5836: 0.9977409341509403
Position 10068: 0.9760845616870516
Position 124: 0.974092309609432
Position 5029: 0.9489791643205137
Position 6411: 0.8516160281747518
Position 3679: 0.8492977631556139
Position 6642: 0.47359009088123905
Position 10982: 0.3208701868762581
Position 434: 0.22136901447116908
Position 5274: 0.18348661465717628
Position 9529: 0.1544679287579602
Position 4103: 0.09718545977453885
Position 10256: 0.08646474131382488
Position 1580: 0.07815708483453042
Position 3697: 0.07504178633114549
Position 7503: 0.06954478467604819
Position 738: 0.06153466016323295
Position 10298: 0.061521265237732936
Position 3492: 0.05386523659518454
Position 10720: 0.051653215407622764
Position 391: 0.04862547479798581
Position 9745: 0.03822111037876603
Position 5260: 0.03412685998436096
Position 5607: 0.03230422724716983
Position 6668: 0.023147824335323294
Position 7161: 0.021036262556190184
Position 10941: 0.019592469688195346
Position 9841: 0.019126014805050915
Position 5609: 0.017401500865747366
Position 549: 0.016662422453684742
Position 4275: 0.016346032446677677
Position 1555: 0.01623239947257674
Position 742: 0.015238951014160632
Position 11003: 0.013840533178553266
Position 3193: 0.012274089402763855
Position 4107: 0.011372409030484934
Position 10839: 0.010887599274538702
Position 3423: 0.010813284034175426
Position 5017: 0.010155752465531957
Position 10824: 0.009001618890734656
Position 5048: 0.00883968579480428
Position 446: 0.008366818966514361
Position 4052: 0.007489366278311512
Position 6428: 0.007422967721186491
Position 11552: 0.00737410349265776
Position 3113: 0.006894230850481727
Position 10730: 0.006802552496296208
Position 10986: 0.006798861960520473
Position 5156: 0.00564113428643055
Position 7355: 0.005562562480002468
Position 243: 0.004761916213539001
Position 10914: 0.004639169957931097
Position 7022: 0.004339458386427342
Position 6130: 0.003845318977113362
Position 10508: 0.0034445143557787906
Position 3461: 0.002843900356804374
Position 8323: 0.002655361175728656
Position 10308: 0.0024357959237962298
Position 10025: 0.0021561381553223684
Position 1116: 0.0021446895446660236
Position 3542: 0.0020029792468991194
Position 1584: 0.001988812861358713
Position 5147: 0.001976974627769527
Position 9431: 0.0018957541494302014
Position 10882: 0.0018955315639752326
Position 3434: 0.0017894869369974166
Position 11259: 0.0015326526728622267
Position 546: 0.0015231883297614453
Position 7667: 0.0015040255390874357
Position 383: 0.0014864995391411112
Position 10359: 0.0014773763756139528
Position 714: 0.0012708083511683307
Position 4785: 0.001244539562855401
Position 3683: 0.0011767178557467602
