Gene = SYNC
index = 1366
Annotated 5SS: [  512  8255 18862 19110]
Annotated 3SS: [ 7074 18736 19029 21258]
SMsplice 5SS: [170 512]
SMsplice 3SS: [  276 19029]
top_k =  500
Partition function (log Z): -15.689260938258524

Sorted 5' Splice Sites (High to Low Probability):
Position 512: 0.9125975299374776
Position 170: 0.5499357474354997
Position 196: 0.4106656812137951
Position 19110: 0.20508415941655542
Position 7215: 0.16666723782454657
Position 18862: 0.11236985372951498
Position 94: 0.027946593525833237
Position 1392: 0.00523720919607679
Position 2340: 0.003031358167472282
Position 8255: 0.0014701258598349021
Position 5784: 0.0013760203697720517
Position 3392: 0.0012621094012180887
Position 1135: 0.0011506849289412786
Position 934: 0.0009389042755555403
Position 359: 0.0008449153319288078
Position 9806: 0.0005551870181757732
Position 6040: 0.0005316954528773626
Position 2855: 0.0005019985051198668
Position 277: 0.0005008979318799164
Position 245: 0.00043466449791020625
Position 159: 0.0004108809876443314
Position 2786: 0.0002663394434083588
Position 30: 0.00016610954145896057
Position 1568: 0.0001246320385215858
Position 376: 0.00010609696319827588
Position 1074: 4.634710347151051e-05
Position 3078: 4.298393414394897e-05
Position 1974: 2.9421230690586037e-05
Position 322: 9.612192635174377e-06
Position 652: 8.793639383375342e-06
Position 614: 7.723209470899224e-06
Position 556: 6.939159217691791e-06
Position 851: 5.010950556448027e-06
Position 941: 2.745749517067916e-06
Position 981: 2.297828186877506e-06
Position 1314: 1.6936870326259865e-06
Position 357: 1.557868938264383e-06
Position 570: 1.1470674334753707e-06
Position 905: 1.0971597812879581e-06
Position 448: 6.828518957805319e-07
Position 1079: 2.4482834151709976e-07
Position 631: 1.8186041577815208e-07
Position 945: 8.411979496584628e-08
Position 363: 5.830842966302942e-08
Position 222: 4.19618282718033e-08
Position 1096: 4.1798667419265797e-08
Position 686: 3.293951994639861e-08
Position 700: 1.522356311932968e-08
Position 520: 1.0219827637222745e-08
Position 704: 6.001911475358654e-09
Position 670: 2.3953755070735e-11
Position 533: 3.3136337883134296e-12
Position 620: 1.0187757288615172e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 276: 0.6344101418164891
Position 19029: 0.46721849301250873
Position 308: 0.31675862109382596
Position 21258: 0.3041733814369829
Position 18736: 0.22555246922537447
Position 7074: 0.1760801215355604
Position 10123: 0.04778788835868657
Position 16115: 0.034418638597849674
Position 7111: 0.022759323171056303
Position 16648: 0.015422610246401824
Position 16511: 0.014895388250995581
Position 2428: 0.012883408663818567
Position 1244: 0.007952043044509822
Position 15451: 0.0077230790044840545
Position 8929: 0.006208043551181188
Position 15785: 0.006155859562329638
Position 1713: 0.005029871556618838
Position 5391: 0.0049781045065100185
Position 1182: 0.004559345048166168
Position 2275: 0.0040324277730367205
Position 11569: 0.0037932586696925097
Position 9626: 0.0037617032494604453
Position 11461: 0.003748048066365332
Position 1095: 0.0037052127666492417
Position 240: 0.0036803699743451677
Position 369: 0.0036359503372684386
Position 8468: 0.0031863795901736084
Position 5683: 0.003142722616023897
Position 611: 0.0029783055353966954
Position 311: 0.0028320354959666455
Position 4607: 0.002795961423679618
Position 1664: 0.0027638544610996646
Position 765: 0.0023988135444233403
Position 3121: 0.002172933497997463
Position 1594: 0.0019322443679123968
Position 12855: 0.0018714462576424524
Position 10143: 0.0018249431067866666
Position 9504: 0.001637126710303907
Position 5551: 0.0015402333141530348
Position 4627: 0.0015146424714009088
Position 2499: 0.0013634410435392728
Position 2449: 0.0013571200149754712
Position 8021: 0.0012833282372314806
Position 8002: 0.0012777764940541609
Position 1025: 0.0012639813695871488
Position 2424: 0.0011235466110438282
Position 3487: 0.0011113681415205307
Position 8660: 0.00108220442255949
Position 7640: 0.0010547826298005908
Position 5895: 0.0010478020563764456
Position 5708: 0.0009920373719244596
Position 10894: 0.0009583384956012544
Position 9384: 0.0009096573493066995
Position 1473: 0.0008325140973350343
Position 2244: 0.0007777826828098107
Position 806: 0.0007442666429238396
Position 7978: 0.0007424306795546505
Position 3698: 0.0007026360031591876
Position 8190: 0.000695373127703395
Position 9184: 0.0005605766442112141
Position 1938: 0.0005578361654154857
Position 8075: 0.0005550760152397985
Position 2903: 0.0005197784067468213
Position 3670: 0.0005141460497020636
Position 8630: 0.00048114837532846203
Position 8925: 0.00046793422047283436
Position 3294: 0.0004437048828094324
Position 8412: 0.00043166404911642355
Position 8771: 0.0004125270152916202
Position 1312: 0.000363268352805117
Position 8492: 0.00031808282405933755
Position 2325: 0.00031467695819217004
Position 2753: 0.00027912842513977534
Position 7169: 0.0002785490066914579
Position 441: 0.00025913335109349704
Position 6540: 0.00025852147902313756
Position 7798: 0.0002492819292249319
Position 4907: 0.00024911619747429285
Position 7847: 0.00022177705390890635
Position 5215: 0.00022055792031100503
Position 5300: 0.00020518445436517446
Position 1789: 0.00019966090356936042
Position 2641: 0.00018424435687311346
Position 6366: 0.00017811348186327244
Position 5407: 0.00016297079551540636
Position 4973: 0.00015839552296458703
Position 7017: 0.0001578167697775883
Position 2587: 0.00015033219613990711
Position 6405: 0.00014546443298467086
Position 809: 0.0001239138521479994
Position 5265: 0.00011912485074677216
Position 1617: 0.00011626535426962451
Position 1555: 0.00010843836162436943
Position 2112: 0.00010479176873547017
Position 1344: 9.368198767569745e-05
Position 1123: 8.244033703168846e-05
Position 4090: 7.296759970878035e-05
Position 4766: 7.09590373239158e-05
Position 855: 7.02478979540672e-05
Position 4677: 5.6183875732597265e-05
Position 2295: 5.1129523136686e-05
Position 1493: 5.026394976759843e-05
Position 2920: 4.408248262796598e-05
Position 829: 3.71270392079626e-05
Position 2115: 3.580479734243075e-05
Position 3415: 3.560646110347085e-05
Position 5870: 3.4907389301379866e-05
Position 2590: 3.4742237391107606e-05
Position 2224: 3.411297142452601e-05
Position 3050: 3.296664328515067e-05
Position 2278: 3.162102122301157e-05
Position 2785: 2.5407661536452014e-05
Position 2836: 2.3816393423045193e-05
Position 1728: 2.3352491026377195e-05
Position 789: 2.0290142274003804e-05
Position 1677: 2.0075272697964358e-05
Position 1296: 1.9654828578340988e-05
Position 1760: 1.876162805285867e-05
Position 2669: 1.0600075124673132e-05
Position 456: 2.2787258863328555e-06
Position 322: 1.4867599558250745e-06
Position 259: 9.638939021688337e-07
Position 1250: 9.34721946166249e-07
Position 1475: 6.314387249890474e-07
Position 376: 2.8159682240234647e-07
Position 865: 2.694606554689939e-07
Position 883: 2.1930790580018135e-07
Position 403: 1.7619183678290232e-07
Position 1049: 1.3192688756859294e-07
Position 997: 9.030447324698359e-08
Position 466: 3.7948170231383035e-08
Position 861: 1.8448302997750808e-08
Position 503: 1.7261888993905224e-08
Position 399: 1.5030430268030845e-08
Position 157: 2.5133819893611356e-09
Position 644: 2.1666238651101584e-09
Position 473: 2.0326855575877044e-09
Position 815: 1.7054622977039209e-09
Position 770: 1.5385903204884644e-09
Position 112: 5.693352753507176e-10
