Gene = RCSD1
index = 1126
Annotated 5SS: [  337 53909 55418 60028 64210 67750]
Annotated 3SS: [53806 55327 59955 64005 67005 74570]
SMsplice 5SS: [  337 13907 53909 55418 60028 64210]
SMsplice 3SS: [13803 53806 55327 59955 64005 74570]
top_k =  500
Partition function (log Z): -36.73497007137523

Sorted 5' Splice Sites (High to Low Probability):
Position 13907: 0.7227991443564934
Position 337: 0.5616888435658949
Position 554: 0.47956387027201725
Position 13027: 0.3434267320490301
Position 10418: 0.3369821893744923
Position 372: 0.30613976713192903
Position 3714: 0.12963687643624675
Position 298: 0.1164041918290275
Position 15609: 0.05067993287843501
Position 12960: 0.0405096124909314
Position 3289: 0.02022081687204775
Position 8350: 0.01609917596298621
Position 8202: 0.007058947553513207
Position 3362: 0.006934125848689697
Position 3303: 0.0043756392249543075
Position 8555: 0.0021743357236747958
Position 1001: 0.001796887752067276
Position 274: 0.0016417741092627444
Position 381: 0.0011352961446437393
Position 550: 0.0009329634712587138
Position 3740: 0.0007823305269902583
Position 3444: 0.0005129342120532562
Position 923: 0.0002947842606960126
Position 1947: 0.00015734470854156477
Position 1068: 0.00014972065066230368
Position 24: 0.00011326938675736458
Position 379: 5.0541008693857045e-05
Position 536: 5.707920797613186e-06
Position 314: 5.271024477177167e-06
Position 797: 4.817361656085954e-06
Position 4: 3.4174707539789024e-06
Position 42: 3.3667180525453017e-06
Position 302: 1.7162104689604045e-06
Position 603: 1.403023851939064e-06
Position 30: 7.819871778447149e-07
Position 217: 6.740597334219707e-07
Position 63: 5.625217195322375e-07
Position 793: 1.8883280374880244e-07
Position 677: 6.864711111568633e-08
Position 516: 6.733287186106554e-08
Position 746: 2.874487813406223e-08
Position 169: 9.299380698415094e-09
Position 136: 1.3177190596156023e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13803: 0.7886856209009689
Position 457: 0.44079925663337094
Position 12927: 0.352953719426859
Position 10317: 0.34446590475150113
Position 16051: 0.27149110108555413
Position 18036: 0.10990955517930295
Position 21092: 0.0889263703981931
Position 14138: 0.08582624897272004
Position 16642: 0.08213390487791261
Position 15524: 0.07092900298542415
Position 3555: 0.06787696564999822
Position 15163: 0.06444924908593962
Position 12750: 0.0594974953129275
Position 8447: 0.0325739862683458
Position 8296: 0.032123761921436636
Position 3577: 0.031340718224641996
Position 16537: 0.027047935862505982
Position 4046: 0.025065500491409626
Position 3619: 0.016456800946291
Position 3143: 0.016275300839550345
Position 460: 0.013704382884875225
Position 3223: 0.012876923745095083
Position 11958: 0.012127947030763253
Position 8693: 0.01159077509426549
Position 8116: 0.009656502866511367
Position 3616: 0.008660011780402599
Position 6516: 0.008064497245662692
Position 429: 0.007871317334560788
Position 3517: 0.0073398587515439585
Position 13418: 0.005408016097870796
Position 422: 0.005000851944058335
Position 9444: 0.003520138962922029
Position 4402: 0.003062902229735097
Position 9420: 0.0030452184451293094
Position 10977: 0.002371548115428333
Position 6541: 0.0022632291345968136
Position 10501: 0.0019219199846964344
Position 7705: 0.0014362930720080499
Position 1416: 0.0014168436850993354
Position 11145: 0.0013155382006619278
Position 8757: 0.0012797722575766494
Position 3003: 0.001048913298026114
Position 866: 0.0010378509626328743
Position 986: 0.0009920336696997174
Position 3091: 0.0009696776423812283
Position 2308: 0.0009272399711258112
Position 8426: 0.0008243619263884943
Position 1021: 0.000816225026675173
Position 9794: 0.0006956384479511186
Position 3160: 0.0006797224128725556
Position 4652: 0.0006507946136434528
Position 3756: 0.0006384461649391461
Position 526: 0.0006295076049838975
Position 3207: 0.0005672779144996774
Position 3739: 0.0005647681542108846
Position 3557: 0.0005513899423637541
Position 504: 0.000551310290529035
Position 5280: 0.0005185321830862873
Position 3045: 0.0004697596436677213
Position 5697: 0.0004017316730826178
Position 2356: 0.0004006306370364854
Position 1366: 0.00036702642589199393
Position 1308: 0.0003107772709645146
Position 7781: 0.0003018512320525924
Position 1486: 0.00030181525981690316
Position 4824: 0.00029915125484710045
Position 7437: 0.0002968493114046792
Position 4984: 0.00028365049642840867
Position 910: 0.0002755701455975154
Position 4944: 0.00027114762338623213
Position 2219: 0.00023969181149495334
Position 5057: 0.00020992522549768652
Position 2151: 0.00020445713348268396
Position 927: 0.00016692024932672158
Position 5872: 0.00016161022889261126
Position 5901: 0.00015107800186486432
Position 4070: 0.00015008715100575155
Position 1829: 0.00011480758275638093
Position 1902: 0.00010872703057109751
Position 2335: 0.00010315745057356468
Position 826: 0.0001026139005533519
Position 4763: 0.00010063633597844835
Position 701: 9.642081936389513e-05
Position 739: 8.590502007773763e-05
Position 837: 8.427455428990744e-05
Position 958: 7.89522923761826e-05
Position 1287: 7.203674845694423e-05
Position 2168: 6.795146317333312e-05
Position 1756: 6.559770506268967e-05
Position 149: 6.167786688118447e-05
Position 4220: 6.143943421981832e-05
Position 1670: 5.007270491138072e-05
Position 1576: 4.969572176244782e-05
Position 1102: 4.807527111796406e-05
Position 2949: 4.60287255920155e-05
Position 1778: 4.553045211260803e-05
Position 2602: 3.4179851102818274e-05
Position 1737: 3.2894081952201116e-05
Position 1436: 2.235257043229195e-05
Position 1412: 2.036138840624915e-05
Position 1835: 2.0096458097584624e-05
Position 1850: 7.3086903138058205e-06
Position 717: 6.622924811851617e-06
Position 1712: 2.7492244241543272e-06
Position 783: 2.5712884773306002e-06
Position 229: 2.5457225631689143e-06
Position 169: 1.931842358071159e-06
Position 763: 5.372309766022474e-07
Position 312: 4.856205639305322e-07
Position 714: 3.973848444089333e-07
Position 741: 3.853467331531966e-07
Position 177: 1.5705896345904188e-07
Position 778: 1.398236499422838e-07
Position 671: 1.0292275285037919e-07
Position 721: 6.852724101545403e-08
Position 376: 6.651643091374138e-08
Position 724: 5.383916068358813e-08
Position 661: 4.633637586091132e-08
Position 665: 3.427145934144248e-08
Position 615: 3.315915254575959e-08
Position 676: 2.6397005443661292e-08
Position 755: 2.4569730027127333e-08
Position 187: 1.6920392497072548e-08
Position 356: 1.156717018472019e-08
Position 342: 7.76440867104523e-09
Position 314: 3.907701668185733e-09
Position 253: 1.093136140711125e-09
Position 327: 1.056312948696877e-09
Position 294: 8.701261253001357e-10
Position 336: 6.781702086620124e-10
Position 369: 3.749608592914558e-10
Position 265: 2.749468345628574e-10
Position 352: 2.1610694646463614e-10
Position 182: 2.0360230608387782e-10
Position 258: 1.8394444807958516e-10
Position 543: 2.8766326268356936e-11
Position 278: 1.0221832416020809e-11
