Gene = RSRP1
index = 1216
Annotated 5SS: [ 211 1076 2370 3970]
Annotated 3SS: [ 489 2217 3885 4813]
SMsplice 5SS: [ 211 2370 3970]
SMsplice 3SS: [2217 3885 4813]
top_k =  500
Partition function (log Z): 2.2584963238686164

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9832218336477511
Position 3970: 0.9643219316931427
Position 2370: 0.9129344525271476
Position 1076: 0.505436298487152
Position 624: 0.09949394397017294
Position 4981: 0.07012401289315953
Position 550: 0.06822925899360688
Position 2383: 0.056185047998853696
Position 4685: 0.05058640449761202
Position 3226: 0.04335240027543058
Position 885: 0.037847087137068636
Position 633: 0.03705995126538179
Position 1080: 0.032777742282117515
Position 3066: 0.03154511196024563
Position 2350: 0.016229189939197815
Position 5146: 0.015209640159244194
Position 3096: 0.012255552667653621
Position 744: 0.012218571239739549
Position 1038: 0.011093704471078526
Position 568: 0.00412277028262166
Position 909: 0.0038546534095478106
Position 3146: 0.0033176344922370986
Position 774: 0.003107821981971101
Position 5025: 0.003020859854980173
Position 3241: 0.002879668945337651
Position 1529: 0.002708017833227082
Position 1106: 0.0014001299286643626
Position 852: 0.0013005663882075323
Position 5135: 0.0012794002788330512
Position 4382: 0.001237517023689768
Position 2341: 0.0011181690114806394
Position 579: 0.001011550772132291
Position 4952: 0.0009554887109100684
Position 927: 0.0008963284259274643
Position 4315: 0.0008667731869613358
Position 1258: 0.0008476473423400282
Position 3498: 0.0007723500730766165
Position 1996: 0.0006889103422419465
Position 810: 0.0006696151201243053
Position 4902: 0.0006449092844683845
Position 2016: 0.0006256729672604521
Position 687: 0.0005835274471064866
Position 2343: 0.0004961211736924865
Position 3974: 0.00048669825801580337
Position 2374: 0.0004797766675396317
Position 4746: 0.0004714511449744877
Position 2356: 0.00039568843801207084
Position 3195: 0.0003331677174318977
Position 3156: 0.00032442686279562406
Position 87: 0.0003191544823259565
Position 4015: 0.00028382807500956515
Position 1286: 0.00028091378760481723
Position 93: 0.00023628648697910165
Position 945: 0.00021720608564241043
Position 80: 0.0002130000114908329
Position 4161: 0.00020913199329724495
Position 4137: 0.00020088024241635423
Position 4343: 0.0002006827097900457
Position 1448: 0.00019987390330372903
Position 5059: 0.00019373946296937723
Position 5169: 0.00018416643379304902
Position 32: 0.00015154112934868413
Position 4668: 0.0001383690013988081
Position 3464: 0.00013140980881392044
Position 1111: 0.00012517497449926685
Position 3526: 0.00012376015933209712
Position 3395: 0.00012281414972152685
Position 412: 0.00011413202750446486
Position 264: 0.00010104758028613292
Position 186: 9.752118611671242e-05
Position 738: 9.460975665824602e-05
Position 3898: 9.314227330441053e-05
Position 4776: 7.782493223803626e-05
Position 654: 7.062719400769306e-05
Position 4048: 6.725484111365636e-05
Position 891: 5.3310929937394074e-05
Position 1361: 4.038886492170181e-05
Position 66: 4.0307954767318767e-05
Position 166: 3.381891472848967e-05
Position 4915: 2.9397745619736505e-05
Position 500: 2.8411205344959725e-05
Position 5189: 2.687264879445043e-05
Position 2882: 2.6368494320140887e-05
Position 206: 1.0736366906167007e-05
Position 162: 8.861584905190898e-06
Position 5184: 8.785312548474455e-06
Position 434: 7.870300121355059e-06
Position 55: 4.271828677235859e-06
Position 493: 3.142727859534218e-06
Position 231: 2.4790079746512275e-06
Position 215: 2.3331038200956652e-06
Position 108: 2.1355001886332753e-06
Position 4306: 1.7151179452360447e-06
Position 253: 1.44538777441218e-06
Position 363: 6.46682121322052e-07
Position 558: 5.113026282079547e-07
Position 349: 4.6372567475942387e-07
Position 183: 1.060642532256838e-07
Position 45: 9.785474742614009e-08
Position 423: 9.445668423676272e-08
Position 280: 7.646493966315006e-08
Position 197: 7.171472242649744e-08
Position 378: 4.703016666135482e-08
Position 481: 1.1419749680075524e-08
Position 369: 7.640662914533905e-09
Position 58: 6.973365808072885e-09
Position 250: 6.069275778035032e-09
Position 294: 3.8334143904020505e-09
Position 792: 2.9399754306648027e-09
Position 3062: 1.2695422227211501e-09
Position 96: 2.546828658327841e-10
Position 310: 2.113897583348548e-10
Position 146: 1.2267953825785757e-10
Position 393: 3.485996604650464e-11
Position 139: 2.4201691918608265e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9865746316209031
Position 3885: 0.9420460553233936
Position 4813: 0.8934951518905103
Position 489: 0.255093473111238
Position 905: 0.13703576478982984
Position 908: 0.13168037058338938
Position 991: 0.10395467210143852
Position 5271: 0.08349688145223925
Position 3020: 0.08249754613319357
Position 4432: 0.06425309248446862
Position 677: 0.05433210866572582
Position 5092: 0.032924087521729206
Position 4593: 0.031875102197417696
Position 722: 0.02732267053705723
Position 926: 0.02502215107060189
Position 966: 0.024953157807256834
Position 758: 0.015731967127155237
Position 3829: 0.012553424196475507
Position 680: 0.01173197419592165
Position 5105: 0.009031962550236713
Position 4223: 0.00607185810206991
Position 3042: 0.005728866777726077
Position 4324: 0.005551131984486944
Position 3791: 0.005362930257153859
Position 707: 0.0041721237731367255
Position 3897: 0.0040548910688713476
Position 824: 0.003670178363165198
Position 725: 0.003366744259758936
Position 3812: 0.003240516182042865
Position 4452: 0.0027907463931156067
Position 1413: 0.0024093205710967957
Position 2979: 0.001985685813213569
Position 4343: 0.001672681640196384
Position 4085: 0.0016675189209789593
Position 4596: 0.0016530954154507713
Position 659: 0.001551830513556534
Position 356: 0.0014675833192693967
Position 3149: 0.0013892244170499897
Position 1858: 0.0013150325320662392
Position 2950: 0.0012084379602309502
Position 597: 0.0011847211288230981
Position 2846: 0.0010961219747730186
Position 4488: 0.0010584208768973469
Position 4428: 0.0009800443749809168
Position 1159: 0.0009198770822086983
Position 3294: 0.0009122941349315205
Position 531: 0.000854133287575864
Position 860: 0.00084823013435198
Position 4054: 0.0008312436513042245
Position 4844: 0.0007826199275307288
Position 2256: 0.000694374025675124
Position 2906: 0.0006869834627362126
Position 4600: 0.0006350967063244966
Position 2292: 0.0006184290929998099
Position 3338: 0.00049302310301645
Position 768: 0.0004907596499955339
