Gene = DR1
index = 470
Annotated 5SS: [ 978 8184]
Annotated 3SS: [ 8019 14604]
SMsplice 5SS: [ 978 3576 4114 8184]
SMsplice 3SS: [ 3495  4030  8019 12509]
top_k =  500
Partition function (log Z): -8.51235948279405

Sorted 5' Splice Sites (High to Low Probability):
Position 8184: 0.988365219056228
Position 978: 0.8057533844569555
Position 4114: 0.779295570859462
Position 3576: 0.5918312004202785
Position 9555: 0.5329046484370614
Position 1969: 0.5105202183604628
Position 360: 0.32343294395789074
Position 7890: 0.20242317872295962
Position 13031: 0.16880430071749572
Position 1252: 0.1394389471202454
Position 8879: 0.10715193344333959
Position 9888: 0.09515168591587456
Position 2765: 0.08171026123582456
Position 1537: 0.05936418205760563
Position 1076: 0.05460034660359856
Position 4589: 0.046938778147984674
Position 753: 0.028992581423627834
Position 11982: 0.028122261448899424
Position 11978: 0.023821937615457662
Position 13751: 0.022497039587694004
Position 12582: 0.02190867622088539
Position 9168: 0.017765405445017084
Position 3664: 0.01737487181996743
Position 349: 0.01184185042451331
Position 8348: 0.01078983198893511
Position 8452: 0.009970601361751999
Position 459: 0.009253742404073367
Position 13079: 0.006972904742945013
Position 3627: 0.006584592114067846
Position 10091: 0.005836858030520377
Position 8865: 0.00521935630614991
Position 3983: 0.00469159612389479
Position 265: 0.0032216991510604026
Position 1361: 0.0026858479760772766
Position 1580: 0.0018698095805558816
Position 6551: 0.0016300644218383141
Position 5885: 0.0011562741931518403
Position 1010: 0.0009364840991118961
Position 10524: 0.000730114909975714
Position 694: 0.0007276609709815494
Position 9602: 0.0006939362677903573
Position 251: 0.0005773847886358705
Position 420: 0.0005099478622760454
Position 234: 0.00044951075468963687
Position 989: 0.0001806414256348261
Position 1018: 0.00011174605027060475
Position 699: 0.00011105037257336641
Position 151: 5.6181639182026944e-05
Position 842: 4.1609464509144515e-05
Position 8188: 4.1518703660009984e-05
Position 28: 3.101116264381173e-05
Position 875: 2.8300705448705833e-05
Position 14: 2.6635786500699747e-05
Position 10507: 2.596896778744789e-05
Position 10132: 2.3878827990277287e-05
Position 231: 2.336818083371871e-05
Position 848: 2.2312333871194054e-05
Position 999: 2.1365972791561293e-05
Position 26: 1.7898805580591435e-05
Position 107: 1.752080301752614e-05
Position 620: 1.4748604194864316e-05
Position 10281: 9.718072147581057e-06
Position 5474: 8.386126465897513e-06
Position 253: 8.089591485590273e-06
Position 872: 7.75040235120716e-06
Position 377: 2.11018787646092e-06
Position 1180: 2.0008967294291006e-06
