Gene = NSA2
index = 963
Annotated 5SS: [ 372 2127 2373 3819 7069]
Annotated 3SS: [1938 2221 3638 6875 9611]
SMsplice 5SS: [ 372 2127 2373 3819 7069]
SMsplice 3SS: [1938 2221 3638 6875 9611]
top_k =  500
Partition function (log Z): 3.4712144553857947

Sorted 5' Splice Sites (High to Low Probability):
Position 2127: 0.9986791279328177
Position 2373: 0.9934599018803171
Position 372: 0.910977551783763
Position 3819: 0.9101518645420538
Position 1828: 0.6296899862886555
Position 7069: 0.6094182413382822
Position 10481: 0.6089732659148797
Position 7003: 0.2713986517355823
Position 5430: 0.21157431165440768
Position 10983: 0.17131551016985275
Position 6102: 0.06889482970500806
Position 6062: 0.03969603540229119
Position 9932: 0.03793677200402683
Position 9801: 0.03751326531201337
Position 454: 0.031198605972663003
Position 8484: 0.030275339783316802
Position 1250: 0.026044656611185435
Position 10074: 0.02201518897278637
Position 4646: 0.018379507267882796
Position 559: 0.018174077462085228
Position 4641: 0.015064206475748134
Position 3666: 0.01317942936067977
Position 3126: 0.012469288258032158
Position 447: 0.010845898491513118
Position 1744: 0.010197883130665874
Position 839: 0.007956365101811667
Position 414: 0.007017235809201141
Position 4055: 0.006175834470583396
Position 3561: 0.005789502542843807
Position 1422: 0.005427071380854647
Position 1262: 0.005411111867424346
Position 7023: 0.005334134422284296
Position 1136: 0.005006999637123686
Position 9998: 0.004399115463967329
Position 3851: 0.004357236331837142
Position 3508: 0.003932438339758284
Position 2604: 0.003749343358950695
Position 254: 0.0037299529465409983
Position 1242: 0.003564048842776522
Position 8043: 0.003336828193460169
Position 464: 0.0030467751828178427
Position 8083: 0.002764831235773988
Position 3531: 0.0025375558760826664
Position 2917: 0.0020421368583436995
Position 2331: 0.0019180678514331667
Position 3374: 0.0017601888350842754
Position 8229: 0.0016070608618799934
Position 1330: 0.0016003374268190678
Position 7803: 0.0014210362687557957
Position 7471: 0.0014165055505186103
Position 1412: 0.0013343840800765163
Position 4804: 0.001217817279507661
Position 1144: 0.0010326505037124133
Position 3112: 0.0010323115181555805
Position 8166: 0.0010181829666322955
Position 3377: 0.000811675237117143
Position 7017: 0.0007026797412728858
Position 2985: 0.0006857398566121173
Position 500: 0.0006546477455013631
Position 7554: 0.000540362039960762
Position 9029: 0.00045320840710349824
Position 1103: 0.0004325380684316622
Position 3206: 0.0004212386417188372
Position 3023: 0.00038798084561045374
Position 68: 0.0003871245460875856
Position 38: 0.0003428188735127732
Position 1795: 0.00030646352228493924
Position 3283: 0.00030230272728149366
Position 1811: 0.00025199962963869707
Position 2066: 0.00019162775363881782
Position 1832: 0.0001825243144736476
Position 2435: 0.00016776552655633573
Position 726: 0.0001592140153084418
Position 1199: 0.000143188056233347
Position 3198: 0.00012307508048387856
Position 2039: 0.00012130406210611246
Position 3158: 0.00011689507906855811
Position 513: 0.00011159626601700953
Position 1369: 0.00010450134120762485
Position 1854: 8.262635852186265e-05
Position 223: 7.105550636205294e-05
Position 292: 6.950965901753653e-05
Position 3837: 5.2143586140506274e-05
Position 3522: 5.01997835018539e-05
Position 282: 4.678918398157469e-05
Position 8560: 4.4199358090032075e-05
Position 143: 4.114954801867329e-05
Position 1867: 4.0595579374889224e-05
Position 943: 3.8735315180533413e-05
Position 2789: 3.794751253843697e-05
Position 2021: 3.45108020621411e-05
Position 1571: 3.3562752352175156e-05
Position 910: 2.8690828119364564e-05
Position 2544: 2.2906179072215136e-05
Position 1377: 2.1579543046125447e-05
Position 220: 1.877542974108584e-05
Position 939: 1.6047075655283966e-05
Position 1436: 1.5310441040320646e-05
Position 1154: 1.3160415092839617e-05
Position 3155: 1.2749163719210585e-05
Position 461: 1.2564249767029762e-05
Position 958: 1.189178432156806e-05
Position 2131: 1.158219462470738e-05
Position 1177: 1.0723601118187488e-05
Position 7840: 1.0310778562905626e-05
Position 2157: 9.813335957172008e-06
Position 408: 8.98503833497756e-06
Position 1635: 8.750608957039212e-06
Position 2134: 6.834079500651363e-06
Position 3753: 6.482711095100847e-06
Position 2286: 4.5096571737402125e-06
Position 141: 4.380934366857641e-06
Position 2508: 4.179246567784915e-06
Position 3002: 4.011253550618548e-06
Position 2731: 4.003388778661837e-06
Position 2708: 3.254833009084533e-06
Position 21: 3.0612791183418024e-06
Position 3208: 2.7411666114320035e-06
Position 3923: 1.953061322125216e-06
Position 3744: 1.3709090042252785e-06
Position 930: 5.972672478098703e-07
Position 418: 4.2504603483686233e-07
Position 859: 4.223230228631664e-07
Position 924: 3.9970411355207723e-07
Position 2468: 3.7395477562521793e-07
Position 712: 3.345619071925831e-07
Position 1893: 2.7074266987088777e-07
Position 1967: 2.3910558445187884e-07
Position 702: 1.9226045862916974e-07
Position 2828: 1.6034603632225882e-07
Position 284: 8.66932828478655e-08
Position 267: 6.136425765197555e-08
Position 2392: 4.983716851772015e-08
Position 3133: 4.8138178920404e-08
Position 279: 4.236850920426859e-08
Position 296: 2.5503152048174813e-08
Position 2449: 2.180356645372602e-08
Position 508: 1.6834463643512006e-08
Position 1067: 6.6707400492062305e-09
Position 2723: 2.763375633040718e-09
Position 244: 1.8191554997641815e-09
Position 638: 1.625386091560583e-11
Position 600: 8.535092941850054e-12
Position 176: 6.353579329470468e-12
Position 363: 2.5513276398207683e-14
