Gene = HGD
index = 650
Annotated 5SS: [  475  6780  7671 12145 29980 31798 34695 35599 36305 38253 40983 44117
 49425]
Annotated 3SS: [ 6707  7581 12038 29919 31705 34659 35518 36204 38127 40877 43989 49242
 54041]
SMsplice 5SS: [  475  7671 12145 31798 32221 34695 34998 35599 36305 38253 40983 44117
 49425]
SMsplice 3SS: [ 7581 12038 31705 32143 34659 34810 35518 36204 38127 40877 43989 49242
 53307]
top_k =  500
Partition function (log Z): -20.90910260990272

Sorted 5' Splice Sites (High to Low Probability):
Position 12145: 0.9946078202819624
Position 7671: 0.9499425423352746
Position 475: 0.812025360442788
Position 4318: 0.5221083567389094
Position 7862: 0.4772052124502881
Position 6780: 0.47056842406867566
Position 11731: 0.30542356199073895
Position 4668: 0.2682133655241525
Position 13955: 0.24640586198140296
Position 3387: 0.21544650378323482
Position 963: 0.10980737311668237
Position 8081: 0.10082616316474644
Position 4779: 0.08919059489089866
Position 184: 0.08295337902744127
Position 9079: 0.0806213746336697
Position 12887: 0.0780329490984706
Position 654: 0.05918405406793853
Position 13713: 0.042082498400004546
Position 8636: 0.04091472497277321
Position 2368: 0.040323543641513304
Position 11146: 0.03555912045200246
Position 6069: 0.03399889399911172
Position 3434: 0.0307454281382135
Position 8337: 0.02981821352694492
Position 1747: 0.026061368736638415
Position 5318: 0.021559999506715374
Position 7709: 0.018478690858071623
Position 8514: 0.0180044027908358
Position 12643: 0.014984440663107826
Position 14676: 0.013593930500388166
Position 14667: 0.013235300122951876
Position 11962: 0.012030031680918868
Position 8716: 0.011472417235886786
Position 3481: 0.011452385935970614
Position 10298: 0.00947036930474101
Position 3765: 0.009374439297996712
Position 1140: 0.009312172025556117
Position 7705: 0.008033335507380371
Position 254: 0.007793499250332734
Position 10353: 0.007770111156416045
Position 547: 0.007677207161580509
Position 2204: 0.005687338772912815
Position 5370: 0.004867560196065835
Position 4206: 0.004844333948331138
Position 13693: 0.004097870435539243
Position 1484: 0.0030108061530428575
Position 4097: 0.0028019453217276334
Position 8785: 0.0023056338002199438
Position 247: 0.0022127520426454346
Position 13238: 0.0021574473048860086
Position 3364: 0.0018068765152237777
Position 5489: 0.001448425794555611
Position 3929: 0.0013624598229564806
Position 2432: 0.0011955110742506048
Position 1335: 0.0011399065286456078
Position 13391: 0.0011381231324361452
Position 12604: 0.0009339061986656235
Position 12668: 0.0008796797785698299
Position 4895: 0.0008307530913946572
Position 4672: 0.0007466727893650581
Position 8696: 0.0006945016607876461
Position 3174: 0.0005202328152128508
Position 969: 0.0005038622790239505
Position 844: 0.0004172414399548811
Position 2840: 0.00036585855601429845
Position 226: 0.0001994647276011044
Position 8302: 0.0001420749199904047
Position 8312: 0.00013634831383826517
Position 167: 9.21311298320512e-05
Position 13266: 7.351101515942678e-05
Position 2015: 3.8502310341363866e-05
Position 285: 2.9769361357912603e-05
Position 377: 2.4154313919461358e-05
Position 8107: 8.91173529830672e-06
Position 685: 8.586357985931916e-06
Position 494: 7.426812815908069e-06
Position 988: 6.530794184253439e-06
Position 581: 5.76108819506412e-06
Position 1379: 5.7523779896698835e-06
Position 1434: 5.073527713770375e-06
Position 529: 4.097615361186047e-06
Position 424: 3.666933578958577e-06
Position 468: 2.7350217353607944e-06
Position 595: 1.953822216389432e-06
Position 555: 1.8284432038513486e-06
Position 291: 1.5929761165682302e-06
Position 399: 1.5032832371759175e-06
Position 434: 1.4393925884356072e-06
Position 616: 1.2980963955371136e-06
Position 374: 1.2366125544748778e-06
Position 620: 1.0407137621123007e-06
Position 41: 8.777375225814632e-07
Position 983: 7.298706731402789e-07
Position 614: 7.057268840616597e-07
Position 343: 6.280252858906119e-07
