Gene = PUM3
index = 1100
Annotated 5SS: [  197  5816  7062 10211 10885 12991 13280 14468 15567 17169 19525 20461
 24224 32022 32881 33898 36428]
Annotated 3SS: [ 5723  6839 10074 10808 12896 13212 14292 15462 17089 19425 20406 24142
 31878 32657 33809 36336 39777]
SMsplice 5SS: [  197  5030  5816  6513  7062  9944 10211 10885 12991 13280 15567 17169
 19525 20461 32022 33898]
SMsplice 3SS: [ 4930  5723  6392  6839  9848 10074 10808 12896 13212 15462 17089 19425
 20406 31878 33809 39777]
top_k =  500
Partition function (log Z): 12.43553186030141

Sorted 5' Splice Sites (High to Low Probability):
Position 197: 0.999356298679515
Position 19525: 0.9931201505843623
Position 20461: 0.9758182190255663
Position 5816: 0.9676891754833812
Position 12991: 0.957923822397916
Position 9944: 0.9406932981411198
Position 15567: 0.9175395345752992
Position 10211: 0.8497765456931341
Position 7062: 0.8032303078177695
Position 6513: 0.7963521515837639
Position 13280: 0.7895258074949819
Position 33898: 0.7287725167885178
Position 10885: 0.6480987093620919
Position 17169: 0.6453974607552967
Position 5030: 0.568801666856212
Position 14221: 0.5030039151077711
Position 17615: 0.3273679547566047
Position 14468: 0.28857911265223796
Position 5034: 0.2820710141194893
Position 6727: 0.24471253385393898
Position 17244: 0.24011172133007175
Position 11678: 0.23542403757996327
Position 5495: 0.22111955402000597
Position 4484: 0.17858573876507236
Position 6289: 0.1286889783003488
Position 13544: 0.12391094282181808
Position 11862: 0.11911390163509862
Position 19929: 0.11638772184377169
Position 2603: 0.10836458721200197
Position 3795: 0.07927302218775646
Position 1990: 0.07123412863197918
Position 4274: 0.06665273508587888
Position 6737: 0.05772986828450102
Position 8089: 0.05766345152515716
Position 12564: 0.04374083321500144
Position 13768: 0.036154279577517205
Position 14383: 0.035018019883688314
Position 15499: 0.03304846980442198
Position 7125: 0.02649030123039527
Position 6299: 0.02612649049100127
Position 7178: 0.021378780551290708
Position 9622: 0.02136651983711471
Position 2081: 0.02091771353022291
Position 20150: 0.02045023253514101
Position 12153: 0.018864871901082412
Position 18529: 0.017358755933010624
Position 11880: 0.016262305627497226
Position 15647: 0.01609776625906757
Position 13469: 0.015940015483404346
Position 23361: 0.01552581838272923
Position 4235: 0.014970336603819792
Position 12709: 0.014635581705548961
Position 13594: 0.014153516390615422
Position 3248: 0.014099520779084863
Position 19190: 0.013541389711199803
Position 15620: 0.013237258881696988
Position 5834: 0.012376140079016391
Position 23325: 0.01170790022390428
Position 7863: 0.011197181505531534
Position 4243: 0.011066412358632411
Position 15067: 0.010786461035230739
Position 12949: 0.010375281130957209
Position 7072: 0.010208722112440075
Position 9367: 0.009459515308864996
Position 3037: 0.009276617923890633
Position 17636: 0.008657659514192315
Position 11048: 0.007733552774877823
Position 4839: 0.007445610335897734
Position 10734: 0.006813255427553567
Position 10683: 0.006111716692343282
Position 7161: 0.005653531440944424
Position 1240: 0.005502625989131288
Position 16616: 0.0054286800492900555
Position 9591: 0.005427693779729526
Position 10428: 0.00470248002627691
Position 3204: 0.004537652626394071
Position 4309: 0.00451722320736917
Position 17538: 0.004449399073716692
Position 5497: 0.0041784804934347705
Position 19777: 0.0040529785036319994
Position 5379: 0.004012515620392061
Position 2987: 0.003887700712069896
Position 6753: 0.0036885684866844594
Position 17860: 0.003569897175409971
Position 16305: 0.0034362926724445914
Position 2010: 0.0032276213751831822
Position 7769: 0.003186890785076171
Position 12187: 0.0031092450029456906
Position 10261: 0.0030078875046721056
Position 1673: 0.002928596990015603
Position 4509: 0.0028706204071789025
Position 1142: 0.002648478156792989
Position 431: 0.002447797927658238
Position 9928: 0.0024071964873171045
Position 2877: 0.0023678711249109654
Position 7050: 0.0021991693405684323
Position 1214: 0.0019012346565947765
Position 4044: 0.0018549254316054112
Position 16053: 0.0018244291438287343
Position 24378: 0.0017424263827128727
Position 20501: 0.001634010871873349
Position 1464: 0.001487208682678657
Position 1134: 0.0012518364143384827
Position 13090: 0.0008258335183053795
Position 15575: 0.0007565266510555753
Position 6256: 0.0006409481263495489
Position 19983: 0.0006313196920484161
Position 13231: 0.000625809613286006
Position 5461: 0.0005507164705336502
Position 10193: 0.0005246419010758584
Position 6195: 0.0005017718185625725
Position 23114: 0.0004970833931085279
Position 10435: 0.0004018739794478249
Position 7717: 0.00028426914159908264
Position 10235: 0.00020766911070043735
Position 24224: 0.0001843416023536454
Position 1929: 0.00018270260756185765
Position 826: 0.00016755226516532436
