Gene = PXYLP1
index = 1104
Annotated 5SS: [   84 28427 46673 47677 55626]
Annotated 3SS: [28294 46513 47549 55485 60439]
SMsplice 5SS: [   84  6320 28427 30513 32828 33610 46673 47677 55626]
SMsplice 3SS: [ 6200 28294 30414 32755 33551 46513 47549 55485 60439]
top_k =  500
Partition function (log Z): -26.69732611839464

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9864885692967035
Position 6320: 0.8963755690437186
Position 608: 0.5746780852414114
Position 3727: 0.5049222834878138
Position 11159: 0.4877898913122552
Position 2491: 0.35770294023385996
Position 10589: 0.28221948322747903
Position 3129: 0.22502120250148927
Position 13196: 0.13802136911752125
Position 984: 0.13403404643695954
Position 3966: 0.13198082947232456
Position 1015: 0.07559451350765282
Position 3181: 0.07442364175079916
Position 7157: 0.06732936559200961
Position 12986: 0.05002541029883477
Position 752: 0.040191444868312706
Position 3133: 0.023543160719420392
Position 2788: 0.011808301842028355
Position 3758: 0.010730009579515962
Position 12216: 0.009894706749022257
Position 8421: 0.009166439135532242
Position 153: 0.006987294743482478
Position 1278: 0.0061924674356111965
Position 2418: 0.005306259017952246
Position 12679: 0.0040868486455291645
Position 2247: 0.0028877590290158337
Position 1298: 0.0026369987001481363
Position 1019: 0.0022684545886022395
Position 142: 0.0019446162083652085
Position 1265: 0.0010805989445635833
Position 7324: 0.0010714389943026756
Position 1024: 0.0009783230245378593
Position 1427: 0.0008979548378172718
Position 3781: 0.0008978365583522908
Position 173: 0.0008295515151332316
Position 6262: 0.0006324770371585804
Position 730: 0.0005179876754266281
Position 166: 0.0004588401926808061
Position 1075: 0.00040838787614705407
Position 88: 0.0003277945811175989
Position 2387: 0.00031671219945126884
Position 794: 0.00027506153015566286
Position 2174: 0.00025368087336303255
Position 832: 0.00021465081389414735
Position 250: 9.815663584097594e-05
Position 600: 1.1644849244015907e-05
Position 881: 8.61427480868283e-06
Position 585: 6.64786506299456e-06
Position 338: 5.968478927203477e-06
Position 1090: 5.899304782217015e-06
Position 934: 4.211374669517739e-06
Position 1139: 2.3251296239717357e-06
Position 114: 1.797120856509124e-06
Position 988: 1.3345571715262794e-06
Position 207: 1.2222296407536978e-06
Position 347: 1.117275876397468e-06
Position 1012: 9.432356512933248e-07
Position 763: 9.079121027986765e-07
Position 695: 8.976220770525084e-07
Position 190: 8.055783820159249e-07
Position 766: 7.22863186503341e-07
Position 430: 5.654670533011139e-07
Position 948: 2.168824343405337e-07
Position 245: 2.1081093927494712e-07
Position 159: 1.2445811276661124e-07
Position 120: 4.990546556823622e-08
Position 1934: 2.7412222152882415e-08
Position 400: 8.756274080309778e-09
Position 349: 4.064875292995603e-09
Position 1125: 9.906634116955816e-10
Position 761: 7.588216817390238e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6200: 0.6776000661456613
Position 10959: 0.5399521035027397
Position 504: 0.39561222207657365
Position 3621: 0.3805174807389393
Position 19457: 0.31671386377301336
Position 2387: 0.31088780848989006
Position 10372: 0.2840631993859124
Position 12865: 0.23862035457110142
Position 6115: 0.2197541484908924
Position 3040: 0.20150246726973262
Position 12123: 0.1809068596005844
Position 900: 0.16046928732607604
Position 3057: 0.119550579913417
Position 3569: 0.11614873661977781
Position 13084: 0.10768387726706924
Position 3868: 0.09331934555716212
Position 454: 0.09014392450166561
Position 6494: 0.0727906440269802
Position 375: 0.05654180339543837
Position 13246: 0.04709994251133531
Position 13661: 0.042893017729590976
Position 3876: 0.03869281021184106
Position 7033: 0.034384539054965586
Position 7455: 0.03294227135946061
Position 906: 0.029102725102053428
Position 389: 0.02826197717707435
Position 3674: 0.020087738756639214
Position 7085: 0.01963406961856717
Position 2354: 0.019016046952093402
Position 13794: 0.018652059778580546
Position 7127: 0.01729861877420916
Position 547: 0.016692261027512853
Position 7839: 0.015262859361772517
Position 2324: 0.01467475749574924
Position 12395: 0.011900376909509673
Position 1202: 0.01181393960724673
Position 884: 0.00986909762917643
Position 8275: 0.009166439135532242
Position 9067: 0.009080519660626667
Position 5848: 0.008879468082411038
Position 2173: 0.008671614309513109
Position 438: 0.008421698810396318
Position 2206: 0.007091747079241848
Position 2679: 0.0059606524314524765
Position 7412: 0.005150591663607873
Position 474: 0.005103151317079464
Position 939: 0.004955415277699345
Position 12100: 0.004611997378417461
Position 2384: 0.0041006001935684315
Position 2700: 0.004056703277529624
Position 355: 0.0038631663642537226
Position 879: 0.003607070781560829
Position 645: 0.003593107221639324
Position 4409: 0.0035506209721724693
Position 729: 0.003391391198326779
Position 668: 0.0032223540245116095
Position 13316: 0.003194442827031976
Position 10624: 0.0031925768774115153
Position 6462: 0.0025347956900363005
Position 7744: 0.002367034576649631
Position 7369: 0.0023121484578826827
Position 8960: 0.0023101240128697016
Position 2880: 0.001918682173556176
Position 8613: 0.0018547642958947857
Position 3829: 0.0016528568984374005
Position 4266: 0.0015608459687866097
Position 7554: 0.0012338576303439397
Position 854: 0.0012309382644521082
Position 2659: 0.0011552584129704863
Position 2391: 0.0011294455761066738
Position 4686: 0.001086767015753797
Position 953: 0.0007518639959321799
Position 607: 0.0006634830943403894
Position 751: 0.0006087299703715217
Position 2051: 0.0005771261879183753
Position 2435: 0.0005619018313882333
Position 4443: 0.0005051663856152892
Position 2626: 0.0005040837094686003
Position 6826: 0.00042145100217230616
Position 8520: 0.0003788405476195532
Position 2844: 0.00036196597440350255
Position 4629: 0.00027937326202941723
Position 6604: 0.00018751867330986328
Position 207: 0.00018370067060534723
Position 4859: 0.00018304205908359762
Position 2891: 0.00016662663434929847
Position 592: 0.00012706304837809364
Position 4061: 0.00012364260751575995
Position 2127: 0.00011498996685374528
Position 678: 0.0001095890934167957
Position 306: 0.00010856344410381767
Position 827: 6.163690470398152e-05
Position 2768: 5.695887098362958e-05
Position 4064: 5.046382982640695e-05
Position 1205: 4.180556189356025e-05
Position 301: 4.020641650903181e-05
Position 1295: 3.895989838944829e-05
Position 391: 3.7654465797473145e-05
Position 2111: 2.634688596249929e-05
Position 243: 6.82487070331761e-06
Position 600: 6.2399337207843784e-06
Position 612: 3.3104251193821693e-06
Position 552: 1.8149219148948097e-06
Position 269: 1.6131559910633782e-06
Position 724: 1.2266421789977825e-06
Position 559: 6.565609656840049e-07
Position 2630: 5.662543613105768e-07
Position 993: 3.427754304346284e-07
Position 164: 3.143858887004702e-07
Position 988: 2.90445635605428e-07
Position 771: 2.8342804928584155e-07
Position 695: 2.653593462797682e-07
Position 615: 1.1366613603193403e-07
Position 756: 1.1346117897195066e-07
Position 213: 9.209945220676585e-08
Position 225: 8.191348699579778e-08
Position 1813: 2.0801836132948605e-08
Position 186: 2.05940617617137e-08
Position 1874: 4.2412358357477455e-09
Position 1831: 2.369150184186188e-09
Position 148: 2.461526534515147e-10
Position 1061: 1.7223736269934583e-10
Position 172: 7.618343989421432e-11
Position 215: 7.16480939619958e-11
Position 180: 6.075484353762408e-11
