Gene = USF3
index = 1540
Annotated 5SS: [  277 19365 21815 23299 26526 32334]
Annotated 3SS: [19248 21749 23269 26442 32236 35220]
SMsplice 5SS: [  277 12690 19365 21815 26526 32334 35364 41391]
SMsplice 3SS: [12621 19248 21749 26442 32236 35220 41222 41484]
top_k =  500
Partition function (log Z): -24.409758699683582

Sorted 5' Splice Sites (High to Low Probability):
Position 277: 0.9980840021595246
Position 2946: 0.4142922375742849
Position 1189: 0.3283448726949331
Position 2399: 0.25009436452052336
Position 6254: 0.19294542876524895
Position 5269: 0.11006166994969746
Position 857: 0.06812918990565525
Position 3116: 0.0455028989699324
Position 2172: 0.023748950744966364
Position 2298: 0.022259724082644747
Position 2377: 0.021165541687891174
Position 2637: 0.018244422531378132
Position 2209: 0.012762653613590438
Position 2249: 0.008824853779145964
Position 3546: 0.008805103559226042
Position 5583: 0.008106872073659382
Position 5315: 0.007366080336011238
Position 2281: 0.005339908208200278
Position 2082: 0.0033611718488151215
Position 181: 0.0009501077532606818
Position 1222: 0.0007096380366519214
Position 1083: 0.0006527012606546024
Position 1727: 0.0004960788726066388
Position 2236: 0.0004745372518100021
Position 1575: 0.0003864832700072917
Position 2971: 0.0002765189219573065
Position 825: 0.00022846556615134904
Position 1162: 0.00020397275869806213
Position 978: 0.0001185207545848804
Position 1967: 0.00010352326615194047
Position 1460: 0.00010304878368022538
Position 1074: 9.706836347359927e-05
Position 1126: 8.333081557140942e-05
Position 619: 6.591733752992395e-05
Position 913: 5.8657904428478945e-05
Position 712: 2.9066395639304066e-05
Position 2412: 2.0126979948730913e-05
Position 454: 1.830317021514076e-05
Position 526: 1.3175340677655259e-05
Position 1892: 1.19452305910497e-05
Position 10: 1.0244622247737303e-05
Position 1918: 8.494006401867267e-06
Position 281: 6.880823767212579e-06
Position 1030: 6.321041223183747e-06
Position 415: 6.0897581643774455e-06
Position 595: 5.785467807801849e-06
Position 891: 5.7300682713185795e-06
Position 1344: 4.6374741676396895e-06
Position 32: 4.123916103306921e-06
Position 2194: 3.433987081175155e-06
Position 70: 1.2791323133228877e-06
Position 764: 1.1885816245075097e-06
Position 442: 6.074058860772244e-07
Position 461: 3.296864984023659e-07
Position 810: 2.7271362391214815e-07
Position 150: 1.4992056188892265e-07
Position 706: 1.0542172451698875e-07
Position 727: 9.685222414842327e-08
Position 1387: 5.3976642303781755e-08
Position 716: 4.0354355332010805e-08
Position 1396: 3.6267083025398336e-08
Position 1455: 2.6346365639652644e-08
Position 1414: 1.8183623693238043e-08
Position 228: 1.2232728320538665e-08
Position 1055: 1.042475987152703e-10
Position 507: 6.839197489465419e-14
Position 237: 1.4433418302394598e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6125: 0.38851893874695337
Position 2790: 0.24099233233409853
Position 940: 0.21068621387179404
Position 2767: 0.1834944863574133
Position 2316: 0.16787885696101537
Position 2208: 0.15779968802710373
Position 10692: 0.13919804031398866
Position 5113: 0.12038240342114705
Position 3034: 0.11921859406122605
Position 10994: 0.11731982576847498
