Gene = NICN1
index = 941
Annotated 5SS: [ 219 3075 3444 3960 4378]
Annotated 3SS: [2897 3329 3887 4272 4451]
SMsplice 5SS: [ 219 3444 3960 4378]
SMsplice 3SS: [3329 3819 4272 4451]
top_k =  500
Partition function (log Z): 1.2048818723788055

Sorted 5' Splice Sites (High to Low Probability):
Position 3444: 0.9951169218134648
Position 219: 0.9611325290855718
Position 4378: 0.9067620714286727
Position 3960: 0.6102701042230961
Position 2453: 0.48503337537071467
Position 3977: 0.2794168145355242
Position 3075: 0.21998252354708672
Position 4021: 0.06034007214956625
Position 1487: 0.05594142625475459
Position 2984: 0.0355375758310973
Position 3127: 0.030542393158000995
Position 232: 0.025776466216310894
Position 2566: 0.019939929580769712
Position 3031: 0.015561429099679688
Position 3050: 0.014491284825499794
Position 2423: 0.012465310492419725
Position 138: 0.011361809227595155
Position 1622: 0.010045177851960373
Position 513: 0.009922542964746386
Position 1606: 0.006547616527325035
Position 2803: 0.00528563989583334
Position 457: 0.004744346757950348
Position 1510: 0.0032878267393024736
Position 5916: 0.003146998535823481
Position 2511: 0.003087633292821434
Position 3955: 0.0028900472300854765
Position 3597: 0.0024016786509768683
Position 5100: 0.002243341088154617
Position 1008: 0.002121895031259309
Position 1527: 0.0020359302583017507
Position 1395: 0.001609436462071475
Position 3244: 0.0015444172007802195
Position 3934: 0.0013554486136934816
Position 4742: 0.0013025270001915965
Position 3729: 0.0012198614161243503
Position 2552: 0.0011383008246376358
Position 4382: 0.001096619349866507
Position 1952: 0.0010754153128063766
Position 475: 0.0007820470002294492
Position 4946: 0.000722782838934038
Position 2598: 0.0005985242292631806
Position 2953: 0.0005120950458276891
Position 277: 0.0004628001866410578
Position 4200: 0.0004500651499426328
Position 3518: 0.00036603746649982726
Position 2131: 0.00036200283832066836
Position 3054: 0.00034439737896178836
Position 3522: 0.00032917143353971716
Position 2988: 0.0003171427394134461
Position 823: 0.00026969189540174886
Position 6077: 0.00025021164250677404
Position 3559: 0.00021721213830151314
Position 3665: 0.00019510992143445335
Position 683: 0.00019169978846714946
Position 520: 0.00012749549511167232
Position 1540: 0.00010287337025965338
Position 3750: 0.00010193523969540916
Position 147: 9.0500101617415e-05
Position 466: 8.870163906286632e-05
Position 715: 8.846017170730956e-05
Position 1326: 8.117360005545333e-05
Position 1689: 6.992946614300561e-05
Position 497: 5.2403713611399064e-05
Position 343: 4.686200426021219e-05
Position 1477: 2.959535269649809e-05
Position 986: 2.0665243725782164e-05
Position 541: 1.934151285364891e-05
Position 3510: 8.527157795204132e-06
Position 3448: 5.831179044900584e-06
Position 102: 5.718940187373568e-06
Position 3513: 5.322410808886931e-06
Position 4544: 5.321062210268985e-06
Position 114: 4.039357629693226e-06
Position 919: 1.6311270435340857e-06
Position 36: 1.3896928777417913e-06
Position 995: 1.2998063716598187e-06
Position 180: 1.0247009248325018e-06
Position 4871: 7.44063511900366e-07
Position 4568: 6.85983279527311e-07
Position 39: 4.787316371874236e-07
Position 280: 3.849304256365669e-07
Position 69: 3.6917923261788025e-07
Position 59: 1.1245550746929716e-07
Position 126: 8.045061543186339e-08
Position 4452: 6.719149414719594e-08
Position 89: 3.67307116856957e-08
Position 4306: 2.7407437941936728e-08
Position 371: 2.359920352603606e-08
Position 363: 4.968479869172e-09
Position 81: 3.2301029336936674e-09
Position 189: 3.1291082044767904e-09
Position 174: 1.913685226036167e-09
Position 204: 1.2200477567942705e-09
Position 96: 4.8091635030976136e-11
Position 320: 1.9441581276010016e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3329: 0.9295370577620591
Position 4272: 0.8199207042021679
Position 3819: 0.7931237068035715
Position 4451: 0.6673667996206475
Position 2365: 0.5005231662696926
Position 2897: 0.24032614852069661
Position 3887: 0.07902597924438849
Position 5029: 0.0735948370509294
Position 1379: 0.06665959932697878
Position 3864: 0.05087763705155652
Position 2903: 0.04061808521892582
Position 6187: 0.03838236271086293
Position 4831: 0.03309094199614386
Position 3772: 0.0321813932848109
Position 4958: 0.03159366452470246
Position 3349: 0.030095457905069577
Position 4989: 0.02680838102928922
Position 2957: 0.022140391190597176
Position 3234: 0.021771011891511
Position 2334: 0.020685157654354625
Position 4538: 0.020645028873740437
Position 5597: 0.018374657558526696
Position 4292: 0.01696273633128799
Position 4314: 0.016546145974658994
Position 4628: 0.016167746374554037
Position 4269: 0.015706763166709034
Position 438: 0.010050195533128537
Position 6121: 0.009404392690372045
Position 4179: 0.009334820622204112
Position 3408: 0.00875954833433281
Position 4311: 0.00847284365356373
Position 4153: 0.007831287530914968
Position 5943: 0.007645784897223128
Position 3380: 0.006674995057695708
Position 5815: 0.006319913221547848
Position 4836: 0.005752185617937911
Position 2931: 0.005192939263338688
Position 1325: 0.004951312479651153
Position 389: 0.0044455058447575475
Position 3031: 0.0043875633510253205
Position 5787: 0.0040717003762400315
Position 1414: 0.003732001987523179
Position 4330: 0.0036225030935119074
Position 5572: 0.0033839478323893905
Position 4507: 0.003323285753663116
Position 4588: 0.0031134679348559353
Position 4289: 0.0030860363386579514
Position 5647: 0.0029655165049207095
Position 2918: 0.0029517492100208853
Position 4222: 0.002882675742858767
Position 5209: 0.0024263080797148557
Position 3749: 0.0023977604407780756
Position 2389: 0.0023419877913679384
Position 4282: 0.00223319516532261
Position 4130: 0.002093088764219901
Position 4557: 0.0020921262262962926
Position 4199: 0.0019690423544209646
Position 3649: 0.0019457909105093129
Position 906: 0.0018520285538756419
Position 5865: 0.0018027535409139636
Position 6178: 0.0016185871103198887
Position 5539: 0.0015944970708172183
Position 4664: 0.0015710385599172084
Position 4422: 0.0015687152896907157
Position 4305: 0.0015005445591845742
Position 2967: 0.0013455856320332452
Position 2306: 0.0011841370483436301
Position 5115: 0.0011056931550220044
Position 5762: 0.0010932806812579995
Position 5176: 0.0010535881943175114
Position 1271: 0.00094205879758918
Position 3927: 0.0009311520516031086
Position 5829: 0.0009047564522283335
Position 3194: 0.000879371850034813
Position 1274: 0.0008394493767079317
Position 2515: 0.0008244405979727413
Position 6069: 0.0008023461945375872
Position 3911: 0.0007861118908964941
Position 3563: 0.0007731076202527696
Position 5968: 0.000709059119205723
Position 5989: 0.0006961517427292276
Position 2848: 0.0006902881303855203
Position 2674: 0.0006621048135738669
Position 4885: 0.0006445696820678961
Position 3840: 0.0006223954385938246
Position 1480: 0.0006177706793634312
Position 202: 0.0005769092777405514
Position 6207: 0.0005722010255271066
Position 5389: 0.0005568826249882922
Position 3558: 0.0005413996735912503
Position 5428: 0.0005173385690984477
Position 1710: 0.0005107829399071032
Position 1594: 0.00048791349402637946
Position 5226: 0.00047938875298550107
Position 4058: 0.00044213674557124253
Position 5180: 0.00041611470989900707
Position 608: 0.00041353959969540384
Position 4194: 0.0004128557209342601
Position 363: 0.0003594299152022456
Position 4742: 0.0003392060215594643
Position 2032: 0.0003095669211645723
Position 4104: 0.0003043050975465093
Position 6010: 0.00030046333282791627
Position 3869: 0.00029899432325233496
Position 1849: 0.0002957608634132959
