Gene = PRRC1
index = 1080
Annotated 5SS: [  168  5974  7312  9170 12788 16178 21535 30313]
Annotated 3SS: [ 5850  6921  9008 12684 16013 21430 30209 34097]
SMsplice 5SS: [  168  7126  7312  9170 12833 16178 21535 30313]
SMsplice 3SS: [ 6921  7212  9008 12684 16013 21430 30209 30512]
top_k =  500
Partition function (log Z): 8.020545079822863

Sorted 5' Splice Sites (High to Low Probability):
Position 21535: 1.0000000000000002
Position 9170: 0.982341494585666
Position 16178: 0.9776524201422248
Position 30313: 0.9768910180807674
Position 7312: 0.9430064868889896
Position 168: 0.9293203884320782
Position 27078: 0.6993875369993127
Position 7126: 0.6682001371584824
Position 12833: 0.6604995389692608
Position 22451: 0.5390265418483662
Position 26303: 0.4235461786671031
Position 5974: 0.41336564120978186
Position 27264: 0.41200973647186007
Position 26657: 0.3502251545868809
Position 30526: 0.2909853997191171
Position 30819: 0.2651163760134846
Position 32792: 0.2613960405403205
Position 23912: 0.22317021122001796
Position 18649: 0.17441705968551152
Position 8644: 0.17146479878175783
Position 31107: 0.16625034279922649
Position 391: 0.15896417713293148
Position 21315: 0.14961831640950105
Position 8871: 0.1238121389321287
Position 15692: 0.1202782154077373
Position 18162: 0.11232700005881921
Position 26662: 0.11147969631151083
Position 30083: 0.11048905558557229
Position 32466: 0.09867073857056281
Position 14343: 0.09859533068145432
Position 17795: 0.09406907398742173
Position 32770: 0.08789265384723814
Position 14270: 0.08176639216149217
Position 12213: 0.06715094019215165
Position 6150: 0.06256835032713526
Position 18616: 0.06235145575530684
Position 20395: 0.061473801872063846
Position 12788: 0.05607302651048817
Position 11471: 0.055559600080865655
Position 32438: 0.055346164738930476
Position 23398: 0.05321028510707349
Position 8582: 0.048939077128805124
Position 27098: 0.04622020407409934
Position 9376: 0.046088714602051536
Position 34304: 0.04575328921372793
Position 4425: 0.04232609039091242
Position 11235: 0.04203247295476057
Position 5742: 0.03750412034267131
Position 24455: 0.036039504036587754
Position 17380: 0.03392216011971726
Position 10558: 0.03271406597022855
Position 56: 0.03248154650548796
Position 27323: 0.031295612969634075
Position 12809: 0.030106980418426733
Position 7953: 0.029888269124582836
Position 14295: 0.023671368823112587
Position 31900: 0.022546493396191376
Position 17888: 0.020268181242431335
Position 5307: 0.017428397452389336
Position 9126: 0.017314186686522706
Position 13658: 0.01724214306068062
Position 4883: 0.016688085363986662
