Gene = NOL9
index = 950
Annotated 5SS: [  429  4140  4965  9491  9710 12706 21256 22073 22568 25542 27840]
Annotated 3SS: [ 3919  4836  9354  9612 12607 21093 21774 22455 25363 27705 28531]
SMsplice 5SS: [  429  2191 16437 16673 16949 21256 22568 25542 27840]
SMsplice 3SS: [ 2143 16274 16546 16790 21093 22455 25363 27705 28531]
top_k =  500
Partition function (log Z): -3.936548992640978

Sorted 5' Splice Sites (High to Low Probability):
Position 16673: 0.9999995161104207
Position 21256: 0.9577636173663201
Position 16949: 0.9304779639452172
Position 22568: 0.8495591996435552
Position 429: 0.8275685898984936
Position 27840: 0.7988406076638729
Position 25542: 0.7709363802460413
Position 4965: 0.7197369496844842
Position 2191: 0.6730710842805511
Position 9491: 0.6454590603285658
Position 16437: 0.6111443270829802
Position 20895: 0.31258711858189897
Position 19286: 0.3103884987257323
Position 613: 0.2273557004602294
Position 26035: 0.1755957851342863
Position 6032: 0.16463506350355217
Position 21881: 0.16076988296633726
Position 20963: 0.14390915295636425
Position 4140: 0.1355962876197508
Position 22002: 0.10833762438941164
Position 23664: 0.09345790085014548
Position 22073: 0.0878662937520186
Position 2404: 0.08644000608512238
Position 22328: 0.07351017289565394
Position 378: 0.0695388977286644
Position 30237: 0.059880477049170634
Position 954: 0.036202430185221304
Position 21853: 0.03476761902099168
Position 21298: 0.030429516581923437
Position 158: 0.02889822184277983
Position 4157: 0.027531492375905676
Position 23090: 0.02475770420188215
Position 17241: 0.02227694751880658
Position 2216: 0.016506162940542985
Position 7571: 0.016110419148300546
Position 2037: 0.015242444505761503
Position 28087: 0.013121437794867704
Position 2423: 0.011439685819952106
Position 32720: 0.01069758995817458
Position 606: 0.009613752293644641
Position 433: 0.00953770796162955
Position 28122: 0.009433837924310557
Position 2261: 0.006220460208580428
Position 3974: 0.00435962341002379
Position 573: 0.004218198201928535
Position 446: 0.003767026291962542
Position 13: 0.0030813795374474134
Position 28779: 0.003066262299976665
Position 28660: 0.0028341773951009986
Position 163: 0.0024583104854663702
Position 237: 0.001812958930223869
Position 90: 0.0018129487089150248
Position 4047: 0.0016439737872011762
Position 26078: 0.0015972593594276159
Position 4939: 0.001545548028838154
Position 5123: 0.0015091199282013597
Position 1493: 0.001428726648124255
Position 22395: 0.0014050723751166886
Position 29357: 0.0013079522536097665
Position 4914: 0.0012743520378875046
Position 28166: 0.0012618977597818922
Position 2274: 0.0012588079064938802
Position 185: 0.0011155393220125293
Position 1393: 0.00110555238520779
Position 23011: 0.0011043559596848134
Position 3334: 0.0008064393448835893
Position 5125: 0.000757518472711699
Position 28678: 0.0007214196565741925
Position 3559: 0.0006689914215773291
Position 2626: 0.0006669474566542166
Position 2234: 0.0005685042207837869
Position 3968: 0.000561201310686517
Position 2461: 0.0005406123088346548
Position 179: 0.000509955555582695
Position 22852: 0.0005030827414793197
Position 21132: 0.0002992675959092877
Position 502: 0.0002390724778812559
Position 203: 0.0001976062545854721
Position 1156: 0.00015249170991388325
Position 5090: 0.00012941508479716914
Position 387: 9.516606428823044e-05
Position 1940: 8.958027180646653e-05
Position 4304: 8.331497453430611e-05
Position 1151: 7.472653524597405e-05
Position 1817: 6.604999790801535e-05
Position 3776: 6.524919882792182e-05
Position 2025: 6.414059058336611e-05
Position 1525: 6.051730628292472e-05
Position 1922: 5.6538504296503516e-05
Position 996: 3.9616207305182035e-05
Position 1012: 3.8466263386457176e-05
Position 1419: 3.3471157911674166e-05
Position 1297: 3.236339315570057e-05
Position 2031: 2.7260334923351043e-05
Position 2221: 2.2418512435232784e-05
Position 420: 7.204802315432299e-06
Position 239: 2.7516862078517305e-06
Position 64: 2.13864761525616e-06
Position 320: 1.393672889558097e-06
Position 557: 1.088594386500581e-06
Position 449: 6.488560020511951e-07
Position 210: 3.263604109520266e-07
Position 349: 1.714665698921844e-07
Position 628: 1.5003198490303172e-07
Position 577: 7.839138648629807e-08
Position 452: 1.7878467593656147e-09
Position 73: 1.705796868388803e-10

