Gene = GTF2E1
index = 628
Annotated 5SS: [   63  8269 28198 33933]
Annotated 3SS: [ 7790 27995 33690 38310]
SMsplice 5SS: [  240 28198 33933]
SMsplice 3SS: [27995 33690 38310]
top_k =  500
Partition function (log Z): -24.517911455197154

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.8447775349506074
Position 7877: 0.5072734222674918
Position 9230: 0.2842051583549799
Position 5612: 0.10022911437414297
Position 3148: 0.09032294836196532
Position 9962: 0.08335599591183632
Position 436: 0.05523756191247648
Position 63: 0.0530009700331947
Position 387: 0.026396019779502757
Position 14618: 0.025863419816208304
Position 3475: 0.02211326552858297
Position 8269: 0.02054635423628031
Position 5946: 0.019591573949074858
Position 7220: 0.018443016986173698
Position 10: 0.014628203789410184
Position 7077: 0.01164175182193902
Position 1577: 0.009496973051019179
Position 3395: 0.008733267086691577
Position 379: 0.008451207400015443
Position 6242: 0.008378450843487815
Position 1605: 0.008307867689135752
Position 7868: 0.004466923474517266
Position 9265: 0.004381596057793496
Position 7297: 0.003769799397192154
Position 2313: 0.001736395040251691
Position 4953: 0.0015631274022670364
Position 228: 0.001142488174113525
Position 5274: 0.0006032390151758871
Position 2448: 0.0005178987785323749
Position 4569: 0.0003769724994464962
Position 1217: 0.00030590019746870047
Position 4474: 0.0002675444055705018
Position 371: 0.00020268958148811158
Position 892: 0.000138087018692967
Position 402: 0.00010078974923969741
Position 561: 9.037640817606989e-05
Position 506: 7.725802343496368e-05
Position 400: 6.854838112334307e-05
Position 1094: 6.793177549025484e-05
Position 86: 6.514140736240073e-05
Position 1193: 5.835492117925005e-05
Position 764: 5.134135176621281e-05
Position 433: 3.9523484280725704e-05
Position 2304: 3.040013285493545e-05
Position 2956: 2.9351592318123772e-05
Position 1882: 2.5649523191403234e-05
Position 3102: 1.5334857516147777e-05
Position 2526: 1.2357227586245518e-05
Position 1269: 1.2215149417215253e-05
Position 1209: 1.0460195874439755e-05
Position 1068: 1.0182606838797542e-05
Position 2905: 9.94719279976078e-06
Position 1562: 8.513320069439375e-06
Position 845: 7.93754610233039e-06
Position 452: 6.355520505994416e-06
Position 34: 5.9405204278966875e-06
Position 802: 5.666550788936407e-06
Position 93: 1.2990722592859459e-06
Position 37: 2.5610733408922057e-07
Position 264: 2.1523588693296012e-07
Position 79: 1.5891518508932018e-07
Position 13: 1.4366447133042922e-07
Position 226: 8.417711625509915e-08
Position 290: 8.239440349905606e-08
Position 72: 6.389249122815713e-08
Position 45: 5.1566762268464536e-08
Position 43: 3.8383655182103806e-08
Position 266: 3.4972375031602985e-08
Position 473: 2.0895931640369847e-08
Position 183: 1.1854227040722629e-08
Position 192: 1.0767316872718582e-08
Position 300: 9.281956168500546e-09
Position 518: 6.393504859959973e-09
Position 307: 4.765087334218401e-09
Position 315: 3.4327425973745042e-09
Position 406: 3.3426933083601056e-09
Position 685: 2.5552568684873237e-09
Position 565: 2.523337084876738e-09
Position 404: 2.25270664128222e-09
Position 461: 2.0656858497994025e-09
Position 459: 8.751237811069478e-10
Position 421: 7.181794758633909e-10
Position 351: 4.113060548669696e-10
Position 174: 1.523181431469915e-10
Position 390: 4.3748271231666336e-11
Position 333: 4.474500118385473e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14354: 0.5276724326767926
Position 7790: 0.5161148276024982
Position 9052: 0.39773900076402313
Position 5465: 0.10467017755076388
Position 15570: 0.0690963761628108
Position 14703: 0.0607132583226969
Position 3001: 0.057825917665132946
Position 9844: 0.05132696686578259
Position 16653: 0.04081885180716585
Position 3316: 0.04071116976018109
Position 9817: 0.026432967020911996
Position 5804: 0.023659476426451744
Position 11533: 0.02315323014392494
Position 9672: 0.020772388636818975
Position 2852: 0.01954538614376192
Position 7678: 0.018789726643517083
Position 10888: 0.014609935512640001
Position 17170: 0.014048827438337257
Position 16992: 0.013626822365663788
Position 7176: 0.012763776849776743
Position 1394: 0.01256163576142162
Position 9626: 0.011728552178599142
Position 7012: 0.011332325714962217
Position 9324: 0.010689122977967648
Position 8044: 0.009594501503447619
Position 2955: 0.009460100632656555
Position 5982: 0.008877210548337143
Position 7204: 0.008302309780709503
Position 13012: 0.007857776272966582
Position 202: 0.0074793785819772226
Position 4684: 0.007204790079680503
Position 9120: 0.0056738020786363304
Position 6862: 0.004628288916946123
Position 8021: 0.004587106165618947
Position 12722: 0.004311272224908112
Position 10755: 0.004067100964314181
Position 6189: 0.0034759521995545413
Position 10850: 0.0032051164786077533
Position 561: 0.002809809079308039
Position 10306: 0.0028097972580651337
Position 3030: 0.002255420799686617
Position 9688: 0.002186008685856517
Position 2211: 0.002040930326181647
Position 7644: 0.002025827896270934
Position 7115: 0.0018562950515113492
Position 3524: 0.0018360855007066308
Position 630: 0.0017922594357891047
Position 9902: 0.0017211002387092647
Position 4790: 0.001663806107708224
Position 5576: 0.0016524221836457516
Position 8599: 0.001599032570440297
Position 1976: 0.0014730303703465201
Position 1526: 0.0013920467591013602
Position 4416: 0.0013451622280427592
Position 5506: 0.001286683691297562
Position 7936: 0.0012118070862510298
