Gene = UFC1
index = 1527
Annotated 5SS: [ 369 3266 3566 3942 4460]
Annotated 3SS: [3197 3501 3864 4368 4659]
SMsplice 5SS: [ 319 3266 3595 3942 4460]
SMsplice 3SS: [3197 3501 3846 4368 4659]
top_k =  500
Partition function (log Z): 5.578028841025671

Sorted 5' Splice Sites (High to Low Probability):
Position 3942: 0.9540788874818238
Position 3266: 0.9330581459655888
Position 4460: 0.8910730794591031
Position 319: 0.6330420491305818
Position 3595: 0.6054550676640339
Position 3566: 0.3337009242172717
Position 195: 0.22261827073261917
Position 369: 0.130833307087044
Position 98: 0.04991490019811475
Position 3740: 0.04590782785265614
Position 1833: 0.040675865289238666
Position 3270: 0.03224726967205841
Position 3287: 0.031770404453186775
Position 556: 0.016233517540546635
Position 1474: 0.014569770732917065
Position 1940: 0.012298552761111362
Position 1080: 0.008738778933400863
Position 19: 0.0043588924016697474
Position 628: 0.00412226064715082
Position 4148: 0.0037722976248123047
Position 2227: 0.0036980757170949055
Position 1916: 0.0019995989654783557
Position 3484: 0.0017399591127508342
Position 3689: 0.0015831715406590646
Position 1162: 0.001524543596181643
Position 106: 0.0014556189817964088
Position 288: 0.0013175246510542065
Position 1017: 0.0012519507005094648
Position 1320: 0.0011955293050237336
Position 3797: 0.001162564120997542
Position 3625: 0.001134227787601697
Position 326: 0.0010408258541684911
Position 3936: 0.0010003488791858026
Position 330: 0.0009907901048462195
Position 2596: 0.0008981406860661108
Position 3520: 0.0008583395878502579
Position 4055: 0.0008181988645657582
Position 530: 0.0006651222899558458
Position 3294: 0.0006090821339672347
Position 2137: 0.0005669494704423438
Position 3502: 0.0005568516994992991
Position 139: 0.000504432945599742
Position 651: 0.0004731270947668628
Position 4626: 0.00042555319509025684
Position 173: 0.00040885629628595126
Position 2729: 0.0003129215887366504
Position 2233: 0.00031072167114461744
Position 2564: 0.00029012852966652604
Position 561: 0.0002833422815745566
Position 1460: 0.00025832168686674414
Position 2354: 0.00024815134547489045
