Gene = AZI2
index = 123
Annotated 5SS: [  527  8726 10635 11191 12391 16759 22296]
Annotated 3SS: [ 8504 10511 11090 12241 16699 22176 24672]
SMsplice 5SS: [  445  7616  8726 10635 11191 22296]
SMsplice 3SS: [ 7479  8504 10511 11090 22176 27202]
top_k =  500
Partition function (log Z): -6.934157151692432

Sorted 5' Splice Sites (High to Low Probability):
Position 8726: 0.9817027453994831
Position 7616: 0.9198438531170974
Position 10635: 0.7204845551975881
Position 11191: 0.6541536588512661
Position 445: 0.49339439764678483
Position 12391: 0.4796477313918902
Position 16759: 0.3854071436841597
Position 456: 0.3361953957729271
Position 10425: 0.2529535942415447
Position 10709: 0.24098036429165945
Position 19125: 0.19366513518753206
Position 19256: 0.1195773955966862
Position 9549: 0.09531663779863617
Position 11699: 0.09508577560560708
Position 527: 0.08332242201877982
Position 1055: 0.07782188343356906
Position 19507: 0.07544647521149248
Position 5820: 0.07152717918671064
Position 11602: 0.0647608567027054
Position 13117: 0.056192514778625836
Position 1543: 0.035351397988451404
Position 3094: 0.03013183464685389
Position 2865: 0.030100743664702542
Position 9267: 0.0297339374300904
Position 3187: 0.029504375045058352
Position 967: 0.023966662966610656
Position 9167: 0.021422978390606865
Position 252: 0.019428847475969572
Position 7591: 0.01730234216839517
Position 10590: 0.01660152466999742
Position 2592: 0.01410324359473193
Position 2587: 0.013784272372384642
Position 11591: 0.012729864295443975
Position 4809: 0.012186228197168244
Position 3099: 0.011934594783248322
Position 9433: 0.010280628714542675
Position 9262: 0.008803744302925246
Position 427: 0.0069741440678298796
Position 9102: 0.006954437833943499
Position 3478: 0.006780636427097601
Position 6698: 0.00628007889893963
Position 9666: 0.00583722917952022
Position 2475: 0.005609293445303532
Position 10149: 0.005406733937320382
Position 5600: 0.005376122196314174
Position 10161: 0.005166786191078909
Position 7989: 0.004744475927289565
Position 16626: 0.0046059818876809325
Position 8995: 0.00404300509052387
Position 6587: 0.0037944087638842184
Position 11542: 0.0032579564053660695
Position 905: 0.0030948275372230253
Position 5904: 0.0030810539069598833
Position 231: 0.0029500544566141607
Position 11175: 0.0017518001566065443
Position 10560: 0.00109374230586424
Position 16197: 0.0010206918698058892
Position 92: 0.000850653317838793
Position 212: 0.0008077239307398142
Position 9901: 0.0004065706423612913
Position 8004: 0.0004007162410394234
Position 1177: 0.0003892521076529527
Position 7574: 0.0003635253819122858
Position 1158: 0.00033154602256245115
Position 184: 0.0002909696895731682
Position 242: 0.0002904487502379845
Position 9064: 0.0002815420447668099
Position 1003: 0.0002750135981383534
Position 11269: 0.0002299587035425329
Position 2448: 0.00022039471626000292
Position 11480: 0.0001774639475111919
Position 11501: 0.0001583356998778942
Position 11474: 0.0001229387827522603
Position 9308: 6.88085701344718e-05
Position 11420: 5.981126058782955e-05
Position 1493: 5.298855745095536e-05
Position 2315: 4.953529018971918e-05
Position 2398: 4.556679093618367e-05
Position 271: 4.371364503160202e-05
Position 2483: 3.567945493863643e-05
Position 8907: 3.230378942902218e-05
Position 1412: 2.5566693236575246e-05
Position 2437: 2.3467590190791628e-05
Position 928: 1.1437722958823923e-05
Position 399: 6.897179185699364e-06
Position 206: 1.4787027118897858e-06
Position 424: 1.0543862117737018e-06
Position 549: 6.508383074552233e-07
Position 104: 4.841310680904087e-07
Position 765: 4.148039498275545e-07
Position 334: 6.862150767053099e-08
Position 602: 6.711296872376088e-08
Position 460: 5.7121829508563044e-08
Position 11062: 5.008192870636413e-08
Position 531: 4.62128766896119e-08
Position 511: 4.030843549439105e-08
Position 299: 9.843070373555827e-09
Position 316: 3.3627312910389837e-09
Position 363: 3.116214780159837e-09
Position 401: 2.366279382072158e-09
Position 589: 9.437053752615988e-10
Position 449: 2.4018501327021254e-13
Position 387: 1.138222582272215e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8504: 0.9493837715074633
Position 10511: 0.717288294344144
Position 7479: 0.5647813277915297
Position 11090: 0.547846202649189
Position 18980: 0.44633281000823233
Position 12241: 0.4251264712225796
Position 7530: 0.3569628574058703
Position 16594: 0.3442269787535447
Position 10359: 0.28391775071016573
Position 17176: 0.21638541113478338
Position 10470: 0.19859803672819074
Position 21581: 0.1974087588911652
Position 21563: 0.17389579889083243
Position 22176: 0.10801187785268193
Position 11590: 0.10585892457584509
Position 19296: 0.08185335053067103
Position 9385: 0.08014549882931273
Position 11419: 0.06841616698824286
Position 11118: 0.06187014198960131
Position 8974: 0.05918702053025276
Position 2976: 0.058937082068939016
Position 16699: 0.053642966260182307
Position 13038: 0.0408356701480043
Position 12167: 0.03213863030554707
Position 5651: 0.0319860647527921
Position 2745: 0.031296587272108115
Position 11372: 0.026805042120276835
Position 11310: 0.026577783368991817
Position 10993: 0.0256033662901492
Position 8465: 0.02369717107315828
Position 11394: 0.021952223264192876
Position 9252: 0.02028301172557427
Position 13068: 0.01795828526939594
Position 5773: 0.017525992966808054
Position 1380: 0.01744830593936042
Position 17172: 0.01538572254647819
Position 5654: 0.013950623302071951
Position 10274: 0.01276417377133633
Position 12141: 0.012700060992415559
Position 2514: 0.012407397780488107
Position 7482: 0.012071204946533052
Position 5630: 0.011145552071998417
Position 746: 0.010743658250620585
Position 9011: 0.01072802160856411
Position 16043: 0.010660450320620147
Position 4622: 0.009955479488334132
Position 12192: 0.009835304841107615
Position 14753: 0.0086136493060398
Position 2343: 0.007878024628599498
Position 375: 0.007476121555421593
Position 3132: 0.007240741916647743
Position 2422: 0.007192312119179394
Position 822: 0.006904656704681702
Position 16196: 0.006682855770966293
Position 12184: 0.006467162787755162
Position 10907: 0.006003776446579763
Position 6498: 0.005957121098122519
Position 900: 0.005712136614398949
Position 11014: 0.005602905452073435
Position 841: 0.005422589095430234
Position 5450: 0.00537612219631417
Position 1015: 0.005361402744408908
Position 10016: 0.005326782109766063
Position 9883: 0.005262815422695015
Position 1250: 0.005156242725311876
Position 312: 0.004935767513195911
Position 15679: 0.004818166655396831
Position 9390: 0.004734666114097252
Position 3285: 0.00456726808487491
Position 10518: 0.004300028773700958
Position 16328: 0.004067225333817086
Position 10533: 0.003991841755810241
Position 7434: 0.003694330523471406
Position 10399: 0.003567457664621462
Position 13381: 0.0033445611143618132
Position 2472: 0.0032633003205625568
Position 957: 0.00316611471695414
Position 8648: 0.0031555701200957353
Position 6630: 0.003136349462507574
Position 10484: 0.0031059320150398618
Position 8525: 0.0030737611395588275
Position 10934: 0.002970738845522766
Position 7687: 0.002733089533898609
Position 13443: 0.0025912224489988856
Position 2447: 0.0025015526277039134
Position 8600: 0.002394825851533151
Position 9365: 0.0023762389834887797
Position 13720: 0.00232838404608797
Position 12750: 0.0023055021823492512
Position 10829: 0.0021951999233619894
Position 693: 0.0021680828013996155
Position 11132: 0.002063137425609303
Position 9101: 0.0019578246158955307
Position 10182: 0.0019058806348568535
Position 15068: 0.0018412810655358861
Position 11425: 0.0017432377156855127
Position 9415: 0.001644336541750661
Position 966: 0.001610001385978303
Position 11049: 0.0016085372627833575
Position 3348: 0.0015570337566263041
Position 2788: 0.001523176882303327
Position 18585: 0.0015048883693196688
Position 10603: 0.001482424212805398
Position 12764: 0.001469597893642456
Position 1416: 0.0013661117359659773
Position 880: 0.0013568574335364732
Position 12668: 0.0012812692108253457
Position 7775: 0.0012808668723794455
Position 4787: 0.001256603613796183
Position 16125: 0.0011818672772607778
Position 11542: 0.0011791642628833875
Position 2840: 0.0011624890549228226
Position 1366: 0.0011174168793181443
Position 1461: 0.0009993072905726925
Position 6459: 0.0009810171021937576
Position 1420: 0.000980544193627894
Position 4700: 0.0009528777194318485
Position 9173: 0.0008944199608374247
Position 10812: 0.0008657526705436592
Position 2953: 0.0008536184092749288
Position 15770: 0.0008494644134959652
Position 1455: 0.0008266296536338425
Position 15094: 0.0007414895738079982
Position 659: 0.000673280339285608
Position 3471: 0.0006385832119883857
Position 3023: 0.0006046127912141387
Position 7793: 0.0005970274197139128
Position 10309: 0.0005958647672318621
Position 1437: 0.000594419538485007
Position 1231: 0.0005822235181660688
Position 12622: 0.0005702200241425857
Position 2263: 0.0005601383616441608
Position 7859: 0.0005342083423370228
Position 8992: 0.00044639879096712354
Position 14015: 0.00042780580378819905
Position 338: 0.00040725364963196346
Position 925: 0.0004058914835890324
Position 10692: 0.00030705092574753647
Position 9476: 0.00030011756520861247
Position 10425: 0.000289044403003039
Position 9420: 0.00024390988302436985
Position 12549: 0.0002091765118028076
Position 1492: 0.00019243784560359713
Position 9346: 0.00018984965308743026
Position 709: 0.0001887330479375784
Position 11262: 0.0001840869935752971
Position 11097: 0.0001654293272802689
Position 10911: 0.00016399073793554728
Position 9123: 0.0001636401981710736
Position 9699: 0.00010130965101605507
Position 9729: 9.709061464351688e-05
Position 2402: 8.599806524482986e-05
Position 9836: 8.20179777640523e-05
Position 9900: 5.8776965496633585e-05
Position 9797: 5.129802937924182e-05
Position 10998: 5.065471589944105e-05
Position 9354: 3.573273517204616e-05
Position 10883: 3.306307339595964e-05
Position 4496: 2.1267375606072915e-05
Position 2707: 1.967399787418896e-05
Position 8269: 1.7671367887101788e-05
Position 372: 1.7448627534603277e-05
Position 887: 1.559353519332649e-05
Position 8837: 1.2998835673541454e-05
Position 410: 1.0779101454383079e-05
Position 2288: 9.418781269111256e-06
Position 3311: 9.338359147977479e-06
Position 1054: 9.220799659207334e-06
Position 1080: 8.416845635979378e-06
Position 3324: 8.41301446002533e-06
Position 8920: 8.317081542503837e-06
Position 393: 7.64907935303607e-06
Position 341: 7.181411331509925e-06
Position 2163: 4.840177857407495e-06
Position 1440: 4.01533701835393e-06
Position 2369: 2.036138965272773e-06
Position 1127: 1.0925863832027284e-06
Position 514: 8.054973471832707e-07
Position 1058: 7.665728813590181e-07
Position 334: 7.36958691436286e-07
Position 885: 7.334425917105674e-07
Position 9510: 6.504665938821232e-07
Position 9055: 2.489720984367987e-07
Position 8314: 6.374063208293841e-10
