Gene = GBE1
index = 578
Annotated 5SS: [   787  56718  91324 112366 113306 115770 119381 168254 171125 176070
 180997 184237 225251 226967 263052]
Annotated 3SS: [ 56547  91207 112239 113169 115678 119170 168137 170996 175970 180885
 184064 225065 226835 262933 271697]
SMsplice 5SS: [   787   4522   8963  22478  25252  56718  65919  91324 103408 107241
 112366 113306 115770 118031 145473 168254 171125 176070 180997 184237
 200977 201163 225251 241104 253541 253808 259839]
SMsplice 3SS: [  4283   8742  22387  25133  56547  65807  91207 103288 107159 112239
 113169 115678 117900 145344 168137 170996 175970 180885 184152 200832
 201085 225065 240977 253468 253710 259752 271697]
top_k =  500
Partition function (log Z): -116.1703538979222

Sorted 5' Splice Sites (High to Low Probability):
Position 4522: 0.997726319819583
Position 787: 0.8872656056731387
Position 8963: 0.8274477934946931
Position 1435: 0.5264500249445934
Position 4025: 0.5149422962422799
Position 1061: 0.4501693590885273
Position 1842: 0.44939490639959245
Position 4218: 0.28137676123778843
Position 8796: 0.22898774209789236
Position 1773: 0.20232455844560018
Position 9611: 0.18140101332589273
Position 3100: 0.1586494640483916
Position 4749: 0.14847488883937268
Position 4981: 0.06497195854117901
Position 28: 0.053641966440757256
Position 10471: 0.047487246933413885
Position 1549: 0.040168063176008004
Position 15229: 0.039036991452106116
Position 362: 0.03853637211984115
Position 237: 0.02211576502195387
Position 406: 0.021905837741924287
Position 262: 0.021212149758288668
Position 3808: 0.017285234964016384
Position 210: 0.016669674766529488
Position 8638: 0.015574648198842177
Position 8813: 0.015081213811477092
Position 3755: 0.013746037815858411
Position 1194: 0.006736310807199571
Position 21: 0.006287113108634878
Position 2176: 0.005577330478284498
Position 3354: 0.005224533109632087
Position 10870: 0.0046740949557141235
Position 3178: 0.004195222037301683
Position 194: 0.004137469344257975
Position 1172: 0.003914566096485853
Position 1400: 0.003909675498893868
Position 1913: 0.0036939665071419056
Position 1167: 0.0031789929911553235
Position 206: 0.0030921919577247704
Position 1128: 0.003054576866142856
Position 1766: 0.00301924875920839
Position 2118: 0.002720720134895326
Position 351: 0.0018972672034106085
Position 190: 0.0016101832029938176
Position 145: 0.000985442153330509
Position 1555: 0.0008196557631475643
Position 1382: 0.0007713637716513753
Position 967: 0.0006269770435885167
Position 935: 0.0005508313555131505
Position 3812: 0.0004976943574636685
Position 1396: 0.000495761933239192
Position 3915: 0.0004921224953010803
Position 198: 0.00042458871434755295
Position 1154: 0.00038469753897182223
Position 1746: 0.0003173684893664788
Position 334: 0.00023005151971912594
Position 1402: 0.00018682849498342422
Position 313: 0.00010268434883459223
Position 1584: 7.925234242366869e-05
Position 1725: 6.490185227219351e-05
Position 384: 6.219095930364017e-05
Position 1375: 6.149150634236352e-05
Position 1237: 5.521237940859512e-05
Position 1463: 4.778410632215391e-05
Position 184: 4.2276162412469195e-05
Position 82: 3.598814351491656e-05
Position 1404: 3.497885732487509e-05
Position 18: 3.427685048418424e-05
Position 366: 9.5867171704536e-06
Position 5604: 9.164689098079321e-06
Position 169: 1.4614522621202208e-06
Position 122: 1.2601390007223173e-06
Position 46: 9.111836571473183e-07
Position 231: 7.697381776860831e-07
Position 12: 2.9878453396338125e-07
Position 70: 2.9165442297041e-07
Position 49: 2.751153729314336e-07
Position 99: 1.6669401748477253e-08
Position 4789: 1.5709031638651115e-08
Position 981: 1.191436112839401e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1664: 0.6201869571533646
Position 8742: 0.6070904590130601
Position 1318: 0.5571265656896119
Position 4283: 0.52711750398829
Position 3983: 0.5264893695965579
Position 960: 0.3370637633803987
Position 8880: 0.3330740320865379
Position 10688: 0.3317137006365695
Position 4129: 0.2373032632343942
Position 4438: 0.2175987724677252
Position 19455: 0.200657075242962
Position 4349: 0.19517638523296765
Position 9515: 0.18462896366414835
Position 8932: 0.12957972319296573
Position 4635: 0.11919237125983506
Position 15215: 0.1144845131415695
Position 2983: 0.09936508459589839
Position 13162: 0.07844949012169464
Position 15099: 0.0766512283028208
Position 679: 0.06792477320014458
Position 3741: 0.06468208747339672
Position 966: 0.06037418960469923
Position 2927: 0.05442653469585299
Position 4481: 0.04386513098367868
Position 4902: 0.041626313185065884
Position 10376: 0.038340279681544485
Position 1649: 0.03409873053405478
Position 4747: 0.02424121156110052
Position 10835: 0.02356075654477592
Position 10118: 0.021649870044453096
Position 13554: 0.021614846025060558
Position 11096: 0.02139722449771827
Position 5424: 0.020010085249807297
Position 893: 0.019487950049634963
Position 8591: 0.015763340705425972
Position 9754: 0.015215244025486185
Position 1043: 0.013950787393824137
Position 8164: 0.013004435483197331
Position 8410: 0.012975419959237271
