Gene = PLPPR1
index = 1041
Annotated 5SS: [   394 156849 241360 257528 280753 284266 288788]
Annotated 3SS: [156740 241170 257394 280501 284088 288655 295315]
SMsplice 5SS: [   394   1010   2029  13293  49479  72801  90314 102284 110974 134592
 139962 156849 168940 239330 241360 246779 257528 280357 280753 281599
 284266 288550 288788]
SMsplice 3SS: [   911   1927  13136  49353  72733  90211 102173 110849 134490 139879
 156740 168743 239199 241233 246692 257394 280162 280501 281524 284088
 288435 288655 295315]
top_k =  500
Partition function (log Z): -128.1488008330495

Sorted 5' Splice Sites (High to Low Probability):
Position 394: 0.9032100727121772
Position 13293: 0.8904825389396968
Position 2029: 0.730836988598766
Position 1010: 0.7044025780162269
Position 9434: 0.4336645539100214
Position 13029: 0.3643561069170589
Position 12717: 0.328327081017454
Position 17390: 0.27532375580491764
Position 15722: 0.22860028995612797
Position 14326: 0.15943934967382564
Position 12581: 0.1382888244993276
Position 8452: 0.11787143831719643
Position 13842: 0.11590736858222006
Position 999: 0.08748517828762449
Position 782: 0.06938013629510147
Position 7595: 0.06821891692584464
Position 13584: 0.01958571040400306
Position 753: 0.014790536344418058
Position 2023: 0.011175015123642619
Position 15695: 0.0074318966469699484
Position 360: 0.004072371317905357
Position 1521: 0.0035392037265389227
Position 1390: 0.002686349666071643
Position 1014: 0.002511169007102467
Position 1513: 0.0021728719866993726
Position 491: 0.001476845713444149
Position 2906: 0.00121354227758526
Position 757: 0.001138559694800264
Position 839: 0.0010740049269405332
Position 1586: 0.001057124798445051
Position 2060: 0.0010222910340404936
Position 591: 0.0006542901018596123
Position 982: 0.0006083676399230339
Position 398: 0.00048437932247343766
Position 2913: 0.000481644041442043
Position 1102: 0.0003618007710979775
Position 1598: 0.00030907743383333015
Position 521: 0.00023077906864070965
Position 446: 0.00021581421297831748
Position 796: 9.057163813529142e-05
Position 330: 6.901530386453618e-05
Position 429: 5.762170057901581e-05
Position 509: 5.7166006314806636e-05
Position 816: 2.6893824155312977e-05
Position 593: 1.6422790938091057e-05
Position 576: 1.2840171618806076e-05
Position 143: 8.609716782109817e-06
Position 2196: 6.929842722683348e-06
Position 663: 6.805684133807764e-06
Position 309: 6.722707358368839e-06
Position 924: 4.913585297483221e-06
Position 759: 2.673810336155429e-06
Position 307: 1.5003712393084947e-06
Position 513: 1.4958212611103056e-06
Position 748: 1.3844268441557389e-06
Position 547: 8.334702339038325e-07
Position 515: 7.138346992628927e-07
Position 1232: 5.44479761451345e-07
Position 845: 5.158744306997889e-07
Position 1281: 3.172233556535268e-07
Position 1703: 2.441523111438733e-07
Position 2212: 1.2651037689490884e-07
Position 1216: 2.170975254121665e-09
Position 1172: 1.669128338732471e-09
Position 928: 1.0034191068975824e-09
Position 1243: 4.5601751390111717e-10
Position 926: 2.4828230979967846e-10
