Gene = HLTF
index = 653
Annotated 5SS: [  214  1849 10650 12316 13306 14948 15279 18291 21740 23100 25752 25888
 26813 31228 36299 37668 38503 40451 44365 45041 46500 46950 47482 51613]
Annotated 3SS: [ 1640 10482 12181 13207 14872 15086 18194 21663 23005 25671 25842 26722
 31129 36154 37528 38366 40270 44239 44861 46373 46836 47300 51531 54157]
SMsplice 5SS: [  214 12316 13306 14380 14948 15279 18291 21740 23100 25752 26813 31228
 36299 37668 44365 46500 46950 47482 51613]
SMsplice 3SS: [12181 13207 14229 14872 15086 18194 21663 23005 25671 26725 31129 36154
 37528 44239 46373 46836 47300 51531 54157]
top_k =  500
Partition function (log Z): 16.47917887784198

Sorted 5' Splice Sites (High to Low Probability):
Position 37668: 0.988500421756392
Position 25752: 0.9744756661242537
Position 51613: 0.9689553232284991
Position 14948: 0.9612932922896099
Position 46950: 0.9428932515054913
Position 46500: 0.9325324777695722
Position 12316: 0.9280845547602874
Position 47482: 0.9144739711070803
Position 31228: 0.9012088712425435
Position 21740: 0.8904880327413124
Position 214: 0.888374416667187
Position 26813: 0.8851640288604021
Position 23100: 0.8182321608674901
Position 44365: 0.8086414902807743
Position 14380: 0.8027847535854846
Position 15279: 0.761053591257437
Position 36299: 0.7021079791210019
Position 13306: 0.6776254910532368
Position 54330: 0.6545517133377732
Position 38503: 0.5860986861809514
Position 31430: 0.5380972231327196
Position 18291: 0.5259699976543946
Position 40451: 0.5250517875970383
Position 10650: 0.49532589792036535
Position 18302: 0.44094164907120875
Position 53025: 0.40871081421485994
Position 32689: 0.397657002601799
Position 25888: 0.3773119345181334
Position 22818: 0.3724792372365447
Position 18664: 0.2897800972446388
Position 46255: 0.2400681176762246
Position 13357: 0.20080691829703767
Position 45041: 0.18389841593727055
Position 38017: 0.1321940488359956
Position 26567: 0.13159546243304932
Position 7582: 0.12766821666059844
Position 18995: 0.11319113735210444
Position 23057: 0.11206538951896775
Position 16282: 0.09973590209737301
Position 33464: 0.09375644566089067
Position 24271: 0.09255762670794487
Position 10604: 0.08951441884474183
Position 822: 0.08501020746811985
Position 33391: 0.08491545629854791
Position 44369: 0.07180147778474992
Position 31611: 0.05098114615391911
Position 1849: 0.04582904376957087
Position 40801: 0.042891634773978296
Position 55771: 0.04248949925971276
Position 40052: 0.041783330817606344
Position 15274: 0.035750217001604516
Position 53047: 0.035616589014635214
Position 47429: 0.03341538889604114
Position 2194: 0.03307816423352664
Position 44627: 0.03118453763757516
Position 21778: 0.02884626780314478
Position 43925: 0.028349324889507463
Position 53828: 0.0276162051178809
Position 3121: 0.025496241664172806
Position 40634: 0.0250984069369485
Position 36341: 0.023287660105205082
Position 25965: 0.02296281846638588
Position 3990: 0.022646676733475
Position 44666: 0.0214801172982264
Position 13386: 0.020039779294067424
