Gene = CIART
index = 372
Annotated 5SS: [  76 1091 1338 1962 2166]
Annotated 3SS: [ 664 1261 1882 2053 3888]
SMsplice 5SS: [  76 1091 1338 1962]
SMsplice 3SS: [ 918 1239 1882 3888]
top_k =  500
Partition function (log Z): 4.193038639967529

Sorted 5' Splice Sites (High to Low Probability):
Position 1962: 0.9673876604873995
Position 76: 0.955163402483261
Position 1338: 0.9493931390611637
Position 1091: 0.8975972694367795
Position 2166: 0.663716905036887
Position 4079: 0.23384231024730584
Position 2627: 0.12350775640042785
Position 4223: 0.09436071082116067
Position 281: 0.05563622247741461
Position 2193: 0.04724855869292995
Position 3286: 0.03963528899319784
Position 2559: 0.03891636222574629
Position 825: 0.03211807205281281
Position 1756: 0.02571182725518907
Position 1105: 0.020251810900195608
Position 1053: 0.015564530390072282
Position 1023: 0.012091827230171161
Position 3660: 0.010922306855255848
Position 181: 0.01004427240864646
Position 2935: 0.010034320445027979
Position 3774: 0.007977071456570888
Position 939: 0.007819636724797706
Position 3290: 0.007263914728171955
Position 2082: 0.00556807813424564
Position 512: 0.004855439930247417
Position 671: 0.004115271604311521
Position 409: 0.0029501220218597266
Position 801: 0.002819689565122367
Position 685: 0.0025655250387743855
Position 975: 0.002531802209740605
Position 1191: 0.002110039198459446
Position 552: 0.0020501739188202445
Position 518: 0.0020278007049035203
Position 1712: 0.001985139257520933
Position 105: 0.0019728556045292057
Position 394: 0.0016472711053906492
Position 2641: 0.0015972118329110336
Position 329: 0.0015209223419060123
Position 1933: 0.0013528838280422548
Position 2780: 0.0013016037693188395
Position 268: 0.0012842080307648967
Position 1160: 0.0012722890667604123
Position 5: 0.0010502549652226594
Position 285: 0.00104639029856713
Position 152: 0.0008813126451876555
Position 932: 0.0007807353544381022
Position 3039: 0.0007027326532034792
Position 794: 0.0006840181648601534
Position 2220: 0.0005616364015600489
Position 4453: 0.0005150432257242617
Position 2692: 0.00046208378954551226
Position 405: 0.0004587824809204948
Position 3674: 0.0003965460036564861
Position 163: 0.00038407710980268856
Position 3383: 0.0002986592704538427
Position 2812: 0.00029738154239304735
Position 1369: 0.00025802452968148615
Position 1323: 0.00023970064308080833
Position 113: 0.0002332529475953611
Position 450: 0.00020669936116456223
Position 310: 0.00015525089914107337
Position 1263: 8.151095217417994e-05
Position 4437: 7.408026900521002e-05
Position 1937: 4.8029963068639415e-05
Position 1739: 3.869380207276143e-05
Position 3254: 3.7594896438395865e-05
Position 3416: 3.263464101815518e-05
Position 1145: 2.7700699301176962e-05
Position 1403: 2.5528736679470464e-05
Position 1975: 2.469762619019024e-05
Position 1657: 2.341550097339467e-05
Position 3345: 1.9043648571984876e-05
Position 1966: 1.7291421367832388e-05
Position 1668: 1.7195296862969523e-05
Position 1169: 1.2700125898377963e-05
Position 1212: 1.147104092877634e-05
Position 1570: 9.927901313832293e-06
Position 1988: 7.339125020917874e-06
Position 2026: 3.761363677376388e-06
Position 262: 9.765601764669617e-07
Position 2430: 8.031159847104986e-07
Position 9: 7.884378968050433e-07
Position 577: 5.000793054591598e-07
Position 885: 2.4496939885757696e-07
Position 247: 1.1014802258834572e-08
Position 1928: 6.851120273602439e-09
Position 314: 5.5035547997835926e-09
Position 123: 3.32199307051355e-09
Position 174: 1.9909934575643635e-11
Position 291: 1.0557911506640445e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1882: 0.997632254236175
Position 3888: 0.8239894590971657
Position 918: 0.7318955554389962
Position 1239: 0.5438848641553676
Position 1261: 0.4009098207006589
Position 2053: 0.30361812937623395
Position 2036: 0.2165046045725589
Position 2433: 0.1896386874747627
Position 4316: 0.15138277880832987
Position 4146: 0.1242228999123367
Position 995: 0.11474025969184133
Position 2118: 0.10282075914279024
Position 4189: 0.09494790983516409
Position 970: 0.06873982000167501
Position 2081: 0.06031521636958734
Position 664: 0.04296483934042793
Position 3186: 0.03888930833546521
Position 180: 0.029546590252261192
Position 1519: 0.023033371658655235
Position 946: 0.018037612181848125
Position 2413: 0.016439480830992764
Position 3037: 0.015566888990521555
Position 4265: 0.014713115940216822
Position 2067: 0.014208088489981858
Position 2585: 0.012906734946762616
Position 4533: 0.012157397375306758
Position 4334: 0.008630411301256484
Position 4070: 0.0086260387358412
Position 2746: 0.008343175056929962
Position 3528: 0.008299646605087889
Position 3561: 0.006897759021300213
Position 271: 0.006513737464240466
Position 145: 0.006062315417474987
Position 794: 0.0057626453297385735
Position 3495: 0.005415279724498097
Position 670: 0.0043900616989879845
Position 2283: 0.0041417976366595445
Position 4078: 0.002254045482129098
Position 1494: 0.002155025983832073
Position 592: 0.0021243999963117123
Position 328: 0.0021176584565723213
Position 4204: 0.002092098486078492
Position 2714: 0.001981452272075889
Position 3600: 0.001960624670739971
Position 693: 0.0018709580339332183
Position 1298: 0.0018201336244771157
Position 610: 0.0017016825018283722
Position 897: 0.0015641663090232166
Position 1221: 0.001525171057672034
Position 1052: 0.0013003575428859754
Position 4288: 0.0012926710793338555
Position 825: 0.0012897025445598564
Position 1657: 0.0010542936926094455
Position 2259: 0.0009289946003683089
Position 405: 0.0008605377227918161
Position 1087: 0.0008303179543396767
Position 1182: 0.0007909001456946959
Position 3899: 0.0007232460805247884
Position 931: 0.0006807688848792601
Position 741: 0.0006472321699496937
Position 1660: 0.0005950874582794642
Position 1090: 0.0005853099135474217
Position 2126: 0.0005691082748238121
Position 4338: 0.0005513384710942646
Position 4362: 0.0005470949892244728
Position 4108: 0.0004831876092540187
Position 3948: 0.0004611895601748842
Position 2272: 0.0004513423034578161
Position 298: 0.000431870479627229
Position 1416: 0.0003971518872202095
Position 4413: 0.00039441987405888584
Position 353: 0.0003241007978095271
Position 3908: 0.0003215878490258736
Position 393: 0.0003135891569124415
Position 2150: 0.00025260785865521606
Position 1169: 0.0002429189340691158
Position 2085: 0.00023665599528301614
Position 3454: 0.00021726391544768406
Position 3648: 0.00021480576417174982
Position 858: 0.00021067541490188657
Position 3993: 0.00019886022701534438
Position 877: 0.00019586599535394828
Position 224: 0.00017638012228335398
Position 1686: 0.00017334001259215314
Position 3204: 0.00017096206870499062
Position 1064: 0.00015740956676028235
Position 1711: 0.00015255938531850166
Position 1792: 0.00014052911580607875
Position 2873: 0.0001256500931727471
Position 4512: 0.00011186104871581263
Position 2611: 0.00010952037347669297
Position 4094: 0.00010584446260050193
Position 1134: 0.00010296118484873578
Position 3207: 9.551003359399538e-05
Position 161: 9.461618536866205e-05
Position 2851: 9.373503895866691e-05
Position 3990: 8.508465362580877e-05
Position 3156: 8.425168335363653e-05
Position 280: 8.163775028199633e-05
Position 707: 7.212114153620452e-05
Position 427: 7.039650637339833e-05
Position 1637: 6.558212616554104e-05
Position 547: 6.279007274659038e-05
Position 1268: 6.232256176811939e-05
Position 1593: 6.133469928916818e-05
Position 2099: 6.024732765946378e-05
Position 3112: 5.138029033503697e-05
Position 1889: 4.9466464632917445e-05
Position 1500: 4.338261600593067e-05
Position 1196: 4.301050364863719e-05
Position 2229: 4.2293510944575315e-05
Position 1617: 4.180328243692123e-05
Position 2129: 4.054619790406491e-05
Position 2156: 3.8972389943373244e-05
Position 1576: 3.8690432273116374e-05
Position 1892: 3.820395219131464e-05
Position 1190: 3.427379984597833e-05
Position 884: 3.0629962344628696e-05
Position 1038: 3.0195874805031266e-05
Position 1947: 2.952139238620382e-05
Position 1662: 2.917406874721023e-05
Position 432: 2.8824448799295007e-05
Position 1153: 2.54810119185009e-05
Position 192: 2.4709153530055938e-05
Position 1902: 1.9498805591616817e-05
Position 879: 1.9417805267340965e-05
Position 387: 1.2302845920943367e-05
Position 863: 1.1839281144615943e-05
Position 1277: 1.1805095926976635e-05
Position 2088: 1.079402604985153e-05
Position 2697: 5.61232429607968e-06
Position 801: 5.181315321916721e-06
Position 2485: 5.143033666341664e-06
Position 2763: 4.417062811726107e-06
Position 206: 3.779150952454383e-06
Position 480: 3.4030670893490615e-06
Position 1753: 2.92018098806255e-06
Position 2001: 2.9002914787510605e-06
Position 2686: 2.6097347728309818e-06
Position 2779: 2.427922401244399e-06
Position 1919: 1.8196374045385296e-06
Position 1899: 1.4445594591488113e-06
Position 1936: 1.2096379832107012e-06
Position 1729: 8.797530013245234e-07
Position 2388: 8.608946103572409e-07
Position 2755: 7.637401447420694e-07
Position 1904: 3.171914241553646e-07
Position 365: 3.106082868702551e-07
Position 2375: 2.2049393139714233e-07
Position 1950: 2.1746510937094656e-07
Position 454: 1.769469104611925e-07
Position 1739: 1.5733581459388748e-07
Position 2442: 1.3100074911055888e-07
Position 187: 1.1075771879144286e-07
Position 1318: 7.409748232713338e-08
Position 334: 7.232014306728348e-08
Position 437: 6.156868953509275e-08
Position 1956: 5.609831598250911e-08
Position 239: 2.5910586894084426e-08
Position 521: 2.5481323155918717e-08
Position 75: 2.0220401147380663e-08
Position 336: 1.56424596689898e-08
Position 196: 8.918456065228795e-09
Position 194: 6.4136913119542095e-09
Position 232: 5.973192331935151e-09
Position 2165: 4.512496270617295e-09
Position 460: 1.9318903237110382e-10
Position 234: 3.548190930039152e-11
Position 242: 2.8707235919085003e-11
Position 2170: 2.182881220594921e-11
Position 247: 3.2552651136099626e-12
Position 80: 6.911227517603013e-13
Position 98: 3.8204259114801977e-13
Position 123: 1.1234142319347192e-13
Position 109: 8.401338544627874e-14
Position 91: 7.144047923832112e-14
Position 102: 5.3724382093069384e-14
Position 113: 5.07269001158108e-14
Position 83: 3.8846308916958937e-14
