Gene = LEMD1
index = 780
Annotated 5SS: [   65  1600  2825  5823 37767]
Annotated 3SS: [ 1479  2701  5757 37689 40197]
SMsplice 5SS: [   65  1600  2825 24571 37767]
SMsplice 3SS: [ 1479  2701 24470 37689 40197]
top_k =  500
Partition function (log Z): -20.09299925774267

Sorted 5' Splice Sites (High to Low Probability):
Position 2825: 0.9601059355370648
Position 65: 0.953872117797633
Position 1600: 0.8440078357639772
Position 3128: 0.27530329815384164
Position 1609: 0.09381551614625669
Position 286: 0.09061180369401786
Position 11682: 0.08427186689092846
Position 1381: 0.07364165653888763
Position 15888: 0.04542902081189827
Position 2213: 0.029571386869787494
Position 5823: 0.02428926138151285
Position 1999: 0.022851372396041028
Position 1744: 0.02206264682098241
Position 715: 0.007804193696957128
Position 2556: 0.007762902853184208
Position 2598: 0.00774136008937926
Position 400: 0.006642396923375527
Position 1242: 0.006446008107679242
Position 818: 0.00461363100198539
Position 2412: 0.004608767878035397
Position 1546: 0.004039307272169695
Position 259: 0.003830676750295763
Position 471: 0.0036865357656755138
Position 1604: 0.0025744617831259522
Position 1955: 0.0020875582665986336
Position 2514: 0.002008633435522722
Position 353: 0.0019749978304966177
Position 2358: 0.0018173008774459564
Position 6274: 0.0018138410953506326
Position 1862: 0.001618589396436507
Position 754: 0.0011997392836739329
Position 2096: 0.0011895119105065125
Position 728: 0.0010697833943590792
Position 178: 0.0009045806599800013
Position 118: 0.000761741573819204
Position 21: 0.000735781898479683
Position 676: 0.0005531316875544204
Position 758: 0.0005450168880359385
Position 196: 0.0004028970878227895
Position 69: 0.0003556156836822736
Position 1239: 0.0003458506334637282
Position 451: 0.0003151585411365229
Position 57: 0.0002911027234343652
Position 2840: 0.00020684595877241003
Position 943: 0.00019306078029708142
Position 1178: 0.00019213985086344597
Position 936: 0.00018865030253209075
Position 423: 0.0001701098409033871
Position 990: 0.00016015524981485995
Position 348: 0.00015101732167442726
Position 932: 0.00014682941333238146
Position 159: 9.961922934919237e-05
Position 673: 9.237934996500865e-05
Position 1346: 8.665023716458135e-05
