Gene = GFM1
index = 586
Annotated 5SS: [  438  1504  2020  2670  4880  7969  9190 10354 14782 16698 18407 21197
 22109 37880 40391 46046 46915]
Annotated 3SS: [ 1350  1886  2464  4762  7817  9031 10268 14643 16595 18349 21058 22025
 37716 40245 45884 46860 47057]
SMsplice 5SS: [  293  1504  2020  2670  4880  7665  7969  9190 10354 14782 16698 17463
 21197 22109 37880 40391 41489 47201]
SMsplice 3SS: [ 1350  1886  2580  4762  7566  7817  9031 10268 14643 16595 17364 21058
 22025 37716 40245 41373 47057 48162]
top_k =  500
Partition function (log Z): 2.032281727416243

Sorted 5' Splice Sites (High to Low Probability):
Position 16698: 0.9998104405131504
Position 22109: 0.9947376244677028
Position 21197: 0.9831762674014579
Position 9190: 0.9562308317706119
Position 2020: 0.9270998658230318
Position 1504: 0.9255263814667488
Position 4880: 0.7533312820417605
Position 10354: 0.7255798716355171
Position 2670: 0.6899696602915265
Position 7665: 0.6785226562446568
Position 7922: 0.6257947200216707
Position 17463: 0.6015280194833923
Position 11829: 0.5468323139696948
Position 293: 0.4649322813488523
Position 438: 0.4206877998816889
Position 28012: 0.25921812289564405
Position 14786: 0.2490463001850411
Position 5784: 0.24284151086485825
Position 21800: 0.2388861154981171
Position 14799: 0.20847178178637937
Position 27962: 0.20058474987845454
Position 3928: 0.19665227051637
Position 18407: 0.19175005664231795
Position 20: 0.10862579742518051
Position 5841: 0.09594005618851806
Position 24858: 0.09481731662719772
Position 14822: 0.08508364671344869
Position 14737: 0.07338770497019428
Position 3867: 0.06449893951736815
Position 21630: 0.060917561760690436
Position 19591: 0.05322467618791786
Position 25297: 0.04784971926620184
Position 20387: 0.043639477129473796
Position 20428: 0.042105326294102005
Position 8141: 0.037080132157424985
Position 1249: 0.03659399251754552
Position 10480: 0.035336126161733206
Position 28729: 0.033506450161708716
Position 21681: 0.03288173295856786
Position 21625: 0.029397545186806588
Position 19412: 0.02643920237908391
Position 19883: 0.02615226564383337
Position 19320: 0.025897519681284384
Position 8548: 0.023167071785584498
Position 5775: 0.020950810044433364
Position 16980: 0.019081596538789988
Position 8457: 0.019042282215385935
Position 21471: 0.018915216970546964
Position 629: 0.018788089904662745
Position 2336: 0.017390988231093866
Position 14845: 0.016749780186542555
Position 21484: 0.015130030637844927
Position 2216: 0.014520481077608234
Position 4645: 0.0138294889614173
Position 14524: 0.010176103869132813
Position 564: 0.008960524630935796
Position 1517: 0.008574103764007628
Position 22718: 0.008214841286108754
Position 5879: 0.007860597568758362
Position 4828: 0.007536975697636624
Position 21770: 0.00747816416581824
Position 8418: 0.0062790214550969906
Position 8538: 0.005937249177804365
Position 25051: 0.005662114336685549
Position 166: 0.0055425347053513
Position 8125: 0.005478223745537055
Position 16883: 0.005344056856270687
Position 21464: 0.0047008965449255365
Position 4736: 0.0045788619273474185
Position 11796: 0.004477210887993972
Position 1605: 0.004466523776925454
Position 15392: 0.0035129112478148755
Position 586: 0.003190953411722283
Position 24605: 0.0028584550807563298
Position 1318: 0.002820826887320257
Position 2736: 0.002549062097111719
Position 4566: 0.0023911856826168503
Position 17037: 0.002357127083126581
Position 21215: 0.002349545845764724
Position 21784: 0.002047131976855116
Position 4186: 0.0019121080044395542
Position 604: 0.0018865335249060658
Position 1894: 0.0018526882798002514
Position 1211: 0.0016787734486580874
Position 2209: 0.0016270764984497362
Position 16821: 0.0016090156112012048
Position 612: 0.0015902802826389798
Position 7973: 0.0014463714121853947
Position 21084: 0.0012991754003583477
Position 1820: 0.0012764249404991841
Position 5149: 0.0010439975894576262
Position 10526: 0.0010382311965926518
Position 3668: 0.0008593285835072221
Position 16842: 0.000855973756227229
Position 2319: 0.0008179576066261645
Position 5661: 0.0007986206907640241
Position 21554: 0.0007935064886522544
Position 702: 0.0007826753952121401
Position 10993: 0.0007821929117745166
Position 10957: 0.000697657125295879
Position 18531: 0.0006371726049963896
Position 18832: 0.0005554781830411141
Position 9580: 0.000528459022890773
Position 9652: 0.0005172502124859797
Position 17473: 0.00045631781109712347
Position 1351: 0.00039634407931737924
Position 1221: 0.0003936381744099066
Position 3436: 0.0003615064848306061
Position 1387: 0.0002896438974579518
Position 2264: 0.00025214446592381493
Position 833: 0.00023229597247637247
Position 778: 0.0002043809310224973
Position 17438: 0.00020058095919645112
Position 17456: 0.00019811663104194417
Position 4: 0.0001965729317669447
Position 1625: 0.0001341454073703575
Position 2548: 0.00012191001906980795
Position 19271: 0.00011914741176565242
