Gene = LEP
index = 781
Annotated 5SS: [   23 10879]
Annotated 3SS: [10706 13119]
SMsplice 5SS: [   23  1178  1639 10879]
SMsplice 3SS: [ 1034  1436 10706 11157]
top_k =  500
Partition function (log Z): -8.011636473519927

Sorted 5' Splice Sites (High to Low Probability):
Position 10879: 0.9100060368498716
Position 1178: 0.8937847051026141
Position 23: 0.8353115426000758
Position 1639: 0.8099559172226992
Position 8088: 0.3706795524901018
Position 3251: 0.15512068269959728
Position 7634: 0.14643899676105332
Position 460: 0.10547514743764508
Position 2570: 0.05928218512752291
Position 14609: 0.04124838282622309
Position 8965: 0.04074604274416277
Position 1547: 0.03397890163490192
Position 271: 0.032481239445637466
Position 1678: 0.02132745550365769
Position 400: 0.017743268325686855
Position 10051: 0.017331820075160733
Position 8424: 0.016055278986072237
Position 973: 0.014161738044195848
Position 4969: 0.011570519767296984
Position 1087: 0.008865359747734298
Position 6574: 0.008806966501357809
Position 7837: 0.007699536817113855
Position 559: 0.004679321585985252
Position 11086: 0.004207722897755276
Position 936: 0.0039946219024121505
Position 1567: 0.0034901471244568527
Position 519: 0.003353749895180257
Position 888: 0.0018509778372467456
Position 798: 0.0016362894480404621
Position 4637: 0.0013781296385908166
Position 236: 0.0012024329200979946
Position 190: 0.0009747684549606481
Position 998: 0.000651315971955249
Position 675: 0.0006483223431695616
Position 285: 0.0005860373184599727
Position 1074: 0.0005480288297464305
Position 1284: 0.0005039150435560022
Position 60: 0.00041647334870575014
Position 393: 0.00038798150090541743
Position 421: 0.0003480290478192194
Position 1740: 0.00029106660046138757
Position 687: 0.00011769695643555916
Position 1060: 0.00011494474060078274
Position 1400: 0.00011173535454950573
Position 1369: 7.840230697597659e-05
Position 4263: 5.074344717539675e-05
Position 1065: 4.8461841243805453e-05
Position 977: 3.7592976268576765e-05
Position 303: 3.0132524349683518e-05
Position 882: 2.489407506753231e-05
Position 784: 2.0875636349623778e-05
Position 165: 1.4346997513255473e-05
Position 115: 4.875182246091495e-07
Position 697: 4.874117337654874e-07
Position 1493: 4.3650302408444366e-07
Position 802: 3.9879959004767143e-07
Position 172: 2.3253528576710942e-07
Position 3754: 1.9680940632658304e-07
Position 230: 1.8610579319519705e-07
Position 144: 1.7370028526667191e-07
Position 958: 1.1448356025215378e-07
Position 15: 4.3646132347296474e-08
Position 2379: 4.038450741219571e-08
Position 877: 9.195351768913838e-09
Position 210: 8.7699955667242e-09
Position 366: 4.3997851425508505e-09
Position 377: 2.0193991295930811e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10706: 0.9069731841871038
Position 1436: 0.8093502148675992
Position 8002: 0.37109091672652256
Position 1034: 0.3266744167869813
Position 1077: 0.28437435815780643
Position 1139: 0.17673453429043898
Position 11157: 0.17066924175282874
Position 15378: 0.1601672530024444
Position 7578: 0.15634676885834156
Position 3066: 0.08605997571361046
Position 13227: 0.06864979920826444
Position 13119: 0.06653252852221159
Position 14636: 0.06460063791519847
Position 14454: 0.06059014990989061
Position 2370: 0.04596746120534475
Position 917: 0.04473753880225593
Position 1039: 0.04294002115737413
Position 1503: 0.04244169336675602
Position 11197: 0.042323577537765375
Position 11816: 0.0382875038774023
Position 8776: 0.02943386772052992
Position 10795: 0.02882173966981668
Position 14463: 0.02682556038188938
Position 3049: 0.02504007155001074
Position 9685: 0.02456623443057682
Position 13122: 0.023497427197069494
Position 2998: 0.02337333865231423
Position 14434: 0.022012959662531403
Position 15514: 0.021265686377968804
Position 1009: 0.020756619939995807
Position 9394: 0.020610404335501098
Position 13873: 0.01658313583118083
Position 14865: 0.015690754818730692
Position 13197: 0.014193177380092292
Position 11913: 0.014083312818110113
Position 13140: 0.013726018888224549
Position 1497: 0.013250476331248779
Position 8893: 0.011853838319986402
