Gene = NPDC1
index = 954
Annotated 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
Annotated 3SS: [3129 5015 5218 5465 5604 5766 6135 6338]
SMsplice 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
SMsplice 3SS: [3129 5015 5278 5465 5604 5766 6135 6338]
top_k =  500
Partition function (log Z): 13.791354115810634

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.9976938171729461
Position 6233: 0.9976337191118114
Position 326: 0.9896933540882491
Position 5142: 0.9635166008853946
Position 3277: 0.95413559605117
Position 5690: 0.940200169654333
Position 5533: 0.7657911247918096
Position 5390: 0.7307747286488477
Position 6055: 0.1723094508041171
Position 4384: 0.11479112179364548
Position 4389: 0.07596968684047727
Position 2063: 0.04646897463616869
Position 4474: 0.020336128464304385
Position 1449: 0.018914373696353
Position 3333: 0.01842894215574741
Position 745: 0.01462828190903606
Position 1822: 0.011116814877819936
Position 1178: 0.010131094930272281
Position 1183: 0.008996700474020484
Position 4408: 0.008747446311731367
Position 4480: 0.00704465672197646
Position 4544: 0.005297845981806593
Position 3182: 0.004552613855686466
Position 668: 0.004333014818554431
Position 4540: 0.004299068722347648
Position 1837: 0.004162307387272683
Position 1343: 0.0038911723465365603
Position 4907: 0.003536003317647486
Position 2032: 0.003261343626705823
Position 2559: 0.002991263937734606
Position 1224: 0.0027383396864291507
Position 4695: 0.002647869779343352
Position 5394: 0.002507500984637717
Position 6354: 0.0023923362204874036
Position 1460: 0.0023846017830540605
Position 5407: 0.002274556296449325
Position 2915: 0.0021070101524053486
Position 1847: 0.0020231340046884907
Position 5335: 0.0018341015177239487
Position 5493: 0.0017555869615403627
Position 4685: 0.0014404773783815036
Position 2160: 0.0013713997270771076
Position 1780: 0.0011440253301996898
Position 1300: 0.001121744848387005
Position 1923: 0.0010289986218782207
Position 831: 0.0010130715373512995
Position 2149: 0.0009530128401728392
Position 447: 0.0008553369254752121
Position 2925: 0.0008493902351063632
Position 3415: 0.0007833992329976977
Position 2403: 0.0006960797347553897
Position 1865: 0.0005884568820527422
Position 4080: 0.0005816580440846141
Position 1277: 0.0004384657213585329
Position 2506: 0.0004224920476306592
Position 705: 0.0003828781044525583
Position 5527: 0.0003646488771870716
Position 4417: 0.0003180307805774533
Position 2554: 0.00031427358138394414
Position 5692: 0.00026007205658183847
Position 4446: 0.000247914292484054
Position 984: 0.0002148610630908065
Position 1275: 0.00021325717870861402
Position 555: 0.0002040241615303904
Position 1785: 0.00018168994726630176
Position 4314: 0.00017916485866063743
Position 5400: 0.00015605365864992276
Position 2646: 0.00012144182792197221
Position 2027: 0.00011560553922061583
Position 1933: 0.00011174956942391896
Position 5694: 8.248213047746901e-05
Position 759: 8.084873502231376e-05
Position 1672: 8.03165754188448e-05
Position 1152: 7.924222049567755e-05
Position 2398: 7.841040673240054e-05
Position 2476: 6.260623573396001e-05
Position 3485: 4.631150200784252e-05
Position 2120: 3.436981943246034e-05
Position 6208: 3.061668251357499e-05
Position 821: 3.034805094655689e-05
Position 3714: 2.7818965019831196e-05
Position 5613: 2.675126687614882e-05
Position 42: 2.603638228392022e-05
Position 1614: 2.529458064714907e-05
Position 1001: 2.4571224759695267e-05
Position 3193: 2.2317673017262956e-05
Position 6386: 2.0339851650116365e-05
Position 3250: 1.7098774722571348e-05
Position 3132: 1.5655251653599538e-05
Position 6247: 1.1624272665829732e-05
Position 6028: 9.426849035504831e-06
Position 3447: 8.272212554656918e-06
Position 3568: 7.866107299700389e-06
Position 3205: 7.746234404563122e-06
Position 5510: 6.9865438619242e-06
Position 6528: 5.771463058781903e-06
Position 6064: 4.619463955351032e-06
Position 182: 9.891902018098337e-07
Position 688: 7.013245813092344e-07
Position 874: 6.595249094286712e-07
Position 455: 6.104776180897356e-07
Position 666: 5.601204783877248e-07
Position 302: 3.93936948637703e-07
Position 843: 3.8992945982011953e-07
