Gene = SPDYE5
index = 1309
Annotated 5SS: [ 583 1749 3283 4375 5696 8135 8362]
Annotated 3SS: [1529 3051 4315 5609 7740 8256 9211]
SMsplice 5SS: [ 583 7839 8135 8362]
SMsplice 3SS: [7740 7993 8256 9211]
top_k =  500
Partition function (log Z): -4.547773698328055

Sorted 5' Splice Sites (High to Low Probability):
Position 583: 0.918836127198279
Position 7839: 0.8747651895630039
Position 8135: 0.7367454064710418
Position 8362: 0.5101631442179533
Position 5696: 0.37047775538795985
Position 4375: 0.35271265431977983
Position 240: 0.18623206544987403
Position 144: 0.12872326990288022
Position 3283: 0.09894347811148224
Position 327: 0.09239630181814575
Position 8382: 0.07964719252301615
Position 7625: 0.0707440124216167
Position 1749: 0.05166848061826019
Position 7914: 0.021122357187949664
Position 8627: 0.019715460642563576
Position 448: 0.019652772118226868
Position 9039: 0.018443040774112022
Position 3156: 0.018422416703133732
Position 536: 0.01290749878472945
Position 3384: 0.012819085008318097
Position 8139: 0.011381563395483775
Position 8759: 0.011004343834994284
Position 8793: 0.009307628268734028
Position 5501: 0.008176900098080576
Position 137: 0.007013226900305744
Position 8572: 0.005796784469794733
Position 645: 0.005286831851728639
Position 607: 0.005048715490342394
Position 9013: 0.004810624867577832
Position 302: 0.00426225142653859
Position 1851: 0.004204721403359605
Position 1652: 0.004134302267904157
Position 3471: 0.004092443395910711
Position 6391: 0.003906744940098693
Position 8343: 0.00387258683745226
Position 552: 0.003166091876736509
Position 7989: 0.0029370260962690515
Position 6088: 0.002308533801162148
Position 23: 0.0020894085105531185
Position 9077: 0.002000563143978847
Position 7804: 0.0016493320866487707
Position 8825: 0.0014089724851596354
Position 708: 0.0013778689333562497
Position 953: 0.0009410175131414906
Position 6972: 0.0009162679604984231
Position 9064: 0.0004051126960696134
Position 316: 0.0002990946548254558
Position 214: 0.00029336024550190054
Position 8935: 0.0002704774110489314
Position 8163: 0.0002325004418245345
Position 2473: 0.00021315561699699717
Position 8070: 0.00015904614249240452
Position 7855: 0.0001318582452043298
Position 299: 7.117031742532249e-05
Position 207: 6.764837680357505e-05
Position 106: 6.587231189577659e-05
Position 1939: 6.481967207138057e-05
Position 232: 4.318082319384607e-05
Position 1482: 3.640075018105898e-05
Position 922: 3.22957387500425e-05
Position 929: 2.7968433448266704e-05
Position 1203: 2.106311085067684e-05
Position 7920: 2.103238475773752e-05
Position 443: 2.033123704973993e-05
Position 740: 1.4300290536319365e-05
Position 1080: 9.500599171228135e-06
Position 63: 8.327176600518663e-06
Position 569: 7.927130780979554e-06
Position 111: 7.674755201869646e-06
Position 555: 6.653972571031582e-06
Position 985: 5.351265840211938e-06
Position 864: 3.5676437867793903e-06
Position 763: 3.235092382410856e-06
Position 1469: 3.2167848000481582e-06
Position 343: 8.270687049623923e-07
Position 153: 2.514062909960234e-07
Position 216: 1.2644142752198312e-08
Position 408: 1.7898292693848927e-10
Position 406: 1.3594225925775446e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7740: 0.9602921256183259
Position 8256: 0.8649788099180638
Position 9211: 0.47039652431445816
Position 5609: 0.32903241508009484
Position 7993: 0.2477559211998136
Position 4315: 0.1883302228223484
Position 403: 0.14953897962948257
Position 8749: 0.14894823303402327
Position 367: 0.1120418457969958
Position 7918: 0.10729241728610217
Position 3082: 0.10255867354063075
Position 8005: 0.09154697391725974
Position 406: 0.08573756025691405
Position 4129: 0.07279418404825355
Position 8009: 0.05783041903536805
Position 4166: 0.05724313926642358
Position 1560: 0.05317436584162571
Position 7953: 0.05071291421167573
Position 8316: 0.044462714154300725
Position 8536: 0.037721679609444496
Position 7930: 0.0330546308514398
Position 5569: 0.02976921799721874
Position 7719: 0.02839115662933906
Position 7934: 0.027900092468371822
Position 7485: 0.02755181558509906
Position 7528: 0.02728805710075459
Position 8239: 0.025319162498745048
Position 8954: 0.020671407123278532
Position 8065: 0.020185480873019565
Position 7959: 0.017180648957155886
Position 8846: 0.01573010075898238
Position 239: 0.01563972373271929
Position 3051: 0.01423134332659238
Position 4033: 0.012446181569443276
Position 7553: 0.012163364545292321
Position 5292: 0.011830553135983819
Position 9167: 0.010580242517660146
Position 3333: 0.010424967795751187
Position 8262: 0.010055700271349118
Position 503: 0.009584021842636962
Position 4092: 0.009440807452492025
Position 461: 0.007697882315872966
Position 9132: 0.005951419408701785
Position 3952: 0.005844644324247586
Position 1529: 0.005013811412903293
Position 5631: 0.004913774238033457
Position 8080: 0.0046359721497466165
Position 8050: 0.004291059292961956
Position 548: 0.004232957381743552
Position 6291: 0.003906744940098693
Position 7434: 0.003740775190470733
Position 3100: 0.003674404455781784
Position 8448: 0.0032272792951949483
Position 4106: 0.002931465130433155
Position 5520: 0.002756740698448783
Position 4334: 0.002715818188020841
Position 7676: 0.0026830967456435307
Position 3212: 0.00230543970826119
Position 442: 0.0022656469798803557
Position 8983: 0.0015585015940497407
Position 5897: 0.001298590675063807
Position 9013: 0.0011736682927012939
Position 6939: 0.0010176979757348314
Position 5856: 0.0010099431260983396
Position 416: 0.0008939265051356439
Position 430: 0.0008287207188167401
Position 4077: 0.0007734337287727903
Position 5369: 0.0005475866641721751
Position 1797: 0.000530224072419264
