Gene = MALSU1
index = 815
Annotated 5SS: [ 409 1818 8750]
Annotated 3SS: [ 1638  8667 10155]
SMsplice 5SS: [ 409 8856]
SMsplice 3SS: [ 8775 10155]
top_k =  500
Partition function (log Z): -8.267264043535683

Sorted 5' Splice Sites (High to Low Probability):
Position 409: 0.9824313386232759
Position 8856: 0.8365694115273511
Position 2983: 0.3545040292558921
Position 1818: 0.2520518550800498
Position 10098: 0.11552061273156793
Position 8881: 0.08158710242797935
Position 7399: 0.06322255342380205
Position 8368: 0.04743943648267611
Position 8329: 0.03601306848555134
Position 8307: 0.03542179989172467
Position 9599: 0.0323241066019611
Position 5161: 0.02933861849488346
Position 11106: 0.026810085268404175
Position 1761: 0.026727835438405564
Position 8750: 0.02479452860329238
Position 11723: 0.019546045387100537
Position 1901: 0.0179544668138311
Position 10336: 0.01639468380643229
Position 773: 0.015964020927615695
Position 1722: 0.015038111061187121
Position 8364: 0.01424399094194231
Position 474: 0.007007823581836057
Position 462: 0.0069130719752041525
Position 5484: 0.005713854710101154
Position 9638: 0.005493437283406947
Position 714: 0.005206369451325166
Position 8776: 0.004591558444260801
Position 9030: 0.004389003785271113
Position 9963: 0.003439042664946961
Position 1037: 0.0024684464860065952
Position 9092: 0.001906514147052788
Position 854: 0.001617873251770154
Position 9967: 0.0015453196793457202
Position 49: 0.001141802916277003
Position 282: 0.0011094543489210474
Position 9731: 0.0008220350573694996
Position 8998: 0.0005200439210631746
Position 10093: 0.0005178874881526856
Position 763: 0.0003663725241137429
Position 1455: 0.00036227083195905177
Position 227: 0.00033983273955605657
Position 1485: 0.0003254560777657193
Position 1293: 0.00010551283405943487
Position 882: 0.00010100403703588984
Position 210: 9.777588523068338e-05
Position 1182: 9.065174783444142e-05
Position 777: 8.761664097240059e-05
Position 556: 8.636634515727942e-05
Position 790: 6.557750197032896e-05
Position 1398: 5.456582832265151e-05
Position 1082: 5.205016523935733e-05
Position 5187: 5.178189865771897e-05
Position 807: 4.63936320347921e-05
Position 197: 3.740613803355111e-05
Position 457: 3.5332445576675816e-05
Position 234: 2.956750822036953e-05
Position 1463: 2.8062640719645678e-05
Position 1348: 2.7910273362363767e-05
Position 1332: 2.6558424476401452e-05
Position 757: 2.6254821193258677e-05
Position 171: 2.6094514271208844e-05
Position 115: 2.043705240858109e-05
Position 1058: 1.9372389022562e-05
Position 1321: 1.896336132888293e-05
Position 801: 1.873957060824804e-05
Position 219: 1.2697736904626921e-05
Position 11: 8.235858451861568e-06
Position 1414: 7.473786909022572e-06
Position 877: 6.343935566746958e-06
Position 1330: 6.3190788666161745e-06
Position 727: 5.109135329204459e-06
Position 1228: 4.943327456261364e-06
Position 1519: 4.657428827293005e-06
Position 1559: 3.7206103370218337e-06
Position 169: 3.530481716333102e-06
Position 1327: 3.188268013268175e-06
Position 496: 1.0586240037883912e-06
Position 87: 4.0973760901520966e-07
Position 375: 2.2530953835667392e-07
Position 484: 1.7586164994730504e-07
Position 450: 1.5774369441135444e-07
Position 585: 1.0525933839240563e-07
Position 324: 4.5626871916315694e-08
Position 20: 2.5507998531773896e-09
Position 267: 1.67075643005895e-09
Position 417: 1.3593085664388294e-10
Position 293: 1.3917299301704493e-12
Position 53: 3.1641171813988003e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8775: 0.8851333190163809
Position 10155: 0.5423610652522042
Position 1638: 0.29786525290017735
Position 2909: 0.1922493282521548
Position 2834: 0.1458812912072524
Position 9966: 0.11542977400808414
Position 11624: 0.10812876332990555
Position 8151: 0.09679775117484354
Position 10185: 0.08843150867676834
Position 7328: 0.06394765254786729
Position 8667: 0.04955205057775553
Position 11603: 0.03580402813423079
Position 10771: 0.032130299231878955
Position 12155: 0.026319691073190137
Position 11936: 0.025881438994029338
Position 10753: 0.02529193427029424
Position 8930: 0.022583640110541973
Position 8814: 0.019719157178163454
Position 10794: 0.017829732172034752
Position 8184: 0.01635319179468928
Position 585: 0.015902433846945868
Position 10432: 0.01582587807812936
Position 9399: 0.01507519419023329
Position 5078: 0.014928783887217334
Position 10074: 0.014920694002953408
Position 11958: 0.014795393447512647
Position 9329: 0.014380389191648545
Position 9450: 0.01432270711678478
Position 11855: 0.012528050639223763
Position 1721: 0.012513184344906284
Position 9847: 0.011656333691665305
Position 2867: 0.010709490078271575
