Gene = ATP5F1
index = 111
Annotated 5SS: [  646   938  5421  7314  7820 10701]
Annotated 3SS: [  900  5274  7149  7693 10520 11980]
SMsplice 5SS: [  646  5421  7314 10701]
SMsplice 3SS: [ 5306  7149 10520 11980]
top_k =  500
Partition function (log Z): -3.559713817607873

Sorted 5' Splice Sites (High to Low Probability):
Position 7314: 0.9729800759929471
Position 5421: 0.9476878422187686
Position 10701: 0.8050643432429755
Position 646: 0.6847589544282373
Position 7820: 0.41972017416405044
Position 938: 0.406669672387638
Position 9241: 0.15594513514530398
Position 6074: 0.11362837744670472
Position 126: 0.10403141238366323
Position 11750: 0.04837969715564303
Position 6086: 0.0478164257020063
Position 10181: 0.04178480604510381
Position 12055: 0.03879698603238753
Position 51: 0.02773240921066087
Position 14: 0.025382100281835407
Position 12061: 0.02532614170094184
Position 84: 0.024208552931036697
Position 9597: 0.023327746683096878
Position 10774: 0.02165992416170212
Position 2621: 0.021093950156877664
Position 6108: 0.014845446387028534
Position 308: 0.011705848855098273
Position 6877: 0.011640182113626451
Position 756: 0.0099464680961676
Position 11732: 0.009444379339499586
Position 807: 0.008904781149107522
Position 3205: 0.007994671928465804
Position 1144: 0.007413804914153057
Position 1855: 0.007164656898645881
Position 839: 0.005702681703544403
Position 13664: 0.004915867300714403
Position 3974: 0.004648816558205496
Position 10716: 0.004251418082015296
Position 2601: 0.004245936535934037
Position 6411: 0.0038168940186967385
Position 5871: 0.0035641385310285077
Position 5812: 0.0035099835788802284
Position 7364: 0.003465154010054636
Position 11889: 0.003063090517402971
Position 13482: 0.0028712581784888277
Position 5445: 0.002203518532410277
Position 10737: 0.0019395474354848724
Position 6069: 0.0014031375332898203
Position 6051: 0.0013386075756131742
Position 5617: 0.0013160282827509515
Position 12334: 0.0011350712991369332
Position 11088: 0.0010977451414985694
Position 12050: 0.0010468042133849086
Position 519: 0.0009472180865935665
Position 653: 0.0008670025456202598
Position 11205: 0.0008505868756361051
Position 12751: 0.0008309916242148308
Position 11536: 0.0007492679608981962
Position 215: 0.0007319910919741227
Position 10904: 0.0007210843988946114
Position 10720: 0.0006601052232134477
Position 10185: 0.0005634225961742402
Position 10674: 0.0005470640390090161
Position 311: 0.0005170849074336281
Position 11132: 0.0005087691703004729
Position 7444: 0.0004845882845245474
Position 6636: 0.0003264247642395269
Position 5482: 0.0002997592298236015
Position 12092: 0.000290225445530162
Position 1783: 0.0002564690568746269
Position 621: 0.0002468401012967877
Position 1911: 0.00022003358297005587
Position 6028: 0.00021280173995739485
Position 1023: 0.0002102274960103552
Position 10751: 0.00019524538413826198
Position 2094: 0.00018577731735097529
Position 10630: 0.0001451852242240669
Position 480: 0.00012557871842913874
Position 10826: 0.00012507280282686423
Position 7248: 9.620966451347106e-05
Position 7181: 9.2317478964231e-05
Position 3577: 8.721775402637724e-05
Position 241: 8.427653123079335e-05
Position 1935: 7.201456792706144e-05
Position 2066: 6.174800472672893e-05
Position 1149: 4.058759502538763e-05
Position 2252: 3.943038163823169e-05
Position 765: 3.364682759747374e-05
Position 944: 3.0276875801813043e-05
Position 7246: 2.7695296862374663e-05
Position 7239: 2.6958984955236907e-05
Position 931: 2.674602260925716e-05
Position 1844: 2.284556776431443e-05
Position 706: 2.0823848824628557e-05
Position 1300: 1.85421357808037e-05
Position 220: 1.2322485166199809e-05
Position 618: 1.114851611378174e-05
Position 492: 9.099664878218566e-06
Position 784: 9.017493885152368e-06
Position 10584: 8.762205185818762e-06
Position 779: 8.425067944418034e-06
Position 55: 8.245203686385251e-06
Position 680: 7.893547487042412e-06
Position 535: 6.476676509683369e-06
Position 1658: 5.840096453878417e-06
Position 1089: 3.698361991010785e-06
Position 403: 3.6801748721547612e-06
Position 1387: 3.0614102825170864e-06
Position 760: 1.773006998558953e-06
Position 7254: 1.5553680374897436e-06
Position 753: 8.484950089639067e-07
Position 820: 5.542512309732479e-07
Position 430: 5.195559997537853e-07
Position 564: 3.613977338351748e-07
Position 942: 1.4700498669874388e-07
Position 149: 3.241596088412107e-08
Position 2625: 2.2391180291480928e-08
Position 3169: 2.0621976499904158e-08
Position 611: 7.41226918855473e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7149: 0.9012233348374258
Position 11980: 0.8526053961838946
Position 5306: 0.8469717085960508
Position 10520: 0.4351248452262731
Position 10619: 0.38571376278813185
Position 7693: 0.23056196115446104
Position 900: 0.15963717226709337
Position 13564: 0.14060775455268992
Position 549: 0.13442010110752892
Position 9105: 0.10104366845482202
Position 5907: 0.09613192999438845
Position 5274: 0.08841917725906741
Position 7712: 0.08212991179024508
Position 7107: 0.07103018533968716
Position 7554: 0.06399640588643445
Position 11659: 0.056350292189442215
Position 9079: 0.050916438732536574
Position 5929: 0.04104619712436353
Position 7747: 0.03596261675309445
Position 5960: 0.034706236114669074
Position 10062: 0.02785595512794272
Position 2402: 0.022838671988421495
Position 11949: 0.019793818812893736
Position 11460: 0.01783195986935792
Position 9475: 0.012174560244179629
Position 9929: 0.01075496381129103
Position 10570: 0.008971159594328464
Position 10383: 0.008777854926835641
Position 475: 0.008513293034268806
Position 5545: 0.007504880520901815
Position 12613: 0.007357616288519426
Position 5107: 0.006100242456925283
Position 6808: 0.005962764392106028
Position 13780: 0.005833107758949513
Position 1071: 0.00561600117512931
Position 5238: 0.005268689142570198
Position 13068: 0.00522223273874704
Position 13334: 0.005113108783738462
Position 9526: 0.00463896305865936
Position 10942: 0.0044291063972611506
Position 5926: 0.00441654443538346
Position 570: 0.004181132609721495
Position 3037: 0.00404320538066289
Position 7715: 0.003989477702569917
Position 1761: 0.0037787413296484287
Position 12199: 0.0037159313783275538
Position 9437: 0.003688210493775338
Position 7290: 0.003662034604250969
Position 3069: 0.0036058658813547194
Position 1733: 0.0035849248931489053
Position 9986: 0.003483960634803867
Position 914: 0.0034101931479966377
Position 5140: 0.003380713845777898
Position 6585: 0.003236705205226635
Position 9412: 0.002664861227274026
Position 9123: 0.0026379991291879392
Position 9183: 0.00222160353467271
Position 3806: 0.002039900780908495
Position 5972: 0.0019361983589303554
Position 10545: 0.001905240380702471
Position 7604: 0.0019018703893270092
Position 12397: 0.0016887491177327773
Position 2312: 0.001627757598343436
Position 10773: 0.00153089181221232
Position 6758: 0.001467394598575143
Position 1016: 0.0014498454994304624
Position 12616: 0.0012978663266842137
Position 6739: 0.001271067779874197
Position 6031: 0.0012599574655797557
Position 3895: 0.001175128790687644
Position 11426: 0.0011615506910234836
Position 7239: 0.0011450717386670963
Position 3851: 0.0010955663846196513
Position 13757: 0.0010769824175591762
Position 6369: 0.0010644510723705404
Position 642: 0.0009519399201205071
