Gene = PSMB2
index = 1086
Annotated 5SS: [  503  5535 10571 32599 36612]
Annotated 3SS: [ 5411 10499 32435 36561 38469]
SMsplice 5SS: [  503  5539 10571 32599]
SMsplice 3SS: [ 5411 10499 32435 38469]
top_k =  500
Partition function (log Z): -13.212025464569086

Sorted 5' Splice Sites (High to Low Probability):
Position 10571: 0.9997745466736669
Position 5539: 0.8212474070323027
Position 503: 0.5275750619621233
Position 347: 0.44631801928080417
Position 5535: 0.13791553012322155
Position 5091: 0.11002260304879981
Position 3307: 0.060794764960795625
Position 9076: 0.052412156612132124
Position 17950: 0.05160997474018956
Position 8241: 0.04106437034233838
Position 9594: 0.04024595679782233
Position 17786: 0.03933123294865723
Position 12518: 0.032453146990905436
Position 14319: 0.03143439700096419
Position 1231: 0.030930922041646568
Position 8043: 0.028649317053345117
Position 12813: 0.027509247331088473
Position 5931: 0.026643881146872352
Position 3292: 0.021130579263067648
Position 333: 0.019433394068385512
Position 8237: 0.019119834040620846
Position 11959: 0.018708241847806697
Position 6981: 0.018542628350321496
Position 1551: 0.016099806005072097
Position 4312: 0.015976516889731365
Position 13665: 0.01294752042397752
Position 18031: 0.011508192599312354
Position 428: 0.011088625804785233
Position 8332: 0.010846987845661892
Position 5063: 0.009601413888608263
Position 11536: 0.008669410391628772
Position 18830: 0.008135330865756928
Position 1122: 0.007662136023498472
Position 270: 0.006914796998489809
Position 931: 0.006262774177977441
Position 969: 0.005781682712840431
Position 13431: 0.005192361353359212
Position 16616: 0.004782885680069157
Position 8887: 0.004188019655022516
Position 4468: 0.004162353960990163
Position 3522: 0.003899839297209612
Position 2361: 0.003478433156382659
Position 8210: 0.0033531474628114848
Position 8411: 0.0031766866010643417
Position 10744: 0.0031587315830797495
Position 2357: 0.002967737246365543
Position 1360: 0.002526915034991904
Position 9034: 0.0024527274152847368
Position 1904: 0.0020214351539760826
Position 1931: 0.0017618312717953093
Position 6489: 0.0016618605601014529
Position 2350: 0.001597785989821998
Position 1253: 0.001537055347309552
Position 11278: 0.001458038494745629
Position 1011: 0.0013875911462596896
Position 7903: 0.0012718944033040921
Position 1570: 0.0010731758820507842
Position 4385: 0.0010131181131000035
Position 11530: 0.0009849527039209756
Position 4151: 0.0009787814962793787
Position 2425: 0.0009776763018219956
Position 12160: 0.0009396357813582937
Position 21: 0.0005020535212209572
Position 196: 0.00040160567545378804
Position 11465: 0.00027801425211387794
Position 12655: 0.00015420175449443906
Position 3011: 0.00012108208371662592
Position 296: 6.435290967708587e-05
Position 12118: 5.295465734405149e-05
Position 1144: 4.3442999897482265e-05
Position 93: 1.702899364911815e-05
Position 11008: 1.2781399994937634e-05
Position 11294: 1.0869892397055234e-05
Position 5480: 1.005876498423564e-05
Position 11495: 6.669792229308685e-06
Position 164: 6.4727584736320955e-06
Position 131: 4.613033431814263e-06
Position 368: 4.1886301215414365e-06
Position 267: 3.7217494952617916e-06
Position 127: 2.9923056406952085e-06
Position 10575: 2.510748410965795e-06
Position 1223: 2.182728105091824e-06
Position 1161: 1.8787002680398275e-06
Position 541: 1.5765419803878239e-06
Position 1270: 1.3922192475563336e-06
Position 469: 1.195136420066835e-06
Position 310: 1.1432907295717918e-06
Position 299: 1.0123794465295472e-06
Position 10959: 4.99131988857855e-07
Position 68: 4.126580639954792e-07
Position 380: 3.6754880371035013e-07
Position 10996: 2.7584454009656977e-07
Position 560: 2.6001873184176633e-07
Position 417: 1.8251996611602e-07
Position 571: 1.3164679576064854e-07
Position 539: 6.856438825114536e-08
Position 580: 6.54054208299828e-08
Position 454: 4.886346037225844e-08
Position 338: 2.1702403260458675e-08
Position 129: 1.440166493599074e-08
Position 373: 1.0439628061720824e-08
Position 487: 9.71647575715134e-09
Position 564: 5.956361617515491e-09
Position 378: 4.130011632810093e-09
Position 290: 3.785797399849048e-09
Position 150: 7.787568631204783e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5411: 0.9343690169362926
Position 10499: 0.8337594535967356
Position 19117: 0.3981944496146663
Position 10474: 0.15370924826798105
Position 17884: 0.12403465198913231
Position 4997: 0.09299044402873931
Position 8177: 0.07702368500153044
Position 12541: 0.05823491010421573
Position 23192: 0.05678043351436508
Position 3143: 0.054229041575938206
Position 8956: 0.05288683242319604
Position 17679: 0.051531657306805596
Position 23706: 0.05014528517039828
Position 27132: 0.049712615008864626
Position 14202: 0.049359678065062994
Position 18721: 0.048593127561148065
Position 9519: 0.03854605265130783
Position 3210: 0.026665214025479066
Position 16442: 0.02578954090621668
Position 22375: 0.024761593286568115
Position 5712: 0.022320671099042528
Position 7874: 0.022066722492984688
Position 4836: 0.021149595726474395
Position 436: 0.02010227083679117
Position 12389: 0.01997582092292784
Position 16085: 0.018380741078748267
Position 11671: 0.016607112994057337
Position 10677: 0.016438463233697485
Position 15374: 0.015950456392959216
Position 20401: 0.014966694014298114
Position 15528: 0.014604915295836934
Position 19154: 0.012995046113471478
Position 1336: 0.012720008891210574
Position 14222: 0.012070539627457954
Position 5378: 0.011922556689338242
Position 11363: 0.01156131077630275
Position 12036: 0.010265623563328262
Position 13577: 0.010074194375950356
Position 12406: 0.009655124958533025
Position 11095: 0.008675297762993021
Position 6893: 0.00811690797546861
Position 18264: 0.00809506066624159
Position 12631: 0.00809401864606388
Position 19564: 0.0079609455066804
Position 5408: 0.007851775333707707
Position 7690: 0.00779277125710463
Position 14592: 0.007767526444695579
Position 10523: 0.007520243588025311
Position 4219: 0.007214033847184739
Position 12696: 0.006745271184080012
Position 4101: 0.006691249346479182
Position 2149: 0.006598502240590983
Position 4235: 0.005947443851149717
Position 17098: 0.005900909846673688
Position 13574: 0.005683156179944707
Position 1097: 0.005513446068652826
Position 12429: 0.005354693095167281
Position 12357: 0.005251452744407982
Position 1186: 0.0052154309148197695
Position 1143: 0.005072625645213375
Position 13273: 0.005031726472666385
Position 14198: 0.004629745216266958
Position 681: 0.0045307342824850464
Position 392: 0.004489311021909049
Position 1473: 0.003980025407471455
Position 10526: 0.003944551825204015
Position 8842: 0.00384334913658557
Position 1077: 0.003685225612919622
Position 11835: 0.003673065655443174
Position 10730: 0.0036126538104391767
