Gene = TRIM14
index = 1483
Annotated 5SS: [  229  9322 19280 24344 27302 31769]
Annotated 3SS: [ 9225 19045 24180 27208 31204 49522]
SMsplice 5SS: [  456  9322 19280 24344 31276]
SMsplice 3SS: [ 9225 19045 24180 31204 43632]
top_k =  500
Partition function (log Z): -16.359597261804005

Sorted 5' Splice Sites (High to Low Probability):
Position 19280: 0.9999908264271513
Position 24344: 0.9775214912787321
Position 31276: 0.9765627325963835
Position 456: 0.5464650787199345
Position 229: 0.422038904589015
Position 32033: 0.36625204725025046
Position 34921: 0.2003689368272295
Position 27302: 0.1531928409705763
Position 23531: 0.15237806859822364
Position 24861: 0.10458775450167042
Position 1191: 0.09519406896560251
Position 27251: 0.0650717104179084
Position 12613: 0.04857498666932471
Position 28829: 0.04653815191019368
Position 31769: 0.04359626507179826
Position 29279: 0.041607672709588865
Position 6174: 0.04097881615496243
Position 2275: 0.03673257147936247
Position 24893: 0.024198836680413068
Position 33086: 0.018492391333731727
Position 24906: 0.01576787146707611
Position 27346: 0.010224247055908107
Position 581: 0.009278513201351464
Position 166: 0.004079735897389647
Position 350: 0.004000573923453084
Position 796: 0.003896195025988878
Position 150: 0.0029818131683897408
Position 60: 0.002210180441190489
Position 249: 0.0016990786919417159
Position 1049: 0.0012918214446275902
Position 31416: 0.0008948511199583362
Position 439: 0.000547370059970395
Position 1044: 0.0004969152540048232
Position 1141: 0.00012549279400637822
Position 217: 0.00010835812840072088
Position 475: 6.547123722757291e-05
Position 468: 2.6178561163403074e-05
Position 492: 1.1833223884203684e-05
Position 223: 1.1212159558265186e-05
Position 384: 1.0786606747527058e-05
Position 12: 9.453718016727432e-06
Position 193: 9.160249585444933e-06
Position 19639: 2.646578921139856e-06
Position 7053: 1.8692220754015793e-08
Position 1275: 1.075465044740483e-08
Position 3422: 1.348616178503196e-10
Position 2167: 1.3243603885471483e-10
Position 148: 1.2112237053721475e-11
Position 1418: 8.967759305715205e-12
Position 1126: 5.436673457300413e-12
Position 1880: 4.7050775180526225e-12
Position 571: 1.907566755347419e-12
Position 264: 1.022430466165737e-12
Position 460: 8.754647718454666e-13
Position 329: 4.210917389397277e-13
Position 128: 1.848183588674765e-13
Position 559: 1.6266809324309738e-13
Position 70: 1.3459522016679145e-13
Position 644: 1.1955918338254622e-13
Position 182: 1.2631966926650804e-14
Position 112: 5.9858787453966964e-15
Position 322: 9.276885402278611e-18
Position 373: 8.670784710901815e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 19045: 0.9999972614160505
Position 24180: 0.9775518599671331
Position 31204: 0.9697169452131476
Position 43632: 0.3790558930662754
Position 42214: 0.3672283095048612
Position 31912: 0.27912525828988877
Position 27208: 0.22864434680077186
Position 34743: 0.2250401984613537
Position 23443: 0.15238421064882382
