Gene = MTURN
index = 895
Annotated 5SS: [  489 11490]
Annotated 3SS: [11366 22627]
SMsplice 5SS: [  541 11490 20067 22724]
SMsplice 3SS: [11408 19978 22627 26904]
top_k =  500
Partition function (log Z): -5.63268597699591

Sorted 5' Splice Sites (High to Low Probability):
Position 11490: 0.9890186844880455
Position 6856: 0.7999384220535168
Position 541: 0.7977145261874343
Position 22724: 0.7739786611603598
Position 20067: 0.5703140220517368
Position 24629: 0.476044860506115
Position 4872: 0.4439207897640975
Position 2550: 0.3858782047237003
Position 1790: 0.3634407531426221
Position 7105: 0.31087801570537227
Position 20072: 0.2622994003680984
Position 16352: 0.25066617164181054
Position 26002: 0.2230044348122228
Position 2885: 0.18633110128767255
Position 489: 0.16784510175581507
Position 5136: 0.14954317671527
Position 2235: 0.14407275847142828
Position 20394: 0.1423031639532942
Position 26748: 0.14221373165081758
Position 9382: 0.13253071419271828
Position 7515: 0.12443450646491494
Position 22735: 0.11050198664800685
Position 27034: 0.10876510342906497
Position 2619: 0.10168195906243846
Position 23181: 0.10157134317377232
Position 20151: 0.08661423234811824
Position 22765: 0.07471507690104141
Position 7099: 0.06369124367524374
Position 21111: 0.05520490316225967
Position 26651: 0.04141379303215857
Position 7368: 0.04050084773960396
Position 4724: 0.03302006648808805
Position 24286: 0.031649393857049166
Position 9876: 0.029359000058139222
Position 912: 0.0226337442614872
Position 5504: 0.02196847296035838
Position 1279: 0.02055050302181243
Position 21287: 0.019205698884111774
Position 11917: 0.009635318787413718
Position 9324: 0.008296643383852467
Position 1032: 0.007621153901291823
Position 11494: 0.007442287308054097
Position 1463: 0.007171349740061084
Position 655: 0.006526324560663652
Position 1577: 0.006188764417318393
Position 2209: 0.005711489862289332
Position 580: 0.005651147260449924
Position 1549: 0.005620282537676583
Position 1802: 0.005584209880100268
Position 25535: 0.0055630926479144395
Position 570: 0.00486747492920855
Position 2230: 0.00459450679492234
Position 16457: 0.0032296004855002086
Position 2226: 0.0031633024435452077
Position 11890: 0.0028969377662343065
Position 11532: 0.0028075127878840044
Position 685: 0.0024076117710328943
Position 16503: 0.002194464170745446
Position 2027: 0.0019435580025536133
Position 17776: 0.0015216849489385472
Position 1499: 0.0011904536668773166
Position 4877: 0.0011769408618000617
Position 14529: 0.0011278271760993362
Position 3681: 0.0011052640487778879
Position 739: 0.0006150399626486875
Position 675: 0.0005570463374715698
Position 5219: 0.0005376822762169156
Position 1604: 0.0005147805579889908
Position 11568: 0.000451396040423426
Position 601: 0.00036956978343839455
Position 726: 0.00024348993297734257
Position 441: 0.00023722313924977122
Position 5204: 0.00020800174855139668
Position 1993: 0.00018652377368578071
Position 7346: 0.00018341092338620496
Position 460: 0.00017350347077368987
Position 970: 0.00016879060211272276
Position 1527: 0.00016854185304246292
Position 1677: 0.0001634023749039242
Position 190: 0.00015464051351337535
Position 846: 0.0001516176639805386
Position 877: 0.0001423279561457214
Position 8470: 0.0001337935256829651
Position 848: 0.00012486606598279852
Position 821: 0.00012001203141422268
Position 1637: 0.00011825810014897819
Position 458: 0.00010517660867856882
Position 1513: 8.552735603383284e-05
Position 814: 6.136672166172382e-05
Position 453: 5.485534278106804e-05
Position 365: 5.013963922127362e-05
Position 1408: 4.031762267020703e-05
Position 1281: 2.5765378102634713e-05
Position 941: 1.719163587898038e-05
Position 1493: 1.5297083925180075e-05
Position 34: 1.4186787115638372e-05
Position 591: 1.6406868136554406e-06
Position 527: 9.683470551074216e-07
Position 863: 9.707268012879319e-08
Position 62: 8.880483801638716e-08
Position 493: 6.934170149199594e-08
Position 852: 6.615358363616324e-08
Position 154: 5.8226594046683115e-08
Position 529: 4.182578461127153e-08
Position 197: 1.9534588320840804e-08
Position 545: 3.0141521551957487e-09
Position 624: 5.960359229271651e-12
Position 351: 1.6836017905453118e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 22627: 0.9963443412780618
Position 11408: 0.9884317523331758
Position 19978: 0.9192276547679537
Position 6696: 0.5826735778194684
Position 26904: 0.4355288779186213
Position 24462: 0.37693195492375
Position 1676: 0.36534457006778204
Position 4750: 0.35974235761027645
Position 6990: 0.3429682099210628
Position 2447: 0.33917790864508224
Position 16226: 0.2560902362980563
Position 25939: 0.2483419423431664
Position 26548: 0.23754062801656878
Position 6740: 0.2252388612038203
Position 4981: 0.1501103901474414
Position 2128: 0.1493393679389454
Position 9304: 0.14082735757657075
Position 2789: 0.11749738090756372
Position 7367: 0.1062679937878033
Position 20314: 0.10407597174971844
Position 27460: 0.10317530290085852
Position 22996: 0.09841538000004015
Position 4590: 0.08736230580393135
Position 27494: 0.08532506533613571
Position 26072: 0.08098317604577993
Position 27822: 0.07661957764688435
