Gene = YARS
index = 1583
Annotated 5SS: [  966  7243  7563 11672 20391 26992 31214 31792 35750 37106 38069 38772]
Annotated 3SS: [ 7095  7386 11541 20309 26898 31077 31705 35613 37007 37874 38629 42061]
SMsplice 5SS: [  429  7243  7563 11672 16734 20391 26992 31214 31792 35750 37106 38772]
SMsplice 3SS: [ 7095  7386 11541 16575 20309 26898 31077 31705 35613 37007 38629 38910]
top_k =  500
Partition function (log Z): 5.573519323957187

Sorted 5' Splice Sites (High to Low Probability):
Position 7243: 0.99193702874949
Position 7563: 0.9893055288669906
Position 38772: 0.9774551832620699
Position 31792: 0.9735978939157103
Position 20391: 0.9385155646572687
Position 11672: 0.9290536535479519
Position 35750: 0.9032814863304665
Position 37106: 0.594611876743546
Position 26992: 0.5735864147934785
Position 16734: 0.45402071026043167
Position 429: 0.4526600319159186
Position 31214: 0.43160697645508544
Position 1340: 0.4238260565371204
Position 31142: 0.40502148382277875
Position 243: 0.21568232496045933
Position 16738: 0.2092565920510871
Position 37150: 0.15162045094849816
Position 38230: 0.14134957143694152
Position 20046: 0.1356502570336186
Position 966: 0.12815347055952406
Position 20033: 0.11804544867451813
Position 11878: 0.11614214562314734
Position 38069: 0.11581681682286053
Position 850: 0.11089911932600101
Position 1116: 0.08863812423952198
Position 16890: 0.08846153575699359
Position 37941: 0.08045904896455806
Position 1804: 0.07358282143475939
Position 7968: 0.07243880884336422
Position 11280: 0.06938187673256795
Position 16839: 0.06785615510924999
Position 31353: 0.06724364606652827
Position 9223: 0.06212961657735373
Position 20434: 0.06047098207717896
Position 37992: 0.05954699727156517
Position 5814: 0.05350273574034376
Position 16353: 0.0532314856845558
Position 36833: 0.04891416176285294
Position 11450: 0.04608633382365382
Position 31372: 0.03741444011514406
Position 24771: 0.03509523544826973
Position 33687: 0.03337058331367885
Position 775: 0.030668888982527818
Position 2430: 0.02475065569630247
Position 11618: 0.024077840929294707
Position 16699: 0.021876339478300973
Position 38258: 0.019268922037855126
Position 13609: 0.01853214407071781
Position 37953: 0.018249723350567366
Position 10537: 0.018126429966182318
Position 19922: 0.014866335962790633
