Gene = LDLRAD2
index = 775
Annotated 5SS: [ 272 2559 3810 9347]
Annotated 3SS: [2132 3677 9184 9936]
SMsplice 5SS: [ 272 1359 3810]
SMsplice 3SS: [1276 3677 9184]
top_k =  500
Partition function (log Z): -6.080890053067522

Sorted 5' Splice Sites (High to Low Probability):
Position 272: 0.9851846333148552
Position 3810: 0.8339898145062411
Position 1359: 0.8246167106051184
Position 10749: 0.3035079213392722
Position 2634: 0.2881943810704401
Position 2559: 0.28179205974455823
Position 8584: 0.23164376571129217
Position 6775: 0.22833104659697986
Position 10356: 0.20560000803239098
Position 9347: 0.17815463256666
Position 7478: 0.14501294459049924
Position 12368: 0.10503899218905838
Position 9399: 0.07757184674157681
Position 4262: 0.0635643575956294
Position 9638: 0.04811049164573334
Position 7693: 0.0399878607182408
Position 10169: 0.036682254452470336
Position 4103: 0.030009651241846787
Position 4421: 0.021714445011009022
Position 11720: 0.017594122636884015
Position 2209: 0.012278768024891105
Position 9264: 0.012060291925058135
Position 1396: 0.011701234416529566
Position 1214: 0.009686157693109525
Position 1341: 0.009250841365201618
Position 8601: 0.008123066166199261
Position 222: 0.005906138743580729
Position 10295: 0.005786930935764835
Position 10309: 0.005175176898973148
Position 3490: 0.004699223456343214
Position 150: 0.003550729660358322
Position 6833: 0.0033591396135053304
Position 2365: 0.002564207523293718
Position 849: 0.0021802901005224104
Position 3715: 0.0018725892750197728
Position 7482: 0.00172892390538182
Position 1104: 0.001713018860643795
Position 2249: 0.0011749394978146585
Position 154: 0.0008178653739697364
Position 1206: 0.0007308384267830102
Position 7050: 0.0007064144155994929
Position 8056: 0.000636442443761456
Position 737: 0.00044272675938111626
Position 2303: 0.00039099944127859705
Position 1749: 0.0003246709348283541
Position 3814: 0.00024548827258276954
Position 276: 0.00020296090986173686
Position 3821: 0.0001872565040425174
Position 972: 0.0001363457323257843
Position 1363: 0.00012972381630793002
Position 817: 0.00012274632903970243
Position 1416: 0.00010135777744927252
Position 1433: 9.579773373021182e-05
Position 533: 8.558165613207861e-05
Position 73: 6.843633901847445e-05
Position 46: 6.656074330642414e-05
Position 2287: 5.637144451509374e-05
Position 632: 4.5558944928292635e-05
Position 291: 4.034378966060904e-05
Position 1051: 3.115762505650662e-05
Position 1885: 2.80884449224307e-05
Position 493: 2.1576196365953654e-05
Position 584: 1.9568291502973794e-05
Position 347: 1.3272065032652868e-05
Position 588: 1.146851850086853e-05
Position 2437: 8.22367486665147e-06
Position 894: 6.585218013290798e-06
Position 2717: 5.712970633119708e-06
Position 1145: 5.311219392252041e-06
Position 1295: 3.7264769402304713e-06
Position 907: 2.8174473971846653e-06
Position 1224: 2.779293006073949e-06
Position 410: 2.4131693076544348e-06
Position 901: 1.2181152736870825e-06
Position 119: 8.165354939737861e-07
Position 2456: 6.830221940794856e-07
Position 75: 3.0163302719414266e-07
Position 210: 4.426498354638433e-08
Position 1024: 4.388779156282749e-08
Position 485: 2.2631770368653312e-08
Position 405: 1.0593648585096152e-09
Position 403: 9.038227581668391e-10
Position 774: 7.241512348756007e-10
Position 200: 3.202556723566775e-10
Position 338: 2.0241183877690937e-10
Position 197: 8.707698226920434e-11
Position 1335: 6.2582291464716e-11
Position 468: 2.596838882186341e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3677: 0.7459372711650052
Position 1276: 0.7409630188822521
Position 2486: 0.5036503903770089
Position 9184: 0.43530525400113823
Position 10577: 0.39532423925378585
Position 9936: 0.24627575163951215
Position 8446: 0.24302317335752993
Position 10166: 0.1806532821255948
Position 6705: 0.13270999627958746
Position 9458: 0.12153965757691779
Position 12215: 0.114012600241773
Position 12408: 0.10302987474157775
Position 6685: 0.09994256692874363
Position 1102: 0.09249924894646672
Position 12609: 0.08232304210738343
Position 4209: 0.08065348381790755
Position 7314: 0.07870684501400753
Position 11644: 0.05726470077359466
Position 12236: 0.056823831988371626
Position 7435: 0.04433370947292302
Position 3657: 0.04350672251509273
Position 7568: 0.040281383495104815
Position 11460: 0.04022798624197702
Position 3881: 0.0381050269606975
Position 9904: 0.032140866333380196
Position 9256: 0.029918937503713265
Position 3706: 0.02930050565282876
Position 12432: 0.026705719020207574
Position 2389: 0.026582329604063724
Position 7294: 0.02370131400895054
Position 2208: 0.01855807206479614
Position 3421: 0.018293774015619626
Position 2132: 0.016037830309957507
Position 10194: 0.014823707691769234
Position 9552: 0.013585128467162986
Position 2310: 0.011284560126798016
Position 1189: 0.01001128648055695
Position 1241: 0.006772394718883463
Position 9398: 0.00674496215893094
Position 2254: 0.005818407923151812
Position 11576: 0.004633226082031114
Position 4140: 0.004246278625797311
Position 4749: 0.0034278347221386243
Position 6708: 0.0025752681648981215
Position 3714: 0.0024921889268862143
Position 11814: 0.002230585378049459
Position 2064: 0.002015191014475958
Position 11761: 0.0020091738348086783
Position 3571: 0.0019490521465861852
Position 1173: 0.0014643188921387132
Position 6727: 0.0014344802813140807
Position 7971: 0.0014059629171225495
Position 3987: 0.0013296161293114338
Position 6860: 0.0011958393949893283
Position 1123: 0.001016692749386952
Position 2287: 0.0009007209072764757
Position 2507: 0.0008287995621261027
Position 2597: 0.0006593229680663154
Position 783: 0.0006338673014854156
Position 4516: 0.0005883172584058491
Position 7611: 0.0005395456094728044
Position 1214: 0.0005371435598320518
Position 5102: 0.0005129721098053694
Position 4023: 0.0004898931262943334
Position 4162: 0.0004786430623420527
Position 632: 0.00047026988182498634
Position 1120: 0.0004651960718681236
Position 7576: 0.000457309920569412
Position 4848: 0.00045326283730518315
Position 5628: 0.0004366986367013965
Position 1145: 0.00042883922532441107
Position 1283: 0.0003948158019363122
Position 2111: 0.00035847961164503294
Position 5652: 0.0003428738752085686
Position 5122: 0.00034049920316461205
Position 665: 0.0003381130631533855
Position 2158: 0.0002708236820057539
Position 4593: 0.0002600706694529885
Position 761: 0.00016548403603752185
Position 4680: 0.00016532499781419678
Position 1107: 0.00016104040114185437
Position 3481: 0.00016039909870900354
Position 3886: 0.00015726159914849098
Position 536: 0.0001529493397534527
Position 4504: 0.00015248717539807367
Position 241: 0.00013554236565606798
Position 2622: 0.0001162654974784947
Position 3774: 0.00011423527576019688
Position 1651: 9.711213218932644e-05
Position 689: 9.372560062414877e-05
Position 736: 8.925362124425886e-05
Position 4188: 8.724391016172407e-05
Position 1550: 8.404320847777001e-05
Position 442: 6.438209772928225e-05
Position 4407: 6.173880780919712e-05
Position 1523: 6.100913505083887e-05
Position 955: 5.494497494513006e-05
Position 2505: 5.411167509843826e-05
Position 3905: 5.342851648274764e-05
Position 3939: 5.207645388995036e-05
Position 916: 4.652896018700169e-05
Position 2563: 4.455663655278486e-05
Position 1341: 4.315110522319015e-05
Position 2540: 4.232267573829994e-05
Position 3566: 4.1504845134321454e-05
Position 1162: 3.9091311834241326e-05
Position 3407: 3.237356139496533e-05
Position 221: 3.2116553697639905e-05
Position 3797: 2.9364474197150258e-05
Position 1597: 2.8895429042310638e-05
Position 2078: 2.3116989661783317e-05
Position 598: 2.1438767746207453e-05
Position 210: 1.9166380457859403e-05
Position 176: 1.433064717755732e-05
Position 1700: 1.1648828446159544e-05
Position 3448: 1.0331718525231796e-05
Position 1416: 9.979052040975345e-06
Position 649: 9.529692136561153e-06
Position 2017: 8.605470452642058e-06
