Gene = ACOT7
index = 25
Annotated 5SS: [   320  36065  46381  52337  58515  67322  90950 104712]
Annotated 3SS: [ 35946  46223  52244  58399  67234  90832 104526 121117]
SMsplice 5SS: [   320    709  11721  25244  34393  36065  39933  46381  52337  58515
  67322  76800  84831  90950  99935 104712 111830]
SMsplice 3SS: [   522  11651  25124  34209  35946  39843  46223  52142  58399  67234
  76619  84662  90832  99813 104526 111693 121117]
top_k =  500
Partition function (log Z): 8.39090327395536

Sorted 5' Splice Sites (High to Low Probability):
Position 709: 1.0000000000000062
Position 36065: 1.0000000000000053
Position 11721: 1.0000000000000049
Position 67322: 0.9999992941461753
Position 90950: 0.9998968891740171
Position 58515: 0.9955905504098668
Position 104712: 0.989956323334948
Position 39933: 0.9658812674610446
Position 111830: 0.9549298515780639
Position 46381: 0.9356644881745051
Position 74623: 0.9057725430542498
Position 52337: 0.735549187517798
Position 320: 0.6151028618260623
Position 112994: 0.5092631681354172
Position 84831: 0.484552185371424
Position 99935: 0.42263999448760614
Position 71568: 0.4214795838499193
Position 106218: 0.41633871296473884
Position 64979: 0.3253555331417805
Position 178: 0.31668988866675857
Position 46713: 0.3066701086664232
Position 76800: 0.2991536617669035
Position 61980: 0.2972959431305219
Position 84836: 0.2713796243691509
Position 42002: 0.2622106946085536
Position 51910: 0.22766350132100915
Position 104926: 0.21679946533894207
Position 39553: 0.19862089564899837
Position 65261: 0.1557285096290421
Position 117061: 0.1507441267919336
Position 72757: 0.1488460028438755
Position 112460: 0.14089676260820902
Position 72901: 0.13257628860962758
Position 91337: 0.1257596262946168
Position 100345: 0.12385120001340082
Position 71607: 0.11965721796320766
Position 112295: 0.11792967552342629
Position 50040: 0.11533802106235015
Position 65225: 0.10641001269850599
Position 52342: 0.10246837230526953
Position 70611: 0.09675306678882178
Position 72761: 0.08808004480331467
Position 65024: 0.08276598221420894
Position 61638: 0.08273343971470538
Position 52279: 0.07770964160848137
Position 110555: 0.0774158385513616
Position 47284: 0.07563868132884569
Position 73897: 0.07543848921821263
Position 73786: 0.06886820587184321
Position 91489: 0.06327640107154511
Position 53877: 0.06105635368541953
Position 39129: 0.058281592960054696
Position 104890: 0.058262207593314755
Position 117140: 0.056583073634201154
Position 92049: 0.04566888304887196
Position 99768: 0.044535498157295746
Position 52322: 0.04448162962987637
Position 62529: 0.042419942205817934
Position 47785: 0.04214334355723813
Position 68633: 0.04006897691014441
Position 42275: 0.03940981166594362
Position 91137: 0.038705590281840806
Position 46288: 0.0380960958284544
Position 55082: 0.03798082721272488
Position 92222: 0.032904359477298056
Position 97427: 0.029086217891141592
Position 54008: 0.0290620293352919
Position 40595: 0.027834410092761698
Position 267: 0.02776129417569352
Position 73762: 0.02751867515117103
Position 40732: 0.026241383661081433
Position 61180: 0.025340438478555917
Position 55634: 0.025290074318846768
Position 105422: 0.02515146463191435
Position 47003: 0.024735813887732657
Position 115376: 0.02397922532746396
Position 106225: 0.02396905063013747
Position 61449: 0.023958027630493893
Position 422: 0.022204213524900616
Position 46414: 0.02021808432868297
Position 53891: 0.019692901127533982
Position 52245: 0.018995406459386806
Position 47479: 0.018036336665238337
Position 95858: 0.01775120484098992
Position 92489: 0.017417312507729817
Position 46897: 0.0169112177654626
Position 58762: 0.01686157532748378
Position 43968: 0.015728403378191664
Position 40139: 0.015454674635156894
Position 55411: 0.01543478874852628
Position 56595: 0.015333805038241204
Position 115541: 0.014541135247616563
Position 54473: 0.014480916858113712
Position 61614: 0.01439498089933279
Position 119304: 0.014282947995404915
Position 113353: 0.01280120299617471
Position 94466: 0.012631655826488862
Position 50169: 0.01259844859224396
Position 47890: 0.012365219492553496
Position 71686: 0.011670908601843905
Position 111845: 0.010930412991566923
Position 49144: 0.010515458112072837
Position 53985: 0.009688746256857795
Position 113473: 0.00952144361508997
Position 120: 0.008168403145090848
Position 68973: 0.007696593040531036
Position 99891: 0.007671013073171109
Position 41504: 0.00738331059407772
Position 104687: 0.007171708812034023
Position 74507: 0.004973409049510805
Position 58541: 0.0044094495901332905
Position 91235: 0.004319609240439056
Position 61026: 0.004091562890126437
Position 115603: 0.004025668204948768
Position 74929: 0.0036745392073902357
Position 61658: 0.0036575646610018694
Position 115607: 0.0033763367030270127
Position 36988: 0.0032678128713964196
Position 97000: 0.003164970812573511
Position 60238: 0.003143056678822457
Position 46350: 0.0031322349929137046
Position 74662: 0.003055812499105563
Position 61409: 0.003026180707969673
Position 46344: 0.002938716884965817
Position 557: 0.0029260592857689276
Position 430: 0.00276172643059029
Position 59780: 0.0027064725127980416
Position 59536: 0.00214061291022541
Position 58789: 0.0018080304884098143
Position 121165: 0.0014780046810748146
Position 61605: 0.0014192920496172896
Position 73766: 0.0013167868486539378
Position 73847: 0.0011047241143695027
Position 105220: 0.0010190098000948658
Position 425: 0.0008965201593079114
Position 213: 0.0008902231389089632
Position 248: 0.0008165902303998857
Position 52313: 0.0007977138013616305
Position 72750: 0.0006776848807652468
Position 105278: 0.0005178480896282067
Position 25: 0.0004991584621488549
Position 91090: 0.0004375408456865153
Position 229: 0.00038490807171483236
Position 270: 0.0003805698715909493
Position 46704: 0.0003559561081326188
Position 46738: 0.0002935022028682931
Position 54328: 0.00024229541503192713
Position 105079: 0.00016826122192351687
Position 47199: 0.0001680280404651286
Position 351: 0.000156097583863143
Position 105648: 0.00013535598143619203
Position 449: 0.00011668504263171363
Position 68543: 9.980026116652122e-05
Position 231: 7.766161417212406e-05
Position 91705: 7.474540194404697e-05
Position 91053: 6.782134273997496e-05
Position 68612: 6.137794537480973e-05
Position 435: 5.839075205688077e-05
Position 182: 4.5866767257925546e-05
Position 46848: 4.571460912122668e-05
Position 410: 2.905169560021022e-05
Position 127: 1.5114088421603452e-05
Position 95870: 1.3596608864987676e-05
Position 342: 6.240226640239457e-06
Position 59708: 5.273635741253454e-06
Position 578: 4.640311738545326e-06
Position 353: 3.805002088319015e-06
Position 437: 1.9539259890886066e-06
Position 59739: 1.1568499321630095e-06
Position 261: 8.379915362125617e-07
Position 470: 4.0730044548569534e-07
Position 298: 2.8337785972854045e-07
Position 112: 1.9039210798936306e-07
Position 510: 1.2326297934720573e-07
Position 451: 1.1664162126037455e-07
Position 547: 6.380663005619058e-08
Position 482: 5.3227429593181605e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 35946: 1.0000000000000053
Position 46223: 1.0000000000000042
Position 90832: 1.000000000000002
Position 104526: 0.9999999872515138
Position 67234: 0.999878227167331
Position 58399: 0.9704471570801485
Position 121117: 0.9681473818869378
Position 39843: 0.9658812674610446
Position 11651: 0.9216697731012491
Position 74415: 0.9138017646028661
Position 111693: 0.911583541867054
Position 522: 0.8912863890971263
Position 84662: 0.7559318097405747
Position 52142: 0.7156470249028811
Position 112865: 0.5098698891502185
Position 71498: 0.4752804511744835
Position 99813: 0.4303110075607772
Position 72665: 0.37018002113758275
Position 76619: 0.2991536617669035
Position 46554: 0.29875963544186346
Position 52244: 0.26429986399628846
Position 65148: 0.26213852232754803
Position 61800: 0.24470002895277462
Position 51763: 0.22766350132100927
Position 106095: 0.21295946410747207
Position 116991: 0.21188579930402973
Position 64864: 0.20346111082860338
Position 41869: 0.20193348595018235
Position 39417: 0.19862089564899837
Position 104784: 0.17541114099098185
Position 106134: 0.173789374317791
Position 64908: 0.15913467795303587
Position 73654: 0.14353863189432534
Position 112369: 0.1328600640539851
Position 91218: 0.13083790493162922
Position 100116: 0.12385120001340084
Position 49854: 0.11844828806404623
Position 112156: 0.09902949873665086
Position 53705: 0.09821919917165245
Position 675: 0.08755123724093107
Position 11688: 0.0783302268987557
Position 110393: 0.07741583855136164
Position 71522: 0.07498605762991639
Position 61539: 0.06923516304323374
Position 70514: 0.06349138052769458
Position 41913: 0.06027720865837128
Position 38995: 0.058281592960054696
Position 111765: 0.05269706906339054
Position 47060: 0.04993818567769424
Position 104823: 0.049166575801690794
Position 47669: 0.049014521056964654
Position 104820: 0.0476177918558139
Position 99637: 0.044535498157295746
Position 62425: 0.04240864903538468
Position 91903: 0.040588595211431336
Position 42087: 0.03940981166594362
Position 54901: 0.03798082721272489
Position 92094: 0.03281257226765728
Position 64894: 0.03268048935375792
Position 61500: 0.031068951130650502
Position 73756: 0.030708249309925016
Position 58411: 0.029552842919852412
Position 97275: 0.029086217891141592
Position 61354: 0.02739480678439067
Position 61888: 0.02729118707194989
Position 55237: 0.026770840511452697
Position 105946: 0.02636018890212657
Position 61911: 0.02521585720724833
Position 115479: 0.025095066064260655
Position 91036: 0.02420851002286611
Position 115254: 0.024171502340583635
Position 46737: 0.023473139985181142
Position 91395: 0.02305902050969569
Position 112207: 0.022792819161709083
