Gene = UTP15
index = 1542
Annotated 5SS: [  172  1694  2587  2864  3935  4971  6884 11296 12265 13112 13410 13635]
Annotated 3SS: [ 1520  2493  2678  3755  4844  6747 11210 12114 13009 13275 13575 14135]
SMsplice 5SS: [  172  1694  4971 11296 13112 13410 13635]
SMsplice 3SS: [ 1520  4844 11210 13009 13275 13575 14135]
top_k =  500
Partition function (log Z): 2.925494990492121

Sorted 5' Splice Sites (High to Low Probability):
Position 4971: 0.9845201802130349
Position 11296: 0.9698037698906118
Position 13112: 0.9508386404621512
Position 1694: 0.839122540178412
Position 13410: 0.8352047152740201
Position 2864: 0.6638705286183384
Position 172: 0.5488349584475094
Position 13635: 0.5435621777848281
Position 2587: 0.44439441403366586
Position 12265: 0.33892855869795974
Position 12038: 0.3210378732580305
Position 3935: 0.28564594009661864
Position 5268: 0.27381811355105956
Position 446: 0.2601200006635402
Position 14928: 0.2559943240571336
Position 97: 0.14933257556166968
Position 14518: 0.1268373425047052
Position 13364: 0.11954397224158486
Position 2770: 0.10094481153014134
Position 3408: 0.08660419078697446
Position 3244: 0.08203671633808532
Position 3189: 0.07758561427384507
Position 1253: 0.07407058649409051
Position 3702: 0.06383885825262543
Position 13775: 0.06172146754651394
Position 11557: 0.052326805938793845
Position 683: 0.04967293440177749
Position 15069: 0.04357337480465468
Position 2078: 0.04220468882871249
Position 3252: 0.039809674769442395
Position 3891: 0.03428764098286991
Position 13116: 0.027645656029784704
Position 2153: 0.02535263694395277
Position 2187: 0.019128289698404157
Position 11478: 0.018412071706041228
Position 605: 0.014349313456401686
Position 687: 0.014338791943359767
Position 4374: 0.013165555923910114
Position 25: 0.01186871170007494
Position 2416: 0.01149995280332634
Position 176: 0.009963941937243499
Position 2979: 0.00995950043543548
Position 4235: 0.009527575433897456
Position 12773: 0.009159433954065844
Position 2420: 0.009001529764931349
Position 1707: 0.008578875606065718
Position 15588: 0.007054247876967861
Position 14505: 0.006246999162535726
Position 1335: 0.004216531803836589
Position 2459: 0.0038868899748840894
Position 62: 0.003445070123995262
Position 13940: 0.0034221877306677586
Position 14595: 0.003315948130735516
Position 14157: 0.0030398994952287647
Position 4953: 0.0029574009893088954
Position 14537: 0.0027383391246199647
Position 139: 0.00221537574829449
Position 1027: 0.0013982958140199388
Position 365: 0.001373889194285839
Position 3601: 0.001306822916127459
Position 34: 0.001301331810819532
Position 1394: 0.0012871301019972132
Position 1302: 0.0012701268109986956
Position 4887: 0.00107996157444377
Position 13679: 0.000957256383606862
Position 56: 0.0008134415323518
Position 32: 0.000798706684149483
Position 13793: 0.0007800323076169004
Position 13713: 0.000673840503440592
Position 1242: 0.0006082509796757685
