Gene = IQCJ
index = 716
Annotated 5SS: [   114 176580 183480 193356]
Annotated 3SS: [176514 183398 193219 195886]
SMsplice 5SS: [   114    478  12701  71102  78290  98333 110110 122267 147160 164406
 169272 169462 176580 183480 189818 193356]
SMsplice 3SS: [   347  12583  71015  78171  98210 110032 122141 147063 164317 169171
 169354 176514 183398 189761 193219 196072]
top_k =  500
Partition function (log Z): -85.39497119850387

Sorted 5' Splice Sites (High to Low Probability):
Position 114: 0.8938974832408373
Position 478: 0.7770371361022814
Position 12701: 0.7302911673490707
Position 4939: 0.6877703974816012
Position 5683: 0.6354415423513675
Position 7103: 0.3993054759787215
Position 12469: 0.36333085332452036
Position 4064: 0.28776291007757415
Position 4069: 0.22529484439965486
Position 6236: 0.22053159033597755
Position 6520: 0.20075207621534363
Position 1377: 0.10747449405401059
Position 6622: 0.1003704301572161
Position 265: 0.07566455359452356
Position 12475: 0.06420368235624675
Position 12417: 0.05781994657454495
Position 4540: 0.04928303489507509
Position 11230: 0.0436383292162341
Position 3136: 0.030648128756812405
Position 4671: 0.028246098053940235
Position 441: 0.014832558530693566
Position 6718: 0.008461875121051246
Position 206: 0.005929506807040924
Position 119: 0.005603933581768394
Position 4913: 0.005238755434336631
Position 86: 0.004581320436598256
Position 11354: 0.0023020930448539
Position 1431: 0.0020232429864206415
Position 4149: 0.0010730673339502067
Position 3444: 0.0008856077356193592
Position 1174: 0.0008613676798000907
Position 750: 0.0006647039003494868
Position 666: 0.00047777903995140894
Position 150: 0.0004668936862376805
Position 415: 0.0003594944252855553
Position 1012: 0.00017052066704858928
Position 243: 0.00014116860601041907
Position 1723: 0.00011834902615010376
Position 1152: 9.010096718930322e-05
Position 277: 7.674259346258557e-05
Position 259: 4.500633052340968e-05
Position 291: 3.343114550086106e-05
Position 896: 3.0641449899640634e-05
Position 519: 2.6262298033634166e-05
Position 1068: 2.2846158080663405e-05
Position 521: 2.0412221901055433e-05
Position 557: 2.0178145414466136e-05
Position 517: 1.9468898550760426e-05
Position 523: 1.7298960467897086e-05
Position 241: 1.7198742331201358e-05
Position 525: 1.561296106242997e-05
Position 271: 1.4207721225859083e-05
Position 269: 1.3554125202444159e-05
Position 527: 1.3093040750945112e-05
Position 529: 1.1429052364881952e-05
Position 406: 9.546812449443145e-06
Position 109: 9.351821143511384e-06
Position 531: 9.11613573052497e-06
Position 533: 8.668976108872898e-06
Position 48: 7.943298532867116e-06
Position 535: 6.995793802478781e-06
Position 3484: 6.1497392883589615e-06
Position 537: 5.377734024021598e-06
Position 285: 3.294698633895818e-06
Position 68: 3.186856139865901e-06
Position 299: 2.199251453845151e-06
Position 30: 1.9626634565658793e-06
Position 137: 1.9625439070402324e-06
Position 219: 1.1333665543856954e-06
Position 50: 4.7245397610153e-07
Position 88: 3.120401928082862e-07
Position 279: 6.825883226865515e-08
Position 301: 6.546457564981224e-08
Position 732: 5.405822636626039e-08
Position 313: 2.3123880911113366e-08
Position 324: 1.7593039153973007e-08
Position 338: 1.2531968388606473e-08
Position 334: 7.743811962613548e-09
Position 332: 6.9634609501732875e-09
Position 189: 5.230252103515904e-09
Position 15: 2.2061513606289176e-09
Position 539: 2.8737845834155344e-10
Position 541: 2.426586548431627e-10
Position 543: 2.0623868503827433e-10
Position 578: 1.7711557784137398e-10
Position 545: 1.6152015208011682e-10
Position 565: 1.490893711135924e-10
Position 547: 1.332581923575469e-10
Position 551: 1.210518817206269e-10
Position 549: 1.2075400822206207e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12583: 0.7402227768609817
Position 347: 0.6308211718988718
Position 12378: 0.6298009141518701
Position 4803: 0.6103124896984684
Position 3966: 0.4847389957693983
Position 6947: 0.3965609660208085
Position 6140: 0.21684120184959893
Position 5493: 0.19960482893076795
Position 5583: 0.18768412348580582
Position 19941: 0.15559083881134714
Position 21004: 0.13095128313465376
Position 294: 0.1237899531063531
Position 6479: 0.12119866397668483
Position 6438: 0.11840804401673755
Position 20962: 0.10421283575357572
Position 1270: 0.1034399038106697
Position 13050: 0.09341819748893954
Position 12984: 0.09004766649320613
Position 5514: 0.08835339370927259
Position 11103: 0.08726080751991235
Position 6398: 0.07785448655232766
Position 16536: 0.07377451889876592
Position 17052: 0.06162185608410914
Position 5451: 0.05717815797445249
Position 4432: 0.05128031756224197
Position 4605: 0.04814738207435107
Position 4624: 0.039318735422171534
Position 5496: 0.03377469991656971
Position 5564: 0.02967245045717615
Position 5533: 0.025310453644536348
Position 4575: 0.018774505127942088
Position 13037: 0.015045717777082092
Position 13547: 0.014402766395732656
Position 397: 0.013079186332554624
Position 3029: 0.009933827584847224
Position 2914: 0.009563503114132054
Position 3748: 0.009279558472463747
Position 2875: 0.009276524094710843
Position 6844: 0.008416971319220558
Position 16874: 0.007762545502448159
Position 6175: 0.007710466864887242
Position 3947: 0.006622909342441625
Position 10355: 0.006233098840042867
Position 3991: 0.005546122691087001
Position 359: 0.005015217380949161
Position 1248: 0.004965682442320725
Position 5416: 0.00441728037135863
Position 3906: 0.004036792470858841
Position 13591: 0.0040092016211789585
Position 5631: 0.003923737943670454
Position 15269: 0.003801826593305316
Position 374: 0.003760408940842673
Position 5389: 0.003228654387434856
Position 264: 0.0031919247534907364
Position 9784: 0.003117740103064378
Position 3629: 0.0030491015422991676
Position 11826: 0.003039761342948547
Position 6090: 0.0028966387956999946
