Gene = WBSCR27
index = 1558
Annotated 5SS: [  46  518 1466 2122 2505]
Annotated 3SS: [ 390 1336 1985 2414 7532]
SMsplice 5SS: [ 518 1466 2122 2505]
SMsplice 3SS: [1336 1985 2414 7532]
top_k =  500
Partition function (log Z): -3.7505371301968244

Sorted 5' Splice Sites (High to Low Probability):
Position 2505: 0.9250906406178344
Position 1466: 0.8381184804422923
Position 518: 0.8152715979353526
Position 2122: 0.6152286416920516
Position 46: 0.5346182374673197
Position 4328: 0.244755348270904
Position 4321: 0.20612744822481024
Position 3051: 0.1500463891413758
Position 3210: 0.12098721403356001
Position 3576: 0.06568314516003045
Position 3676: 0.04536173466304761
Position 143: 0.037003998573081044
Position 5553: 0.02483271755581268
Position 428: 0.012458866319802088
Position 1658: 0.010460124987236299
Position 4335: 0.008475552820359325
Position 5409: 0.008437621086499265
Position 7780: 0.007688398020474623
Position 7789: 0.005059548087667842
Position 4535: 0.004535897248321564
Position 2312: 0.0034031588307790886
Position 7705: 0.00224965818033681
Position 733: 0.002220217725107471
Position 827: 0.0017982205438352677
Position 4896: 0.0017861091111162387
Position 213: 0.0017589273948409175
Position 5325: 0.0016844472896168612
Position 987: 0.0015822492684917074
Position 4115: 0.0014157513929916555
Position 2462: 0.0009812452075324922
Position 619: 0.0009671678855795528
Position 4144: 0.0009325797324293044
Position 922: 0.0008888359523681151
Position 5803: 0.0008423810430672951
Position 2778: 0.0007430183627054961
Position 2828: 0.0007320260096213533
Position 440: 0.0007142103442171216
Position 1949: 0.0007116816204194379
Position 411: 0.000475886630508364
Position 1801: 0.00031653599803758487
Position 278: 0.00020417089383034916
Position 608: 0.00014904413018279657
Position 356: 0.00014393798964970904
Position 3007: 0.00011833318401458479
Position 1108: 0.00011808839239749484
Position 571: 0.00011210900082598924
Position 1921: 0.00010221362825553672
Position 576: 9.673055285328461e-05
Position 859: 8.780034048699977e-05
Position 981: 6.422507452433743e-05
Position 3186: 4.760605144744148e-05
Position 2781: 4.3083228234815264e-05
Position 91: 3.842168534311189e-05
Position 905: 3.399480890129269e-05
Position 379: 2.8426890224269767e-05
Position 50: 1.6822969017937264e-05
Position 245: 1.4837435084492362e-05
Position 1131: 1.3429823428197307e-05
Position 4653: 1.3279556196758839e-05
Position 752: 1.1136728621726503e-05
Position 3193: 1.1015660014822081e-05
Position 116: 1.0981872441675036e-05
Position 1136: 1.0686263224582836e-05
Position 4233: 8.415352235101033e-06
Position 247: 3.495792102598638e-06
Position 77: 1.6559395248880038e-06
Position 7: 1.195225997404699e-06
Position 211: 2.509805563276172e-07
Position 12: 2.5020065207891276e-08
Position 381: 2.236553546572566e-08

Sorted 3' Splice Sites (High to Low Probability):
