Gene = SKP2
index = 1260
Annotated 5SS: [  204   976 11690 14596 16381 18376 19667 24950 25226]
Annotated 3SS: [  703 11577 14451 16245 18276 19535 24897 25117 29750]
SMsplice 5SS: [  204   976 11690 14596 16381 18376 25226 26744]
SMsplice 3SS: [  703 11577 14451 16245 18276 25117 26530 31772]
top_k =  500
Partition function (log Z): 4.562388580475336

Sorted 5' Splice Sites (High to Low Probability):
Position 11690: 0.9859579499176649
Position 976: 0.9789601590869988
Position 16381: 0.972462192160677
Position 25226: 0.9563960385917908
Position 14596: 0.868015963734035
Position 18376: 0.8374566856322322
Position 26744: 0.8084768350661049
Position 204: 0.7190500661234376
Position 28223: 0.6267801936729752
Position 7808: 0.5342941701664419
Position 5573: 0.423770837092926
Position 19667: 0.3486723056243916
Position 4532: 0.2340418094163457
Position 504: 0.22856072663074206
Position 27960: 0.2155715146633585
Position 4487: 0.19654008124725536
Position 20645: 0.17535543450509797
Position 24950: 0.1502239836639501
Position 1463: 0.1474443799189193
Position 27616: 0.1468268699551889
Position 25661: 0.13965881201118924
Position 25709: 0.12218054015723265
Position 30887: 0.11649857051060954
Position 25438: 0.10985316199375877
Position 1860: 0.09380645831679708
Position 25044: 0.09105599490932656
Position 31903: 0.09048290622123784
Position 20303: 0.08896516045879022
Position 8183: 0.08672307664227216
Position 17006: 0.08440597130528867
Position 29810: 0.07444184679040029
Position 2358: 0.07307543865950349
Position 25718: 0.06562716551356641
Position 25796: 0.06119938621574303
Position 25561: 0.06069912435971893
Position 14698: 0.057907477936490585
Position 2968: 0.04863002175033792
Position 31054: 0.04596163736923449
Position 16755: 0.04587066010326053
Position 25230: 0.04333813873343006
Position 20188: 0.04242032446506796
Position 4469: 0.04140630612737943
Position 14258: 0.04036291141027133
Position 4806: 0.03891585731089721
Position 16900: 0.0340449953717285
Position 31888: 0.033569226294464634
Position 27490: 0.03351527720817783
Position 29105: 0.03289425637699577
Position 13136: 0.031714776271436644
Position 21990: 0.03148284542178066
Position 16885: 0.03030847162939988
Position 15695: 0.028503857361047935
Position 5817: 0.020814055234399872
Position 27066: 0.020107539668074676
Position 30878: 0.019263888824436807
Position 21622: 0.01919970944907792
Position 291: 0.019114003256613353
Position 1589: 0.019087858951906414
Position 1800: 0.01801837229533001
Position 4905: 0.01788761946528931
Position 25557: 0.017657243821335374
Position 19393: 0.01722730432793488
Position 26790: 0.016096736914711585
Position 26868: 0.014807275783806797
Position 27510: 0.014228444002163694
Position 31882: 0.01408995834634446
Position 17728: 0.013431846173111111
Position 16926: 0.012685982374711297
Position 838: 0.010347262587640594
Position 4874: 0.009717940790177775
Position 22782: 0.00966174400200543
Position 4077: 0.008935354375940535
Position 5968: 0.008042179783625201
Position 21504: 0.008035084527584155
Position 555: 0.007010330389171114
Position 18387: 0.006915168232425322
