Gene = SEP15
index = 1246
Annotated 5SS: [  338 11085 33704 46313]
Annotated 3SS: [10916 33639 46262 50759]
SMsplice 5SS: [  338  6192 11085 33704]
SMsplice 3SS: [ 6104 10916 33639 50759]
top_k =  500
Partition function (log Z): -14.752510301393775

Sorted 5' Splice Sites (High to Low Probability):
Position 338: 0.9691094886719329
Position 11085: 0.9665755239842643
Position 12481: 0.7208527982773497
Position 6192: 0.6023377977741635
Position 33704: 0.5858411707320985
Position 6232: 0.31969136611912646
Position 11947: 0.1793101815506926
Position 11933: 0.1483031299695198
Position 1294: 0.1040364503945455
Position 2948: 0.08507462572306476
Position 3512: 0.07585322373704316
Position 5801: 0.061319514327590356
Position 8367: 0.05774172775460348
Position 6186: 0.03626582276224029
Position 68: 0.0335990529544154
Position 3620: 0.029348267277818058
Position 11414: 0.024057632751286577
Position 11623: 0.021554196954478556
Position 1951: 0.02118846611573032
Position 7953: 0.01907985633106314
Position 560: 0.017771083579833334
Position 6318: 0.017311324676214376
Position 11135: 0.017073010670490937
Position 9995: 0.015995651676005775
Position 5804: 0.015157788200716789
Position 11143: 0.013815696931888345
Position 7552: 0.013549544702439652
Position 5760: 0.01330801139491601
Position 2345: 0.013097472634750137
Position 3416: 0.012242886010279517
Position 2853: 0.012239213340003444
Position 5817: 0.012052024254962433
Position 6238: 0.009265578270911026
Position 11395: 0.00893114001661615
Position 156: 0.007206981859351826
Position 6505: 0.006947700259428155
Position 8818: 0.006819673670617186
Position 5125: 0.006674457242495554
Position 4605: 0.006639443610673528
Position 8895: 0.006424007348385367
Position 11882: 0.0056916823572036755
Position 12000: 0.005432861144283369
Position 10537: 0.005425188857832452
Position 3432: 0.005238719645245609
Position 7231: 0.005136038461713672
Position 12059: 0.00450441461824447
Position 615: 0.004176044446497017
Position 11450: 0.0035663459539075886
Position 30: 0.0029084690355315242
Position 2363: 0.0028843551783165715
Position 11774: 0.0022384380325499165
Position 5936: 0.0021809641944971923
Position 7314: 0.002137329492612394
Position 5357: 0.001880119251569671
Position 5439: 0.0018106888287498877
Position 5808: 0.0017325512033157249
Position 375: 0.0016432200638069787
Position 5777: 0.0014220070395700333
Position 11924: 0.0014061728051896734
Position 10553: 0.0009486854586910925
Position 11527: 0.0007395136955534907
Position 11261: 0.0006234185052865068
Position 16213: 0.0006091717808426703
Position 11314: 0.00043061549770592733
Position 12121: 0.0003612127522651338
Position 38: 0.0002970195949107125
Position 257: 0.00029296832886100663
Position 45: 0.0002236513832399414
Position 85: 0.00021306070162538325
Position 1548: 0.0002034317596322844
Position 2541: 0.000168323571265188
Position 14466: 0.00014935726209545444
Position 12037: 0.00010743590749419838
Position 11927: 0.00010655677951418545
Position 279: 8.790625053820121e-05
Position 55: 8.086492341365123e-05
Position 11343: 7.758670727322825e-05
Position 12493: 7.737536902977361e-05
Position 428: 7.104043970913953e-05
Position 2395: 7.076596503930025e-05
Position 310: 6.466620673728659e-05
Position 927: 6.263722523846926e-05
Position 91: 6.011845761076879e-05
Position 795: 5.6963403712701605e-05
Position 745: 4.9037969435336685e-05
Position 1078: 3.945153662619199e-05
Position 492: 2.5861338890302683e-05
Position 654: 1.973966829445178e-05
Position 725: 1.900172956713835e-05
Position 1030: 1.6401268504949107e-05
Position 1618: 1.5886295609307767e-05
Position 852: 1.3928036198219025e-05
Position 909: 1.3180674974024788e-05
Position 6190: 1.0770334370117013e-05
Position 1071: 7.028069111074856e-06
Position 11098: 5.442951992522063e-06
Position 1008: 4.000532636877473e-06
Position 732: 2.8665918473987962e-06
Position 1183: 2.8617150995167662e-06
Position 1140: 2.328534672389086e-06
Position 1622: 1.5907548759294918e-06
Position 1440: 1.4147675514165474e-06
Position 412: 1.33691049403104e-06
Position 171: 6.110745025335975e-07
Position 344: 5.161217926270246e-07
Position 290: 4.367079081899881e-07
Position 728: 4.1530623549612883e-07
Position 885: 4.0854420529795325e-07
Position 326: 2.660656125858846e-07
Position 381: 2.180443807267703e-07
Position 418: 1.472721695980982e-07
Position 717: 1.2984994726005765e-07
Position 223: 6.512340254226058e-08
Position 283: 4.221242769184514e-08
Position 285: 1.1880206131099098e-08
Position 3: 6.471469571277654e-09
Position 136: 4.522174337006549e-09
Position 122: 2.3607789839194437e-09
Position 519: 2.041912227005138e-09
Position 601: 9.712786753195196e-10
Position 316: 9.619799247189118e-10
Position 313: 8.547176580989325e-10
Position 182: 3.5592902775557435e-10
Position 202: 6.398390106503786e-12
Position 177: 1.861505530410255e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6104: 0.9812246072712556
Position 33639: 0.971420427005565
Position 12350: 0.7205040944779062
Position 35692: 0.5858411707320985
Position 10916: 0.4903393868610615
Position 10990: 0.42292936991919683
Position 11835: 0.3372794175280231
Position 5695: 0.10818642816190988
Position 3335: 0.08858523263852885
Position 2852: 0.06207981144175304
Position 11233: 0.04956861568742093
Position 11012: 0.047711493542890865
Position 1126: 0.04546364705682807
Position 1182: 0.04309891901104713
Position 10935: 0.03649465626310195
Position 8255: 0.032759927652385064
Position 193: 0.02090927180255088
Position 3398: 0.01995214733234964
Position 8204: 0.01822172089389695
Position 2682: 0.016500034084825307
Position 9889: 0.01599565167600579
Position 2184: 0.014308623553990695
Position 7880: 0.01347172439869
Position 8701: 0.011874472710177128
Position 1754: 0.011235491332809051
Position 2883: 0.006973362524971501
Position 6381: 0.0069487416904418335
Position 8290: 0.006752780499264569
Position 4379: 0.006639443610673547
Position 7476: 0.006637118424294859
Position 10384: 0.006373874316523537
Position 25394: 0.006368739686579357
Position 7399: 0.0062931157395729655
Position 2906: 0.006116208190225807
Position 998: 0.005861475758338473
Position 3578: 0.00551371720468026
Position 11414: 0.004912107309256607
Position 12223: 0.004908051208965896
Position 5047: 0.0046733714508529044
Position 963: 0.004627275908976753
Position 549: 0.00431789434746899
Position 7187: 0.004258083119392104
Position 1719: 0.004165847715978606
Position 1845: 0.004134111924506485
Position 3295: 0.004000242829370335
Position 232: 0.003918384605115742
Position 11794: 0.0038110428097567713
Position 5227: 0.0035171089611360585
Position 11199: 0.003496157271501616
Position 2777: 0.0033954572602446498
Position 7744: 0.003297385576994092
Position 11947: 0.003113733955972181
Position 15307: 0.003048433302207433
Position 526: 0.0029710408501630666
Position 6285: 0.0025885771089787435
Position 11710: 0.0024668109470459888
Position 7846: 0.0023180450644359634
Position 22828: 0.0021359217437263017
Position 5024: 0.002001085791642649
Position 11592: 0.001942078507298099
Position 426: 0.0019053509856221452
Position 16453: 0.0018557201077229776
Position 15352: 0.0016718576212313738
Position 3132: 0.0016584540956540589
Position 3464: 0.0015802002659500152
Position 24774: 0.0015474417344437837
Position 967: 0.0015173504371481733
Position 7078: 0.0014965503854896497
Position 8762: 0.001369208308825452
Position 2161: 0.001233350540231574
Position 16087: 0.001127150427266812
Position 18149: 0.0010912272736073258
Position 1078: 0.0009546335682847393
Position 17105: 0.0009495752710224112
Position 215: 0.0008820337980855097
Position 3349: 0.0008673504577342301
Position 7124: 0.0007976111288768139
Position 2830: 0.0007657123053290887
Position 2935: 0.0007615571648668498
Position 11550: 0.0007228591320047615
Position 7091: 0.0007137778125919873
Position 2717: 0.0007055976312343873
Position 1246: 0.0006541105416860362
Position 467: 0.0006433164955678441
Position 236: 0.00063841165799296
Position 2264: 0.0006280778437385749
Position 1143: 0.0006244793108849155
Position 7440: 0.0006193105385718271
Position 11346: 0.0006013141274826653
Position 153: 0.0005971623964949092
Position 1188: 0.0005864232200690112
Position 1618: 0.0005486894695822846
Position 11277: 0.0005364852107059207
Position 11732: 0.0005325592522388152
Position 3135: 0.0005257518461190472
Position 220: 0.0005256178608657712
Position 1621: 0.0005187556458990993
Position 1663: 0.0004918280800305602
Position 12711: 0.00046570139666518595
Position 1154: 0.00044999495195764634
Position 20774: 0.00042121540422097794
Position 175: 0.0003467323394225505
Position 11516: 0.00031036510870572183
Position 19529: 0.00023922342961434534
Position 14306: 0.0002170989229429804
Position 11891: 0.0001953476525959768
Position 19920: 0.00018768096375831108
Position 109: 0.00017848588901193257
Position 18929: 0.00017826297530906514
Position 260: 0.0001777403825266974
Position 1417: 0.00012447923504546626
Position 13561: 0.00011693633277635677
Position 18124: 0.00010498577579756176
Position 18587: 0.00010324227881519073
Position 18532: 0.00010113708671830106
Position 672: 9.958012132904515e-05
Position 17595: 9.922480133031685e-05
Position 5434: 8.782861355761305e-05
Position 5391: 8.587050562587593e-05
Position 12942: 7.405676493344453e-05
Position 14346: 7.19010469250231e-05
Position 18963: 6.360890989334232e-05
Position 12613: 6.186061915372098e-05
Position 16499: 6.1845140483049e-05
Position 5888: 5.509790678021714e-05
Position 13878: 5.443392133211145e-05
Position 529: 4.8567254774630054e-05
Position 614: 4.828500242004834e-05
Position 1478: 4.5975760596460325e-05
Position 13035: 4.5264396808839224e-05
Position 16372: 4.118522944038439e-05
Position 151: 4.080485009052688e-05
Position 13260: 4.078374111876461e-05
Position 12616: 3.868693567625867e-05
Position 1398: 3.4814168923790316e-05
Position 11303: 3.0838740610528585e-05
Position 14838: 2.7330994068058884e-05
Position 1849: 2.6654878508400648e-05
Position 1796: 2.486498000093458e-05
Position 1089: 2.4666436269874553e-05
Position 16861: 2.437145214731439e-05
Position 12859: 2.3048022586251242e-05
Position 2325: 2.3043147486717425e-05
Position 12576: 2.1381221994793923e-05
Position 12573: 2.1107974088405392e-05
Position 14190: 2.1076351653422886e-05
Position 2234: 2.089775579366263e-05
Position 1759: 1.8274197200946048e-05
Position 1003: 1.824636308884734e-05
Position 1197: 1.7448348735202926e-05
Position 710: 1.60907774875402e-05
Position 2858: 1.5923785154684276e-05
Position 12288: 1.2371745791244195e-05
Position 160: 1.225687021811668e-05
Position 1342: 1.1895711748203812e-05
Position 11394: 1.1672486471163787e-05
Position 12714: 9.51140963076736e-06
Position 7223: 7.345507975506169e-06
Position 1645: 7.27380413279588e-06
Position 2193: 6.9648394304551336e-06
Position 13902: 6.66831656327144e-06
Position 1872: 6.435552555638556e-06
Position 1211: 5.639568632738297e-06
Position 799: 4.74056830957821e-06
Position 11927: 3.6114129708460954e-06
Position 12594: 3.588353666664776e-06
Position 567: 2.26017668192202e-06
Position 1488: 1.9505602820890114e-06
Position 335: 1.6507984416362993e-06
Position 240: 1.1283721080831872e-06
Position 6288: 1.0265732866419687e-06
Position 11874: 9.39486069092827e-07
Position 1439: 7.501276523180884e-07
Position 1028: 7.380126621499626e-07
Position 11668: 7.012409781833979e-07
Position 1095: 6.016224266569454e-07
Position 737: 4.916736738731023e-07
Position 1682: 4.5132723769981543e-07
Position 11898: 4.4912162595407944e-07
Position 532: 3.92003480217936e-07
Position 369: 3.0400230848115995e-07
Position 1157: 2.922021407014798e-07
Position 11622: 1.6964395327745705e-07
Position 2741: 1.6467100617145077e-07
Position 648: 1.0916847919391195e-07
Position 347: 7.329607103986732e-08
Position 435: 7.190863358997793e-08
Position 1676: 3.415955091836409e-08
Position 2699: 1.0003456841521847e-08
Position 360: 8.587492247550791e-09
Position 636: 5.252758257795537e-09
Position 279: 1.983544614106662e-09
Position 399: 1.571499639668558e-09
Position 927: 3.4043636527008094e-10
