Gene = BAG1
index = 125
Annotated 5SS: [ 538 2060 3675 5842 7961 8897]
Annotated 3SS: [1930 3591 5727 7852 8833 9452]
SMsplice 5SS: [ 538 2060 3675 5842 7961 8897]
SMsplice 3SS: [1930 3591 5727 7852 8833 9452]
top_k =  500
Partition function (log Z): 3.355972390979685

Sorted 5' Splice Sites (High to Low Probability):
Position 3675: 0.9917969100290058
Position 5842: 0.9802491210154619
Position 7961: 0.9746690809550684
Position 2060: 0.8370913078054624
Position 8897: 0.6470316522035936
Position 538: 0.5669056465066807
Position 1525: 0.4193597568018784
Position 2657: 0.35045356206686007
Position 486: 0.20316892170109122
Position 9377: 0.18067467874063614
Position 9539: 0.16328043517245425
Position 556: 0.11875722713570634
Position 5308: 0.11214310727622988
Position 2689: 0.09504740435444797
Position 7301: 0.09432099667258861
Position 2391: 0.08548563078704077
Position 2005: 0.07078464475522596
Position 4679: 0.06338645719878867
Position 9118: 0.06072983417013985
Position 2980: 0.05342830487554852
Position 450: 0.04958940219117356
Position 3521: 0.04786222634667951
Position 9845: 0.04478909328162189
Position 8469: 0.03997424903793183
Position 8945: 0.035973056035813224
Position 945: 0.026755937348145045
Position 4187: 0.026544729207083954
Position 10215: 0.022924054299808816
Position 8437: 0.02249626556057454
Position 370: 0.022076909783732005
Position 2017: 0.01997924080938569
Position 5336: 0.019600137343667026
Position 4171: 0.016914755700748036
Position 1351: 0.015066004407837463
Position 8735: 0.014062659158304555
Position 4877: 0.013468500007157611
Position 406: 0.011132274338367837
Position 1477: 0.0109442594986411
Position 9544: 0.010425395652275762
Position 4895: 0.009705674839599882
Position 965: 0.009165340809197156
Position 5326: 0.008653466434753407
Position 3971: 0.008162910813624974
Position 7373: 0.008023246188867064
Position 205: 0.007809760089900881
Position 1206: 0.007521169901154733
Position 1347: 0.007265110635935836
Position 12000: 0.006506875744742474
Position 1573: 0.006432984247107848
Position 1038: 0.005734950190906549
Position 8537: 0.005508423947496301
Position 79: 0.004580096266783231
Position 4260: 0.004504945948416663
Position 8521: 0.004362574128882549
Position 8360: 0.004356226254533295
Position 2577: 0.003791936741675585
Position 1849: 0.003733187300658586
Position 3013: 0.003233159889303263
Position 1646: 0.003136273969844058
Position 4567: 0.0030328774281263206
Position 2365: 0.002852754963231499
Position 657: 0.0026414817843848203
Position 6591: 0.0025924565114358606
Position 5524: 0.0024139018838067777
Position 8973: 0.0023590172815739084
Position 3310: 0.0023485436226033623
Position 8996: 0.0021179906508274836
Position 4627: 0.00202238310386436
Position 8882: 0.0019792527440233914
Position 8355: 0.001919400862963256
Position 6352: 0.0017791773427075041
Position 1397: 0.0017470564629558463
Position 1068: 0.0016490430386775453
Position 571: 0.0015851362611698859
Position 6025: 0.0015472837868679883
Position 2548: 0.0014620574509718385
Position 590: 0.0014464918936357674
Position 8941: 0.0014204726146565833
Position 969: 0.0014203821811967663
Position 8891: 0.0010210056620039596
Position 9066: 0.0008979568242709819
Position 2230: 0.0007905192587670656
Position 1815: 0.0007660536440696755
Position 1000: 0.0006975554516439327
Position 943: 0.0006756185140773177
Position 3223: 0.0005814564050139273
Position 3958: 0.000552961584821867
Position 594: 0.00046553848359083414
Position 1639: 0.00045356074632058285
Position 673: 0.000306935049138516
Position 1731: 0.0003010943127365654
Position 1197: 0.00023468443891159406
Position 1181: 0.00021081396595102066
Position 3035: 0.00019786286684623616
Position 544: 0.00016623672009930692
Position 880: 0.00013262093961437506
Position 202: 0.0001257223779009425
Position 2323: 0.0001226371244439183
Position 7965: 0.00011070840906443873
Position 8924: 0.00010843027930084806
Position 1578: 0.00010693181311791019
Position 1101: 9.531442075923064e-05
Position 914: 9.247846280434886e-05
Position 4131: 8.649824558061681e-05
Position 238: 7.824029122562841e-05
Position 925: 7.344029835586522e-05
Position 139: 6.0524423627683976e-05
Position 522: 5.4175085355765935e-05
Position 37: 5.276762536833767e-05
Position 1042: 4.6042570264551717e-05
Position 3949: 4.5960341583338424e-05
Position 21: 4.4797842929827675e-05
Position 359: 4.351791715333688e-05
Position 958: 4.20992056988824e-05
Position 6983: 4.181931223311368e-05
Position 3865: 3.93913441042952e-05
Position 9261: 3.923417271995218e-05
Position 661: 3.7353414138216206e-05
Position 341: 3.377306659172741e-05
Position 730: 2.9644606508546832e-05
Position 746: 2.9621155457972304e-05
Position 8301: 2.928248564247665e-05
Position 1361: 2.8606080147878247e-05
Position 388: 2.8594689693818476e-05
Position 1513: 2.8173257196812533e-05
Position 8989: 2.6250752743581786e-05
Position 1265: 2.3670607731855524e-05
Position 1260: 2.1342111915084913e-05
Position 2026: 2.070464583457648e-05
Position 923: 1.9720144389405672e-05
Position 8262: 1.603150753034167e-05
Position 182: 1.1108549005970603e-05
Position 705: 5.522097306813275e-06
Position 71: 4.653910652589005e-06
Position 753: 4.102444445445333e-06
Position 732: 3.5709263026512518e-06
Position 34: 2.6121072951210065e-06
Position 671: 2.4627319404257268e-06
Position 709: 1.7944962063219055e-06
Position 723: 1.7568462927564293e-06
Position 6272: 1.6360432014717605e-06
Position 647: 1.3661566210302116e-06
Position 668: 1.2941278367808384e-06
Position 608: 9.969663690844964e-07
Position 223: 9.331174713408028e-07
Position 625: 8.053954236056732e-07
Position 598: 4.0389205185920415e-07
Position 542: 3.774960300761735e-07
Position 703: 2.8268759798331654e-07
Position 467: 2.732427368893047e-07
Position 765: 1.4328180882973258e-07
Position 24: 9.836512306756504e-08
Position 3654: 1.317339074764456e-09
Position 623: 3.6866074141420876e-10
Position 677: 1.768448602156792e-10
Position 528: 5.605957626345707e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5727: 0.9716169965712407
Position 3591: 0.9561527239714115
Position 1930: 0.9321813513818652
Position 7852: 0.9298187900902752
Position 8833: 0.7001917837328514
Position 9452: 0.6257174529251407
Position 2514: 0.29069862135184377
Position 1447: 0.23760586844043038
Position 9238: 0.16407130720973856
Position 1374: 0.12697378919317656
Position 11930: 0.10335759053127629
Position 5220: 0.0940899717052852
Position 4476: 0.08869800363365998
Position 11801: 0.08237135011751548
Position 11595: 0.08138500871493262
Position 8393: 0.0757972471537375
Position 2547: 0.07379584219293511
Position 11908: 0.07033147751887489
Position 8972: 0.06659298176713437
Position 7144: 0.06428897371108835
Position 10111: 0.05475224754770455
Position 2576: 0.053149372751887546
Position 3432: 0.05136615896793822
Position 11618: 0.04106289356424805
Position 1277: 0.04030963891060179
Position 10412: 0.039248588410752676
Position 845: 0.03877782884093865
Position 2131: 0.03649736907349555
