Gene = PERM1
index = 1012
Annotated 5SS: [2149 4531]
Annotated 3SS: [4404 4759]
SMsplice 5SS: [ 268 2149]
SMsplice 3SS: [2048 4759]
top_k =  500
Partition function (log Z): -6.703443179148759

Sorted 5' Splice Sites (High to Low Probability):
Position 2149: 0.9423640380794626
Position 451: 0.5223978138416137
Position 268: 0.5156877237143561
Position 4813: 0.39016322355653604
Position 4531: 0.2599775642145709
Position 252: 0.10510489930772104
Position 1810: 0.05401804406409731
Position 691: 0.04688429613991181
Position 754: 0.028413491557920334
Position 5074: 0.027976900432070236
Position 722: 0.025016393858538433
Position 260: 0.023099997665305277
Position 5060: 0.020732600974982786
Position 295: 0.019771434976076127
Position 4924: 0.01799483491401235
Position 1844: 0.012580558466963581
Position 1509: 0.011407425326101695
Position 561: 0.0073909098862946125
Position 577: 0.005087464945073553
Position 5383: 0.004625317537769877
Position 388: 0.0038702344545942487
Position 1880: 0.0034660398011058273
Position 2720: 0.002564913180817099
Position 1974: 0.0017447824097804267
Position 5101: 0.0008692569050513379
Position 1422: 0.0007741106210591187
Position 4488: 0.0007644995699337152
Position 4388: 0.0006782610654080441
Position 1272: 0.0005359630717992847
Position 4537: 0.0003881418646442381
Position 5693: 0.00036933932918899523
Position 565: 0.00026265998034453173
Position 1480: 0.00025854359304292593
Position 2741: 0.00024576343096128063
Position 2566: 0.00016685165068933762
Position 2773: 9.558012773647515e-05
Position 4711: 8.060442873423357e-05
Position 2681: 5.67264784842787e-05
Position 2726: 5.2254804637567795e-05
Position 4600: 4.5634218331505345e-05
Position 2711: 2.6046631824055255e-05
Position 2066: 2.5844693208608536e-05
Position 71: 1.8260873672963017e-05
Position 121: 1.6526639594981955e-05
Position 73: 1.2983545449319876e-05
Position 5093: 1.0435558647939632e-05
Position 14: 7.777571439281204e-06
Position 314: 6.686230439643534e-06
Position 473: 6.343375644693248e-06
Position 116: 5.1783171951233244e-06
Position 21: 2.0988963833967503e-06
Position 31: 2.0239289074240304e-06
Position 50: 9.10698322451484e-07
Position 154: 5.764346712946978e-07
Position 371: 2.075128920763103e-07
Position 234: 1.681938922336758e-07
Position 145: 1.9086551410270414e-08
Position 276: 4.87013773203813e-09
Position 338: 2.902855322384195e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2048: 0.9434963015067716
Position 4759: 0.5224086677529269
Position 4643: 0.3216135151844507
Position 358: 0.18116590975933333
Position 5246: 0.17817048101769623
Position 4441: 0.1349905719695471
Position 5433: 0.1203050708736339
Position 4470: 0.09823203787435295
Position 608: 0.07506168340928356
Position 4972: 0.07130736580461276
Position 5155: 0.06570212026051245
Position 1655: 0.038141096616924934
Position 5499: 0.03810924394479581
Position 4404: 0.03665448186472033
Position 5382: 0.025825688931444983
Position 4812: 0.023107499835173722
Position 1745: 0.01477052463216065
Position 4373: 0.013270524030405071
Position 1390: 0.012814474575363461
Position 367: 0.01195551750397819
Position 4707: 0.011446352569759068
Position 637: 0.010467213551637993
Position 4445: 0.009702922023186327
Position 5159: 0.008129359160910971
Position 330: 0.006430868914003065
Position 4688: 0.0061353903978318735
Position 1723: 0.005877577148800973
Position 327: 0.005484841537093769
Position 487: 0.005365323164464959
Position 371: 0.005300926924877124
Position 2537: 0.0050735977238020955
Position 2005: 0.004948243400596968
Position 5645: 0.0042536508107014264
Position 1670: 0.0031647503590617973
Position 4885: 0.0027415852517537385
Position 2565: 0.002511744849301567
Position 1351: 0.0024733218771999816
Position 4917: 0.0021104959658565423
Position 410: 0.0020556978158428646
Position 4912: 0.0019324062547800775
Position 2263: 0.0016176812292221317
Position 1863: 0.001491536576551845
Position 1705: 0.0014058579857038707
Position 5296: 0.001180661283356912
Position 5785: 0.0011348891380170676
Position 5504: 0.0011199218772987335
Position 1778: 0.0010879155126007375
Position 1586: 0.0010729270615002385
Position 2510: 0.0010207256705182552
Position 4387: 0.0009988593272107584
Position 588: 0.0008848844024483754
Position 2413: 0.0008132116590798954
Position 514: 0.0007985078529309286
Position 2266: 0.0007363179367616218
Position 4530: 0.0006559844611324034
Position 4720: 0.0006103996630223035
Position 2616: 0.0005818606746951082
Position 1578: 0.0005778646832518582
Position 4724: 0.0005752935634771823
Position 2452: 0.0005368143829761731
Position 786: 0.0005279836080159143
Position 4904: 0.0005076467220982948
Position 500: 0.0004031674693273408
Position 2667: 0.00040069130138694383
Position 2140: 0.0003828370245416377
Position 1128: 0.00034112870374888935
Position 5569: 0.0003099432601144704
Position 541: 0.0003000530143153192
Position 4329: 0.0002981041481900141
Position 2647: 0.0002534452538733234
Position 2749: 0.0002428163436334549
Position 1298: 0.00023741480030066518
Position 405: 0.00022631583118358053
Position 473: 0.0002122516790938989
Position 4368: 0.000208887023768998
Position 2581: 0.00020320127840649552
Position 1534: 0.00018397978239462188
Position 644: 0.0001734603710255029
Position 4736: 0.00015470949573251087
Position 1248: 0.00013910339685584158
Position 2078: 0.00013400965445322922
Position 3313: 0.00011091205465710771
Position 1973: 0.00010222592480837943
Position 1175: 8.976165752772097e-05
Position 2436: 7.087082330213975e-05
Position 734: 6.57407423343656e-05
Position 2347: 5.792096683529391e-05
Position 2105: 5.590468704397047e-05
Position 2171: 4.688414819180089e-05
Position 721: 4.292700602251976e-05
Position 1947: 8.360742937068503e-06
Position 428: 5.581687360126698e-06
Position 416: 4.453373763837592e-06
Position 4550: 3.4995680293235283e-06
Position 5534: 3.4038504042741873e-06
Position 188: 2.426976267792295e-06
Position 302: 1.2607589700312569e-06
Position 1066: 7.009180884624705e-07
Position 455: 4.259787374064521e-07
Position 572: 2.771492682467031e-07
Position 699: 2.590605826843094e-07
Position 299: 2.2434214354047314e-07
Position 86: 1.3421643142268923e-07
